antiguedad_meses,cargo_mensual,cargos_totales,soporte_tecnico,tipo_contrato,factura_electronica,churn
34,55.23,1875.41,No,Un_Ano,Si,0
1,63.66,59.67,No,Mes_a_Mes,No,1
38,41.52,1609.3,Si,Mes_a_Mes,Si,1
29,94.83,2812.44,No,Un_Ano,Si,0
66,115.08,7004.5,Si,Un_Ano,Si,0
20,91.57,1741.21,Si,Mes_a_Mes,No,1
42,71.77,2898.19,Sin_Internet,Mes_a_Mes,Si,0
57,64.84,3961.71,No,Un_Ano,Si,0
8,77.34,629.05,Si,Mes_a_Mes,No,1
59,86.87,4862.83,Si,Mes_a_Mes,No,0
11,37.04,391.96,Si,Mes_a_Mes,Si,0
36,100.11,3348.73,No,Dos_Anos,No,0
28,25.51,649.18,Sin_Internet,Mes_a_Mes,No,0
1,105.28,105.49,No,Un_Ano,No,1
52,72.72,3427.38,Si,Un_Ano,No,0
3,66.29,218.44,No,Dos_Anos,Si,0
13,36.49,500.21,Si,Dos_Anos,Si,0
23,80.5,1954.4,No,Dos_Anos,Si,1
34,33.46,1195.55,Si,Mes_a_Mes,Si,0
26,107.27,2867.73,Si,Mes_a_Mes,No,1
5,53.72,245.5,Si,Dos_Anos,Si,0
8,41.39,328.21,No,Mes_a_Mes,Si,0
25,48.86,1167.5,No,Mes_a_Mes,No,1
55,75.65,3992.84,Si,Dos_Anos,Si,0
28,78.2,2132.98,Si,Mes_a_Mes,No,0
8,57.15,440.8,Si,Mes_a_Mes,Si,0
19,99.89,1959.48,Si,Mes_a_Mes,No,1
13,60.9,713.71,Si,Dos_Anos,No,0
26,66.57,1684.53,Sin_Internet,Un_Ano,Si,0
39,37.36,1586.56,Si,Dos_Anos,No,0
51,37.88,1838.33,No,Mes_a_Mes,Si,0
6,34.62,212.76,No,Mes_a_Mes,Si,0
13,38.92,512.07,Si,Mes_a_Mes,No,1
52,110.52,5734.71,Sin_Internet,Mes_a_Mes,No,0
36,90.07,2997.51,Si,Mes_a_Mes,No,1
17,88.84,1611.72,No,Un_Ano,Si,1
65,38.86,2559.89,No,Un_Ano,Si,0
43,74.35,3221.75,No,Dos_Anos,No,0
13,71.42,1011.88,No,Un_Ano,Si,0
63,52.32,3021.13,No,Mes_a_Mes,Si,0
55,50.66,2781.59,Si,Mes_a_Mes,Si,0
14,97.43,1420.22,No,Mes_a_Mes,Si,0
71,53.33,4011.46,Sin_Internet,Un_Ano,Si,0
41,81.29,3000.18,No,Mes_a_Mes,Si,1
43,112.35,5007.09,No,Mes_a_Mes,No,0
63,73.82,5074.53,Si,Dos_Anos,Si,0
41,82.38,3533.11,No,Un_Ano,Si,0
9,108.15,957.59,No,Un_Ano,No,0
20,93.5,2010.63,No,Mes_a_Mes,No,1
21,26.28,593.67,Sin_Internet,Un_Ano,Si,0
25,38.76,1005.48,Si,Mes_a_Mes,Si,1
66,50.56,3447.81,Sin_Internet,Un_Ano,Si,0
30,65.89,1915.18,Sin_Internet,Mes_a_Mes,Si,0
25,51.23,1214.79,No,Un_Ano,Si,0
30,68.83,2118.51,No,Mes_a_Mes,Si,0
31,99.46,2779.79,No,Dos_Anos,Si,1
36,117.43,4517.48,Sin_Internet,Mes_a_Mes,Si,1
41,84.79,3756.38,Si,Mes_a_Mes,Si,0
61,107.66,6125.97,Sin_Internet,Dos_Anos,Si,0
29,57.65,1696.09,No,Un_Ano,Si,0
34,38.0,1208.86,No,Mes_a_Mes,Si,0
19,104.13,1976.3,No,Mes_a_Mes,No,1
5,98.31,505.16,Sin_Internet,Mes_a_Mes,Si,0
20,47.44,928.03,No,Mes_a_Mes,Si,1
29,76.17,2383.36,Sin_Internet,Mes_a_Mes,No,0
3,119.41,386.26,No,Mes_a_Mes,Si,0
25,117.33,2951.28,Sin_Internet,Mes_a_Mes,Si,0
69,67.96,4764.71,Si,Un_Ano,Si,0
55,51.94,2572.58,Si,Dos_Anos,Si,1
56,52.89,2865.84,No,Mes_a_Mes,No,0
29,108.42,3308.16,No,Un_Ano,Si,0
41,88.55,3989.29,No,Un_Ano,No,0
2,81.94,178.47,No,Dos_Anos,Si,0
6,50.45,278.16,Si,Mes_a_Mes,No,1
59,63.61,3690.84,No,Dos_Anos,Si,0
65,77.98,4617.23,Si,Un_Ano,No,0
31,74.51,2465.69,No,Mes_a_Mes,No,0
46,30.0,1443.5,Sin_Internet,Mes_a_Mes,No,0
60,71.24,4634.94,Sin_Internet,Dos_Anos,Si,0
46,83.0,3819.3,Sin_Internet,Mes_a_Mes,Si,0
19,99.82,1746.09,No,Mes_a_Mes,Si,0
1,37.22,37.85,No,Mes_a_Mes,No,0
18,103.34,1996.71,Si,Mes_a_Mes,No,1
7,33.83,215.5,Si,Mes_a_Mes,Si,0
32,72.44,2464.04,No,Mes_a_Mes,No,0
59,33.06,1998.76,Si,Dos_Anos,Si,0
65,102.65,6181.47,No,Mes_a_Mes,Si,0
12,69.06,855.1,Sin_Internet,Mes_a_Mes,No,0
45,83.96,3447.3,No,Un_Ano,Si,0
24,72.39,1624.24,Sin_Internet,Un_Ano,No,0
54,68.81,3387.52,Si,Mes_a_Mes,No,1
4,42.35,172.26,No,Mes_a_Mes,Si,0
24,114.63,2634.32,Si,Dos_Anos,Si,0
23,94.22,2075.37,No,Mes_a_Mes,Si,1
49,78.85,3976.83,Si,Un_Ano,Si,0
21,44.56,862.77,No,Mes_a_Mes,Si,0
70,63.04,4530.36,Sin_Internet,Mes_a_Mes,No,0
22,57.52,1315.52,Sin_Internet,Dos_Anos,No,1
37,96.77,3836.46,Si,Mes_a_Mes,Si,1
30,43.33,1344.47,Si,Dos_Anos,No,0
31,88.39,2824.17,Si,Un_Ano,Si,0
33,110.74,3768.86,Sin_Internet,Mes_a_Mes,Si,1
27,104.65,2566.25,No,Mes_a_Mes,Si,0
58,57.25,3281.81,Sin_Internet,Un_Ano,Si,0
1,39.41,39.81,No,Un_Ano,Si,1
64,59.45,3930.43,Sin_Internet,Dos_Anos,Si,0
26,62.47,1556.4,No,Un_Ano,No,0
49,76.05,3859.05,No,Dos_Anos,Si,0
44,29.3,1262.35,No,Mes_a_Mes,Si,0
43,73.52,3297.5,No,Un_Ano,No,0
49,82.48,3786.94,Sin_Internet,Mes_a_Mes,Si,1
52,114.48,5720.42,No,Dos_Anos,No,0
71,93.85,7262.52,Sin_Internet,Mes_a_Mes,Si,1
32,27.68,931.45,No,Mes_a_Mes,Si,0
55,41.64,2472.79,Sin_Internet,Mes_a_Mes,Si,1
18,70.17,1187.32,Si,Mes_a_Mes,Si,0
59,117.71,7560.04,No,Mes_a_Mes,Si,0
29,82.11,2497.48,No,Mes_a_Mes,Si,1
32,105.2,3427.38,Sin_Internet,Mes_a_Mes,Si,0
54,34.88,1699.97,No,Mes_a_Mes,Si,1
31,66.53,1877.6,No,Un_Ano,Si,0
43,27.12,1229.7,No,Mes_a_Mes,No,0
41,48.59,2059.52,Sin_Internet,Dos_Anos,Si,0
8,102.08,769.87,Sin_Internet,Dos_Anos,No,0
43,84.11,3574.27,No,Mes_a_Mes,Si,1
51,51.8,2724.21,Si,Un_Ano,Si,0
8,104.99,758.49,No,Un_Ano,No,1
9,94.84,883.8,Sin_Internet,Mes_a_Mes,No,1
46,72.66,3276.55,No,Mes_a_Mes,No,0
33,29.2,885.52,Sin_Internet,Mes_a_Mes,Si,0
58,111.1,6010.19,Si,Mes_a_Mes,No,1
31,88.56,2705.08,Sin_Internet,Mes_a_Mes,Si,1
69,102.28,7235.67,Sin_Internet,Un_Ano,Si,1
48,113.91,5297.46,No,Un_Ano,No,0
11,38.14,386.82,No,Dos_Anos,Si,0
33,96.52,3393.04,No,Mes_a_Mes,No,0
61,39.68,2420.61,Si,Mes_a_Mes,Si,0
15,73.99,1061.66,No,Mes_a_Mes,Si,0
29,94.07,2828.05,Sin_Internet,Un_Ano,No,0
27,74.44,1944.07,No,Mes_a_Mes,Si,1
20,69.89,1359.14,No,Dos_Anos,Si,0
36,51.92,1785.99,No,Mes_a_Mes,Si,0
14,97.96,1333.3,No,Un_Ano,No,0
37,33.49,1180.24,No,Mes_a_Mes,Si,0
49,47.01,2525.73,Si,Mes_a_Mes,No,0
36,29.29,1003.31,No,Mes_a_Mes,No,0
58,41.82,2496.9,Sin_Internet,Mes_a_Mes,No,1
15,63.73,897.09,No,Un_Ano,No,0
39,27.83,1097.7,No,Un_Ano,No,0
5,46.55,233.17,No,Mes_a_Mes,Si,0
45,28.86,1312.65,No,Mes_a_Mes,No,0
1,108.2,105.09,Sin_Internet,Dos_Anos,No,0
47,109.55,5530.68,Si,Mes_a_Mes,No,1
34,91.36,2980.67,Si,Mes_a_Mes,No,0
8,81.48,700.26,Si,Mes_a_Mes,Si,1
54,100.61,5331.17,Si,Mes_a_Mes,Si,0
60,51.74,3198.95,No,Mes_a_Mes,Si,1
37,95.49,3186.93,Si,Mes_a_Mes,Si,0
46,56.37,2562.41,Si,Mes_a_Mes,Si,0
18,67.08,1243.58,No,Dos_Anos,No,0
10,118.11,1133.29,Si,Un_Ano,No,0
68,105.35,6907.97,Sin_Internet,Mes_a_Mes,Si,1
71,64.77,4503.93,No,Un_Ano,No,0
24,110.98,2540.52,No,Dos_Anos,Si,0
47,34.24,1642.45,Sin_Internet,Mes_a_Mes,Si,0
37,110.77,3728.94,No,Mes_a_Mes,Si,0
43,109.48,5019.42,Si,Dos_Anos,No,0
25,86.45,2360.08,No,Un_Ano,Si,0
18,55.85,938.08,Sin_Internet,Un_Ano,Si,0
51,103.11,4969.51,Sin_Internet,Un_Ano,No,0
46,50.86,2549.59,No,Mes_a_Mes,Si,1
59,38.51,2119.47,Sin_Internet,Dos_Anos,Si,0
39,77.36,2779.5,No,Mes_a_Mes,Si,0
38,37.24,1498.12,Si,Mes_a_Mes,Si,0
55,58.95,3357.45,Si,Mes_a_Mes,No,0
5,80.08,414.8,No,Un_Ano,Si,1
5,44.72,211.38,Si,Dos_Anos,Si,0
50,64.31,3135.7,No,Un_Ano,Si,0
42,54.27,2124.04,No,Mes_a_Mes,Si,0
19,39.66,702.54,Sin_Internet,Un_Ano,No,0
34,85.22,2894.98,No,Un_Ano,Si,0
53,82.02,4497.22,No,Dos_Anos,Si,0
21,78.11,1581.5,No,Mes_a_Mes,Si,1
45,113.46,5080.54,Sin_Internet,Mes_a_Mes,Si,1
60,113.02,6575.54,No,Mes_a_Mes,No,1
53,79.38,4556.15,Si,Mes_a_Mes,Si,0
19,95.18,1881.99,No,Un_Ano,Si,0
35,101.47,3640.34,Si,Un_Ano,Si,0
14,35.44,519.02,Si,Mes_a_Mes,Si,0
12,105.27,1204.61,Si,Mes_a_Mes,Si,1
49,25.49,1356.37,Si,Mes_a_Mes,Si,0
3,25.19,71.03,Si,Mes_a_Mes,Si,1
27,54.48,1364.49,Si,Mes_a_Mes,No,1
25,100.33,2711.92,No,Mes_a_Mes,No,0
15,112.53,1606.9,Si,Dos_Anos,Si,0
27,62.93,1817.49,Si,Un_Ano,No,0
15,84.95,1222.68,Sin_Internet,Un_Ano,No,0
30,69.89,2010.51,No,Un_Ano,No,0
59,51.57,3321.2,No,Un_Ano,Si,0
45,107.44,5284.73,No,Mes_a_Mes,Si,0
53,80.76,4675.6,Sin_Internet,Mes_a_Mes,No,1
45,90.49,3776.58,Si,Dos_Anos,No,0
61,83.63,5174.58,Si,Mes_a_Mes,No,1
11,32.98,329.15,Sin_Internet,Mes_a_Mes,Si,0
51,103.81,5491.75,No,Mes_a_Mes,Si,0
39,28.66,1155.99,No,Mes_a_Mes,Si,0
24,90.62,2389.03,Si,Mes_a_Mes,Si,1
6,38.42,247.94,Si,Un_Ano,Si,0
33,77.0,2397.78,Si,Mes_a_Mes,Si,1
22,37.1,807.03,Si,Mes_a_Mes,Si,1
60,117.1,6684.95,Si,Mes_a_Mes,Si,0
20,66.09,1202.24,Si,Mes_a_Mes,Si,0
11,100.36,1078.01,Si,Dos_Anos,Si,1
35,100.68,3247.32,Si,Mes_a_Mes,Si,0
35,36.53,1346.29,No,Un_Ano,Si,0
65,78.79,5008.09,Si,Un_Ano,Si,0
49,119.92,5325.19,Si,Mes_a_Mes,No,0
66,61.3,3860.26,Si,Dos_Anos,Si,0
46,34.08,1515.24,No,Mes_a_Mes,No,0
5,97.62,483.53,No,Un_Ano,No,0
39,81.45,3291.67,Si,Mes_a_Mes,No,0
51,92.87,5009.08,No,Mes_a_Mes,No,1
21,75.54,1740.47,Sin_Internet,Mes_a_Mes,No,1
38,50.56,2057.39,No,Un_Ano,Si,0
36,69.47,2479.72,No,Dos_Anos,Si,0
14,80.64,1039.88,No,Dos_Anos,No,1
33,47.57,1621.3,No,Dos_Anos,No,0
23,106.14,2403.32,Sin_Internet,Mes_a_Mes,No,1
38,64.09,2389.44,No,Mes_a_Mes,Si,0
47,92.95,4226.89,Si,Mes_a_Mes,Si,1
64,114.69,6854.02,No,Mes_a_Mes,Si,0
47,64.47,2780.89,Sin_Internet,Mes_a_Mes,Si,0
1,68.83,73.22,No,Mes_a_Mes,Si,0
42,42.44,1670.17,Sin_Internet,Un_Ano,No,0
68,60.73,4294.69,Si,Dos_Anos,Si,0
25,75.27,1967.09,No,Dos_Anos,No,0
57,46.81,2565.36,No,Un_Ano,Si,0
52,27.48,1445.03,No,Un_Ano,No,0
7,49.49,361.07,No,Mes_a_Mes,Si,0
7,89.84,582.9,No,Un_Ano,Si,1
56,106.53,5571.17,Sin_Internet,Un_Ano,Si,1
39,37.45,1524.1,Si,Mes_a_Mes,Si,1
70,88.82,5943.67,No,Mes_a_Mes,No,0
58,57.3,3062.31,No,Mes_a_Mes,Si,0
23,53.6,1237.79,Si,Un_Ano,Si,0
10,66.11,701.61,Si,Un_Ano,Si,0
36,107.72,3727.58,Si,Un_Ano,Si,0
71,80.16,5418.78,No,Mes_a_Mes,No,0
3,85.86,242.53,No,Dos_Anos,No,1
13,35.88,464.27,No,Dos_Anos,Si,1
48,36.46,1775.55,No,Mes_a_Mes,No,0
66,72.72,4448.74,No,Mes_a_Mes,No,0
3,93.24,296.58,No,Mes_a_Mes,Si,1
63,43.58,2762.05,Sin_Internet,Dos_Anos,No,0
15,77.04,1170.11,No,Mes_a_Mes,Si,1
2,112.06,206.98,Si,Un_Ano,No,1
61,73.71,4607.14,Si,Mes_a_Mes,Si,0
59,70.67,4318.23,No,Dos_Anos,Si,0
17,80.6,1343.84,Sin_Internet,Mes_a_Mes,Si,1
11,90.78,1018.39,Sin_Internet,Mes_a_Mes,Si,0
5,53.7,254.18,No,Mes_a_Mes,Si,0
70,56.79,4086.04,No,Un_Ano,Si,0
67,39.87,2688.93,No,Mes_a_Mes,No,0
23,115.14,2692.07,No,Mes_a_Mes,Si,1
63,29.51,1766.81,No,Dos_Anos,Si,1
4,68.77,290.99,No,Mes_a_Mes,Si,0
29,89.94,2778.3,Si,Mes_a_Mes,No,1
17,92.52,1448.51,No,Mes_a_Mes,Si,0
35,84.5,3174.95,Si,Dos_Anos,No,0
48,57.35,2904.7,No,Mes_a_Mes,Si,0
48,32.34,1568.85,Si,Mes_a_Mes,Si,0
53,113.55,5482.65,Sin_Internet,Un_Ano,Si,0
65,43.09,2813.88,Sin_Internet,Dos_Anos,Si,0
1,111.33,110.63,No,Un_Ano,Si,0
7,46.42,306.97,No,Mes_a_Mes,No,0
70,31.7,2367.02,Sin_Internet,Un_Ano,Si,0
30,32.94,952.73,No,Mes_a_Mes,Si,0
70,59.05,4199.85,Si,Mes_a_Mes,Si,0
38,39.44,1483.9,Si,Un_Ano,Si,0
30,70.83,2285.74,No,Un_Ano,Si,0
54,68.11,3678.65,No,Un_Ano,Si,0
16,104.44,1596.85,No,Un_Ano,No,0
16,91.1,1522.36,Si,Mes_a_Mes,Si,1
27,91.35,2598.35,No,Dos_Anos,Si,0
22,81.12,1939.78,No,Dos_Anos,No,0
15,29.5,464.29,No,Un_Ano,No,0
46,95.99,4017.78,Sin_Internet,Mes_a_Mes,Si,0
1,59.06,62.95,Si,Mes_a_Mes,No,0
28,104.44,2913.98,No,Un_Ano,Si,0
33,48.43,1485.11,Si,Mes_a_Mes,No,0
15,88.66,1457.16,Si,Un_Ano,Si,0
57,82.36,4835.39,No,Mes_a_Mes,No,1
70,35.64,2690.54,No,Dos_Anos,No,0
68,37.95,2414.24,Sin_Internet,Dos_Anos,Si,0
58,119.99,7344.19,No,Dos_Anos,Si,0
20,56.87,1159.35,Si,Un_Ano,Si,0
4,63.71,249.05,Si,Mes_a_Mes,Si,1
10,106.27,1001.84,No,Mes_a_Mes,No,1
7,84.95,575.71,Sin_Internet,Un_Ano,No,0
57,89.52,5137.43,Si,Un_Ano,No,0
6,85.46,536.66,No,Un_Ano,Si,1
55,55.72,3025.34,Si,Mes_a_Mes,Si,0
31,103.77,3147.73,No,Mes_a_Mes,No,0
64,28.21,1627.99,No,Mes_a_Mes,No,0
36,59.91,2350.57,No,Dos_Anos,Si,0
13,115.68,1585.26,Si,Mes_a_Mes,Si,1
61,60.96,4087.36,No,Mes_a_Mes,Si,0
10,26.59,288.25,Sin_Internet,Un_Ano,No,0
66,43.24,3061.02,No,Mes_a_Mes,Si,1
24,114.69,2509.28,No,Dos_Anos,Si,0
34,105.68,3676.2,Si,Mes_a_Mes,No,0
50,43.56,2058.36,No,Mes_a_Mes,Si,1
1,117.86,126.85,No,Mes_a_Mes,Si,1
5,40.09,213.27,No,Mes_a_Mes,Si,0
27,119.27,3008.0,Si,Mes_a_Mes,Si,1
7,105.23,778.81,Si,Mes_a_Mes,Si,1
1,111.7,122.58,Si,Mes_a_Mes,Si,1
32,38.27,1189.74,Si,Mes_a_Mes,Si,0
17,53.67,887.8,Sin_Internet,Dos_Anos,No,0
18,91.69,1493.67,Si,Un_Ano,Si,0
68,73.0,5189.39,Sin_Internet,Un_Ano,Si,0
49,52.7,2751.13,No,Un_Ano,Si,0
13,91.06,1076.44,No,Un_Ano,No,1
69,99.07,7444.61,Si,Mes_a_Mes,No,0
22,52.11,1048.62,No,Dos_Anos,Si,0
26,33.15,873.77,No,Mes_a_Mes,Si,0
68,79.56,5872.47,Si,Un_Ano,No,0
5,62.67,340.2,Si,Dos_Anos,No,0
9,108.39,903.96,No,Dos_Anos,No,0
62,29.28,1986.48,Sin_Internet,Dos_Anos,Si,0
68,85.6,5553.54,Si,Un_Ano,Si,0
2,29.51,57.15,Si,Un_Ano,No,0
50,35.76,1850.62,Sin_Internet,Mes_a_Mes,Si,0
51,60.03,2824.01,No,Mes_a_Mes,Si,0
2,46.72,94.08,Si,Un_Ano,Si,0
41,40.37,1759.77,No,Mes_a_Mes,No,1
64,100.35,6417.51,No,Mes_a_Mes,Si,0
44,47.06,1888.86,Si,Mes_a_Mes,Si,1
52,59.64,3290.49,Si,Un_Ano,No,0
37,111.25,3902.45,No,Un_Ano,Si,0
66,99.62,6976.82,Sin_Internet,Un_Ano,Si,0
56,74.78,4554.66,No,Mes_a_Mes,Si,0
23,33.92,819.92,Si,Un_Ano,No,0
71,114.82,7391.05,Si,Mes_a_Mes,No,1
39,92.37,3717.38,Si,Mes_a_Mes,No,1
60,28.34,1622.91,Si,Mes_a_Mes,Si,1
56,115.14,6059.64,No,Mes_a_Mes,Si,1
36,31.81,1204.9,No,Un_Ano,Si,0
1,82.28,78.82,No,Dos_Anos,No,0
4,62.42,231.88,Sin_Internet,Mes_a_Mes,No,0
41,118.18,4526.46,No,Dos_Anos,Si,0
53,112.69,6184.31,No,Mes_a_Mes,Si,1
31,81.89,2516.99,Sin_Internet,Un_Ano,No,0
33,91.62,2847.27,No,Un_Ano,Si,0
5,103.06,471.98,Si,Mes_a_Mes,No,1
43,102.93,4813.05,Sin_Internet,Mes_a_Mes,Si,0
11,81.92,990.79,Si,Un_Ano,No,1
32,48.91,1531.99,Sin_Internet,Mes_a_Mes,No,1
1,54.71,51.96,No,Un_Ano,No,0
43,88.24,3446.59,No,Un_Ano,No,1
6,90.35,521.2,No,Mes_a_Mes,No,1
11,60.29,674.16,No,Un_Ano,Si,0
41,109.34,4504.82,Si,Un_Ano,Si,0
27,63.01,1671.09,Sin_Internet,Dos_Anos,No,0
61,91.36,5419.24,Si,Un_Ano,No,0
13,44.89,639.39,No,Mes_a_Mes,Si,0
35,58.54,2049.01,Sin_Internet,Mes_a_Mes,Si,1
25,76.88,1733.21,Si,Un_Ano,No,0
36,28.58,1069.88,Sin_Internet,Mes_a_Mes,Si,0
21,28.98,618.71,Sin_Internet,Mes_a_Mes,No,0
55,50.63,2594.29,Sin_Internet,Mes_a_Mes,No,0
36,103.64,3886.51,Si,Mes_a_Mes,No,1
28,45.57,1153.44,Si,Un_Ano,Si,0
27,109.16,3080.2,No,Mes_a_Mes,No,1
12,93.03,1038.09,Sin_Internet,Mes_a_Mes,Si,0
26,90.45,2579.61,Si,Dos_Anos,No,0
45,89.04,4015.94,Sin_Internet,Mes_a_Mes,No,0
6,117.75,637.36,Sin_Internet,Un_Ano,No,0
8,85.2,727.68,No,Dos_Anos,Si,0
17,86.68,1569.29,Sin_Internet,Dos_Anos,Si,0
38,68.07,2722.9,Si,Dos_Anos,Si,0
41,107.87,4456.23,Si,Mes_a_Mes,Si,0
15,30.45,431.03,Si,Mes_a_Mes,Si,0
28,57.71,1661.12,Sin_Internet,Dos_Anos,Si,0
25,52.23,1396.63,No,Mes_a_Mes,No,1
35,62.81,2195.28,No,Mes_a_Mes,Si,0
37,70.59,2385.72,Sin_Internet,Mes_a_Mes,Si,0
27,115.83,3424.68,Si,Dos_Anos,Si,0
5,112.83,584.09,No,Mes_a_Mes,No,1
59,83.07,5373.49,Si,Mes_a_Mes,Si,0
66,26.89,1663.64,Si,Mes_a_Mes,No,1
57,77.79,4171.0,No,Un_Ano,No,1
61,31.51,1768.52,Sin_Internet,Dos_Anos,No,0
60,59.17,3344.62,Sin_Internet,Mes_a_Mes,No,0
64,53.93,3181.16,Sin_Internet,Dos_Anos,Si,0
32,86.57,2644.49,Si,Mes_a_Mes,Si,0
16,26.7,434.07,Si,Mes_a_Mes,Si,0
44,99.93,4678.1,Si,Un_Ano,Si,0
69,103.51,6565.59,Si,Mes_a_Mes,No,1
61,28.07,1594.99,No,Mes_a_Mes,No,0
71,32.77,2228.87,Si,Dos_Anos,Si,0
34,112.46,3703.83,Sin_Internet,Dos_Anos,No,0
21,83.52,1890.44,Si,Mes_a_Mes,No,0
19,116.23,2087.69,No,Un_Ano,Si,0
52,68.47,3295.49,No,Mes_a_Mes,No,0
42,43.11,1945.96,No,Dos_Anos,Si,0
39,60.17,2526.24,Sin_Internet,Mes_a_Mes,Si,0
45,113.25,5386.97,No,Mes_a_Mes,No,0
13,35.95,456.26,No,Un_Ano,Si,0
43,109.76,5109.36,Si,Dos_Anos,Si,0
71,75.33,5283.54,No,Un_Ano,No,0
66,31.66,2211.4,Si,Un_Ano,Si,0
45,62.98,2797.2,Sin_Internet,Dos_Anos,Si,0
4,48.11,191.74,No,Mes_a_Mes,Si,1
1,79.65,85.39,Sin_Internet,Dos_Anos,No,1
60,39.48,2132.37,Si,Mes_a_Mes,Si,0
50,114.42,5462.4,No,Un_Ano,Si,0
47,45.07,2179.24,Si,Mes_a_Mes,Si,1
17,85.13,1569.33,No,Mes_a_Mes,No,0
35,103.97,3284.19,No,Dos_Anos,Si,0
8,81.61,648.22,No,Mes_a_Mes,No,1
56,87.28,4903.81,No,Dos_Anos,No,0
60,63.89,4216.28,Sin_Internet,Mes_a_Mes,Si,0
55,34.67,1982.02,Si,Mes_a_Mes,No,0
7,37.48,242.75,No,Mes_a_Mes,No,1
65,91.71,6027.14,No,Mes_a_Mes,No,1
25,100.74,2344.22,Si,Mes_a_Mes,Si,0
24,105.02,2634.47,Si,Un_Ano,Si,0
65,59.46,3759.3,No,Mes_a_Mes,Si,0
47,117.04,5677.94,Si,Mes_a_Mes,No,1
8,85.95,741.86,Si,Mes_a_Mes,No,1
45,39.59,1885.47,Si,Un_Ano,No,0
29,31.4,964.64,No,Un_Ano,No,0
31,76.77,2275.42,Sin_Internet,Dos_Anos,Si,0
57,95.4,5536.82,No,Mes_a_Mes,Si,0
7,26.72,175.36,Si,Mes_a_Mes,No,0
31,27.14,794.39,Si,Un_Ano,Si,0
60,79.94,4995.77,Si,Mes_a_Mes,Si,0
56,119.04,6542.07,No,Mes_a_Mes,Si,1
32,95.07,3278.65,Si,Mes_a_Mes,Si,0
61,39.4,2397.24,Si,Mes_a_Mes,Si,0
61,33.28,1855.08,No,Un_Ano,Si,1
64,102.36,6439.31,No,Dos_Anos,No,0
10,101.93,944.68,No,Mes_a_Mes,Si,1
26,68.4,1954.28,No,Mes_a_Mes,Si,0
69,28.4,1772.96,No,Un_Ano,Si,0
37,97.79,3662.89,No,Mes_a_Mes,Si,0
30,64.14,1872.02,Sin_Internet,Mes_a_Mes,Si,1
2,102.56,209.5,No,Un_Ano,No,0
42,38.69,1637.68,No,Mes_a_Mes,No,1
68,69.01,5085.07,Si,Un_Ano,Si,0
35,75.01,2458.62,Si,Dos_Anos,Si,0
10,60.11,555.38,Sin_Internet,Dos_Anos,Si,0
31,119.04,3963.58,Si,Mes_a_Mes,Si,0
6,97.47,635.32,No,Mes_a_Mes,No,0
65,103.86,6555.28,Si,Un_Ano,Si,0
2,47.9,104.54,No,Dos_Anos,Si,1
9,61.54,536.45,Si,Mes_a_Mes,No,0
66,35.52,2383.89,No,Mes_a_Mes,Si,0
59,119.84,7306.32,No,Mes_a_Mes,No,0
13,49.47,706.64,No,Mes_a_Mes,No,1
6,34.56,193.69,No,Mes_a_Mes,Si,1
25,44.5,1066.82,Si,Mes_a_Mes,Si,0
63,79.3,5042.06,No,Mes_a_Mes,No,1
59,56.89,3164.97,Sin_Internet,Dos_Anos,Si,0
46,40.58,1896.56,No,Mes_a_Mes,No,0
15,69.49,1100.34,Si,Dos_Anos,No,1
66,88.69,6297.52,Si,Un_Ano,Si,0
42,88.15,3581.03,Sin_Internet,Mes_a_Mes,Si,1
17,26.4,419.41,No,Un_Ano,Si,0
23,96.76,2308.14,Sin_Internet,Mes_a_Mes,No,0
15,47.91,745.46,Sin_Internet,Un_Ano,Si,0
38,112.61,4226.03,No,Mes_a_Mes,Si,0
56,38.16,2176.97,Sin_Internet,Dos_Anos,Si,0
34,62.95,2268.09,No,Mes_a_Mes,No,0
65,54.66,3718.63,No,Mes_a_Mes,No,0
34,71.68,2521.4,No,Mes_a_Mes,Si,0
16,54.79,905.02,No,Mes_a_Mes,No,1
50,98.27,5133.83,Si,Mes_a_Mes,No,0
69,61.29,4319.92,No,Dos_Anos,No,0
42,58.26,2243.57,Si,Mes_a_Mes,No,0
62,117.27,7391.28,Si,Un_Ano,No,0
12,63.33,819.18,Si,Un_Ano,Si,0
69,37.35,2338.82,Sin_Internet,Mes_a_Mes,No,0
28,50.46,1384.35,Si,Mes_a_Mes,Si,0
30,93.72,2751.39,Si,Mes_a_Mes,No,0
50,49.88,2371.32,No,Un_Ano,No,1
17,89.65,1546.76,No,Mes_a_Mes,No,1
10,111.91,1045.38,Sin_Internet,Un_Ano,Si,0
11,60.54,721.39,No,Mes_a_Mes,No,0
47,43.3,1894.94,No,Dos_Anos,Si,0
8,93.1,814.07,No,Un_Ano,Si,0
31,66.59,1862.66,Sin_Internet,Un_Ano,Si,0
37,29.38,1084.44,Sin_Internet,Un_Ano,Si,0
33,79.95,2393.63,No,Un_Ano,Si,1
9,80.14,775.67,No,Un_Ano,Si,0
46,89.76,4375.66,Sin_Internet,Mes_a_Mes,Si,1
3,94.85,268.9,No,Mes_a_Mes,No,1
13,86.33,1041.04,No,Mes_a_Mes,No,1
28,57.14,1507.77,No,Un_Ano,Si,0
52,104.36,4969.06,Si,Mes_a_Mes,No,1
61,113.85,6579.47,Sin_Internet,Un_Ano,Si,0
