id_transaccion,items
TRX-001172,"Chocolate,Leche,Pasta"
TRX-001173,"Cerveza,Pañales"
TRX-001174,"Cafe,Cerveza,Leche,Manzanas,Pan"
TRX-001175,"Cafe,Leche,Pan"
TRX-001176,"Cafe,Huevos,Leche,Manzanas,Pan"
TRX-001177,"Cerveza,Pañales"
TRX-001178,"Leche,Manzanas,Queso,Vino"
TRX-001179,"Cafe,Leche,Pan"
TRX-001180,"Cafe,Chocolate,Leche,Pan"
TRX-001181,"Cerveza,Pañales"
TRX-001182,"Manzanas,Pan,Pasta,Queso,Vino"
TRX-001183,"Cerveza,Leche,Manzanas,Pañales"
TRX-001184,"Chocolate,Manzanas,Pañales"
TRX-001185,"Cerveza,Pañales"
TRX-001186,"Arroz,Pan,Pasta,Vino"
TRX-001187,Pañales
TRX-001188,Huevos
TRX-001189,"Cerveza,Pañales"
TRX-001190,"Cerveza,Manzanas,Pan,Pasta,Queso"
TRX-001191,Chocolate
TRX-001192,"Cafe,Chocolate,Leche,Pan"
TRX-001193,"Huevos,Pan"
TRX-001194,"Arroz,Cerveza,Pan,Pañales,Queso"
TRX-001195,"Cerveza,Pañales"
TRX-001196,Arroz
TRX-001197,"Cafe,Leche,Pan,Pasta"
TRX-001198,"Cafe,Leche,Pan"
TRX-001199,"Arroz,Cafe,Queso"
TRX-001200,"Cerveza,Leche,Pañales"
TRX-001201,"Cerveza,Pañales"
TRX-001202,"Huevos,Manzanas,Vino"
TRX-001203,"Cafe,Manzanas,Pan"
TRX-001204,"Cafe,Leche,Pan"
TRX-001205,"Cafe,Leche,Pan"
TRX-001206,"Arroz,Chocolate,Manzanas,Pasta,Vino"
TRX-001207,"Cerveza,Huevos,Leche"
TRX-001208,"Cafe,Leche,Pan,Pañales"
TRX-001209,Cafe
TRX-001210,"Cerveza,Pan,Pañales"
TRX-001211,"Arroz,Cafe,Huevos,Queso"
TRX-001212,"Cafe,Leche,Pan"
TRX-001213,"Cafe,Leche,Pan"
TRX-001214,"Cerveza,Chocolate,Pañales"
TRX-001215,Pasta
TRX-001216,"Cafe,Huevos,Leche,Pan,Pasta"
TRX-001217,"Chocolate,Manzanas,Pan,Pañales,Queso"
TRX-001218,"Cafe,Leche,Pan"
TRX-001219,"Cerveza,Leche,Pasta"
TRX-001220,"Cerveza,Huevos,Pañales,Queso"
TRX-001221,"Cafe,Cerveza,Leche,Pan,Vino"
TRX-001222,"Arroz,Cerveza,Chocolate"
TRX-001223,"Chocolate,Pañales"
TRX-001224,"Cafe,Leche,Pan"
TRX-001225,Pan
TRX-001226,"Cerveza,Pañales"
TRX-001227,"Cafe,Cerveza,Huevos,Leche,Pan"
TRX-001228,"Cafe,Leche,Pan"
TRX-001229,"Cerveza,Pañales"
TRX-001230,"Cerveza,Pañales"
TRX-001231,"Cerveza,Pan,Pasta,Pañales"
TRX-001232,"Cafe,Leche,Pan"
TRX-001233,"Cafe,Leche,Pan"
TRX-001234,"Arroz,Pasta,Queso,Vino"
TRX-001235,"Arroz,Chocolate,Huevos,Pañales,Vino"
TRX-001236,"Chocolate,Huevos,Manzanas,Pan,Pañales"
TRX-001237,"Cafe,Huevos,Leche,Pasta"
TRX-001238,"Cerveza,Pañales,Vino"
TRX-001239,"Arroz,Leche"
TRX-001240,"Arroz,Cafe,Leche,Pan,Vino"
TRX-001241,"Leche,Pasta,Vino"
TRX-001242,"Cafe,Leche,Pan"
TRX-001243,"Cerveza,Huevos,Pasta"
TRX-001244,"Cerveza,Chocolate,Pañales,Queso"
TRX-001245,"Cerveza,Leche,Pañales,Queso"
TRX-001246,"Cafe,Leche,Pan"
TRX-001247,"Cafe,Leche,Pan"
TRX-001248,"Cerveza,Pañales"
TRX-001249,"Cerveza,Pañales"
TRX-001250,Manzanas
TRX-001251,"Cafe,Cerveza,Pasta,Queso,Vino"
TRX-001252,"Arroz,Queso"
TRX-001253,"Cafe,Leche,Pan"
TRX-001254,"Cerveza,Manzanas"
TRX-001255,"Manzanas,Pasta,Pañales,Queso"
TRX-001256,"Cerveza,Pañales"
TRX-001257,"Arroz,Cerveza,Huevos,Pan,Vino"
TRX-001258,"Cafe,Leche,Pan"
TRX-001259,"Cafe,Leche,Pan"
TRX-001260,"Cerveza,Huevos,Pasta,Pañales"
TRX-001261,"Cerveza,Manzanas,Pasta,Queso"
TRX-001262,"Pan,Vino"
TRX-001263,"Cafe,Chocolate,Leche,Manzanas,Pan"
TRX-001264,"Huevos,Vino"
TRX-001265,"Chocolate,Leche,Manzanas,Queso"
TRX-001266,"Cafe,Cerveza,Chocolate,Leche,Pan"
TRX-001267,"Arroz,Queso,Vino"
TRX-001268,Leche
TRX-001269,"Cafe,Leche,Manzanas,Pasta,Pañales"
TRX-001270,"Cafe,Chocolate,Leche,Pan,Vino"
TRX-001271,"Cafe,Huevos,Leche,Pan"
TRX-001272,"Cerveza,Pañales"
TRX-001273,"Cafe,Pasta,Pañales,Queso"
TRX-001274,"Cerveza,Pañales"
TRX-001275,"Cerveza,Pañales"
TRX-001276,"Arroz,Cerveza,Leche,Pasta,Pañales"
TRX-001277,"Cafe,Leche,Manzanas,Pan,Vino"
TRX-001278,"Cerveza,Huevos,Pan,Queso,Vino"
TRX-001279,"Cerveza,Pañales"
TRX-001280,"Cafe,Cerveza,Chocolate,Pan"
TRX-001281,"Cerveza,Huevos,Pañales,Queso"
TRX-001282,"Cafe,Leche,Pan,Vino"
TRX-001283,"Cafe,Cerveza,Chocolate,Leche,Vino"
TRX-001284,"Cerveza,Leche,Pasta,Pañales"
TRX-001285,"Leche,Pañales"
TRX-001286,"Arroz,Chocolate"
TRX-001287,"Cafe,Leche,Pan,Queso"
TRX-001288,"Leche,Pañales,Queso"
TRX-001289,"Cafe,Chocolate,Manzanas,Pan,Vino"
TRX-001290,"Cerveza,Chocolate,Pan,Pañales"
TRX-001291,"Arroz,Cerveza,Leche,Pañales,Queso"
TRX-001292,Cerveza
TRX-001293,"Cafe,Leche,Pan"
TRX-001294,"Cerveza,Pañales"
TRX-001295,"Cerveza,Pañales"
TRX-001296,"Cerveza,Pañales"
TRX-001297,"Cafe,Leche,Pan"
TRX-001298,"Manzanas,Pasta"
TRX-001299,"Cerveza,Pañales,Queso"
TRX-001300,"Cafe,Cerveza,Pasta"
TRX-001301,"Cerveza,Chocolate,Huevos,Manzanas,Queso"
TRX-001302,"Cerveza,Chocolate,Leche,Pasta"
TRX-001303,"Arroz,Cerveza,Pañales"
TRX-001304,"Cafe,Chocolate,Pan"
TRX-001305,"Leche,Queso,Vino"
TRX-001306,"Cafe,Cerveza,Huevos,Manzanas,Pañales"
TRX-001307,"Cerveza,Pañales"
TRX-001308,"Cerveza,Pañales"
TRX-001309,"Huevos,Manzanas"
TRX-001310,"Arroz,Huevos,Pañales,Queso"
TRX-001311,"Cafe,Leche,Pan"
TRX-001312,"Cafe,Huevos,Leche,Pan"
TRX-001313,"Cerveza,Pañales"
TRX-001314,"Chocolate,Pasta"
TRX-001315,"Cerveza,Pañales"
TRX-001316,"Cafe,Leche,Manzanas,Pan,Pasta"
TRX-001317,"Cafe,Leche,Pan"
TRX-001318,"Cafe,Leche,Pan"
TRX-001319,Arroz
TRX-001320,Pañales
TRX-001321,"Cafe,Leche,Pan,Pañales"
TRX-001322,"Cafe,Pan"
TRX-001323,"Pasta,Vino"
TRX-001324,"Cafe,Leche,Pan,Queso"
TRX-001325,"Arroz,Cerveza,Manzanas,Pan,Pañales"
TRX-001326,Huevos
TRX-001327,Pañales
TRX-001328,"Cafe,Leche,Pan,Queso"
TRX-001329,"Cerveza,Vino"
TRX-001330,"Cerveza,Chocolate"
TRX-001331,"Cerveza,Pañales,Queso"
TRX-001332,"Cerveza,Chocolate,Pasta,Queso,Vino"
TRX-001333,"Cerveza,Manzanas,Pañales"
TRX-001334,"Cafe,Leche,Pan"
TRX-001335,"Cafe,Chocolate"
TRX-001336,"Leche,Queso"
TRX-001337,"Arroz,Manzanas,Pañales,Queso"
TRX-001338,Vino
TRX-001339,Vino
TRX-001340,"Huevos,Pan,Queso"
TRX-001341,"Chocolate,Huevos,Pan,Pañales,Queso"
TRX-001342,"Cafe,Leche,Pan"
TRX-001343,"Cafe,Huevos,Leche,Pan"
TRX-001344,"Cerveza,Chocolate,Pañales"
TRX-001345,Queso
TRX-001346,"Cerveza,Pañales"
TRX-001347,"Cerveza,Chocolate,Leche,Pañales,Vino"
TRX-001348,"Cerveza,Pañales"
TRX-001349,"Cafe,Cerveza,Leche,Pan,Pañales"
TRX-001350,"Cafe,Leche,Manzanas,Pan"
TRX-001351,"Chocolate,Huevos,Manzanas,Queso"
TRX-001352,"Cerveza,Pañales"
TRX-001353,"Cafe,Leche,Pan"
TRX-001354,"Cerveza,Pan"
TRX-001355,"Arroz,Huevos"
TRX-001356,"Manzanas,Vino"
TRX-001357,Pan
TRX-001358,"Cafe,Chocolate,Huevos,Manzanas"
TRX-001359,"Cafe,Leche,Pan"
TRX-001360,"Cerveza,Pañales"
TRX-001361,"Arroz,Cerveza,Pan,Pasta,Pañales"
TRX-001362,"Cerveza,Pañales,Queso,Vino"
TRX-001363,"Cafe,Leche,Pan"
TRX-001364,"Arroz,Cerveza,Leche,Pan,Pañales"
TRX-001365,"Cerveza,Pañales"
TRX-001366,"Cafe,Leche,Pan"
TRX-001367,"Cafe,Leche,Pan"
TRX-001368,"Cerveza,Huevos,Leche,Manzanas,Pañales"
TRX-001369,"Arroz,Huevos,Manzanas,Pasta"
TRX-001370,"Pasta,Pañales"
TRX-001371,"Huevos,Queso,Vino"
TRX-001372,"Cafe,Leche,Pan"
TRX-001373,"Cafe,Leche,Manzanas,Pasta,Queso"
TRX-001374,"Cafe,Leche,Pan"
TRX-001375,"Cafe,Leche,Pan"
TRX-001376,"Cafe,Leche,Pan,Pañales"
TRX-001377,"Cafe,Leche,Manzanas,Pan,Pasta"
TRX-001378,"Arroz,Cafe,Leche,Pan,Vino"
TRX-001379,"Cerveza,Pasta,Pañales"
TRX-001380,Pañales
TRX-001381,Manzanas
TRX-001382,"Cafe,Leche,Pan,Queso"
TRX-001383,"Cafe,Leche,Pan"
TRX-001384,"Cafe,Leche,Manzanas,Pan,Queso"
TRX-001385,"Cerveza,Pan,Pañales"
TRX-001386,"Arroz,Cerveza,Chocolate,Pan"
TRX-001387,"Cafe,Leche,Pan"
TRX-001388,"Cafe,Leche,Pan"
TRX-001389,"Leche,Pan,Queso,Vino"
TRX-001390,"Arroz,Chocolate,Leche,Pan,Pañales"
TRX-001391,"Cerveza,Leche,Manzanas,Pañales"
TRX-001392,"Cafe,Leche,Pan"
TRX-001393,"Arroz,Cafe,Leche,Pañales"
TRX-001394,Queso
TRX-001395,Cafe
TRX-001396,"Cerveza,Pasta,Pañales"
TRX-001397,"Cafe,Leche,Pan"
TRX-001398,"Cerveza,Leche,Manzanas"
TRX-001399,"Arroz,Cerveza,Pañales,Queso"
TRX-001400,"Cafe,Leche,Pan,Pañales"
TRX-001401,Leche
TRX-001402,"Cafe,Cerveza,Leche,Pan"
TRX-001403,"Cafe,Chocolate,Huevos,Pañales"
TRX-001404,"Cafe,Cerveza,Huevos,Pan,Pañales"
TRX-001405,Leche
TRX-001406,"Cerveza,Pañales"
TRX-001407,"Manzanas,Pan,Vino"
TRX-001408,Vino
TRX-001409,"Arroz,Vino"
TRX-001410,"Cafe,Leche,Pan"
TRX-001411,"Cerveza,Pañales"
TRX-001412,"Cafe,Leche,Pan"
TRX-001413,"Cafe,Leche,Pan"
TRX-001414,"Arroz,Cafe,Pañales,Queso"
TRX-001415,"Chocolate,Leche,Manzanas,Pañales,Vino"
TRX-001416,Manzanas
TRX-001417,"Cafe,Leche,Pan"
TRX-001418,"Cafe,Pasta"
TRX-001419,"Cerveza,Pan,Pañales,Queso"
TRX-001420,"Cafe,Chocolate,Leche,Pan,Pañales"
TRX-001421,"Cafe,Cerveza,Manzanas,Vino"
TRX-001422,"Arroz,Cerveza,Chocolate"
TRX-001423,Leche
TRX-001424,"Cerveza,Huevos,Pan,Pañales"
TRX-001425,"Chocolate,Huevos,Manzanas,Queso"
TRX-001426,"Chocolate,Huevos,Pan,Queso"
TRX-001427,"Cerveza,Huevos,Leche,Pan,Vino"
TRX-001428,"Cerveza,Chocolate,Leche,Pasta,Pañales"
TRX-001429,Vino
TRX-001430,"Cafe,Leche,Pan"
TRX-001431,"Cerveza,Huevos,Pañales,Queso"
TRX-001432,"Cerveza,Leche,Pañales"
TRX-001433,"Cerveza,Chocolate,Manzanas,Pan,Pasta"
TRX-001434,"Cerveza,Huevos,Pañales"
TRX-001435,"Cafe,Leche,Pan"
TRX-001436,"Cerveza,Chocolate,Leche,Pan,Pasta"
TRX-001437,"Cerveza,Pan,Pasta,Pañales"
TRX-001438,"Cerveza,Pañales"
TRX-001439,Huevos
TRX-001440,"Manzanas,Pañales,Queso"
TRX-001441,"Arroz,Cerveza,Manzanas,Pan,Queso"
TRX-001442,"Pan,Pañales,Queso,Vino"
TRX-001443,"Arroz,Chocolate,Pan,Pasta,Pañales"
TRX-001444,Pasta
TRX-001445,"Cafe,Chocolate,Leche,Pan"
TRX-001446,"Cerveza,Pañales"
TRX-001447,"Cafe,Leche,Pan"
TRX-001448,"Cafe,Leche,Pan"
TRX-001449,"Manzanas,Pasta"
TRX-001450,"Cerveza,Pañales"
TRX-001451,"Arroz,Vino"
TRX-001452,"Cafe,Leche,Pan"
TRX-001453,"Cafe,Leche,Pan,Pasta"
TRX-001454,"Arroz,Cafe,Huevos,Leche,Pan"
TRX-001455,"Cafe,Leche,Pan"
TRX-001456,Pan
TRX-001457,"Cafe,Leche,Manzanas,Queso,Vino"
TRX-001458,"Cafe,Huevos,Manzanas,Queso,Vino"
TRX-001459,"Cerveza,Pañales"
TRX-001460,Leche
TRX-001461,"Cafe,Huevos,Leche,Pan"
TRX-001462,"Cerveza,Pañales,Queso,Vino"
TRX-001463,"Cafe,Cerveza,Leche,Pan,Queso"
TRX-001464,"Cerveza,Leche,Pan,Pañales"
TRX-001465,"Cafe,Cerveza,Pañales"
TRX-001466,"Cafe,Leche,Pan,Queso"
TRX-001467,"Arroz,Huevos,Leche"
TRX-001468,Pan
TRX-001469,"Arroz,Cerveza,Pañales"
TRX-001470,"Pañales,Vino"
TRX-001471,"Cafe,Leche,Pan"
TRX-001472,"Cerveza,Huevos,Pasta,Pañales"
TRX-001473,"Cerveza,Pan,Pañales"
TRX-001474,"Huevos,Pan,Pasta,Queso,Vino"
TRX-001475,"Cerveza,Pañales"
TRX-001476,"Cafe,Huevos,Manzanas,Pañales"
TRX-001477,"Cafe,Leche,Pan,Pañales"
TRX-001478,"Huevos,Manzanas,Pasta"
TRX-001479,"Chocolate,Leche,Pasta,Queso"
TRX-001480,"Arroz,Cafe,Leche,Pan"
TRX-001481,"Arroz,Cerveza,Manzanas,Queso,Vino"
TRX-001482,"Pan,Pasta,Queso,Vino"
TRX-001483,"Cerveza,Manzanas,Queso"
TRX-001484,"Cerveza,Pañales"
TRX-001485,"Cerveza,Pañales"
TRX-001486,"Cerveza,Pañales"
TRX-001487,"Cafe,Chocolate,Leche,Pan,Vino"
TRX-001488,"Cafe,Manzanas,Vino"
TRX-001489,Cafe
TRX-001490,"Cerveza,Manzanas,Pañales"
TRX-001491,"Cerveza,Pañales,Vino"
TRX-001492,Queso
TRX-001493,"Cafe,Cerveza,Pan,Pañales"
TRX-001494,"Cafe,Leche,Pan"
TRX-001495,"Cerveza,Chocolate,Pañales"
TRX-001496,Pan
TRX-001497,"Cafe,Leche,Pan"
TRX-001498,"Arroz,Queso,Vino"
TRX-001499,Manzanas
TRX-001500,"Leche,Queso"
TRX-001501,Vino
TRX-001502,"Cerveza,Pañales"
TRX-001503,"Arroz,Leche,Queso"
TRX-001504,"Cafe,Leche,Pan"
TRX-001505,"Cerveza,Leche,Pan,Queso"
TRX-001506,"Cerveza,Leche,Pañales"
TRX-001507,"Cafe,Leche,Pan"
TRX-001508,"Arroz,Cafe,Chocolate,Pan,Pasta"
TRX-001509,"Cerveza,Pañales,Queso,Vino"
TRX-001510,"Arroz,Chocolate,Huevos,Leche,Queso"
TRX-001511,"Cerveza,Chocolate,Leche,Pasta,Pañales"
TRX-001512,"Cafe,Leche,Pan"
TRX-001513,"Cafe,Cerveza,Pañales"
TRX-001514,"Cafe,Leche,Pan"
TRX-001515,"Cafe,Leche,Pan"
TRX-001516,"Cerveza,Chocolate,Pañales"
TRX-001517,"Cerveza,Huevos,Queso,Vino"
TRX-001518,"Cerveza,Leche,Manzanas,Pasta,Vino"
TRX-001519,"Arroz,Cafe,Cerveza,Queso,Vino"
TRX-001520,"Cafe,Leche,Pan"
TRX-001521,"Cafe,Leche,Pan"
TRX-001522,"Huevos,Pasta"
TRX-001523,"Arroz,Cerveza,Pan,Pañales,Vino"
TRX-001524,"Cerveza,Pañales,Queso"
TRX-001525,"Huevos,Pan,Pasta,Pañales"
TRX-001526,"Cerveza,Pañales"
TRX-001527,"Arroz,Cafe,Cerveza,Leche,Pan"
TRX-001528,"Cerveza,Manzanas,Pan,Pasta"
TRX-001529,"Cafe,Leche,Pan"
TRX-001530,"Cafe,Leche,Pan"
TRX-001531,"Cafe,Cerveza,Leche,Pan"
TRX-001532,"Cafe,Leche,Pan"
TRX-001533,"Chocolate,Pasta,Vino"
TRX-001534,"Cerveza,Pañales"
TRX-001535,"Cerveza,Chocolate,Pan,Queso"
TRX-001536,"Cafe,Cerveza,Manzanas,Queso"
TRX-001537,"Arroz,Cafe,Pasta"
TRX-001538,Leche
TRX-001539,"Cafe,Cerveza,Pañales"
TRX-001540,"Arroz,Chocolate,Pasta,Queso,Vino"
TRX-001541,"Arroz,Chocolate,Manzanas,Pasta,Queso"
TRX-001542,"Cafe,Leche,Pan"
TRX-001543,"Cafe,Leche,Pan"
TRX-001544,"Cafe,Cerveza,Pañales"
TRX-001545,"Cerveza,Pañales"
TRX-001546,Manzanas
TRX-001547,"Cafe,Leche,Pan"
TRX-001548,"Cerveza,Pasta,Pañales,Vino"
TRX-001549,"Arroz,Chocolate,Queso"
TRX-001550,"Cafe,Leche,Pan"
TRX-001551,"Cafe,Leche,Pan"
TRX-001552,"Cerveza,Pañales"
TRX-001553,"Cerveza,Huevos,Vino"
TRX-001554,"Cafe,Leche,Pan"
TRX-001555,"Arroz,Cafe,Pan,Queso,Vino"
TRX-001556,"Cerveza,Huevos,Manzanas,Pasta,Pañales"
TRX-001557,"Cerveza,Pan,Pañales,Queso,Vino"
TRX-001558,"Cafe,Cerveza,Pañales"
TRX-001559,"Cafe,Leche,Pan"
TRX-001560,Leche
TRX-001561,"Cafe,Chocolate"
TRX-001562,"Cafe,Cerveza,Pasta"
TRX-001563,"Chocolate,Pan,Pañales,Queso,Vino"
TRX-001564,Vino
TRX-001565,"Cerveza,Pañales"
TRX-001566,"Cerveza,Pan,Pañales"
TRX-001567,"Cerveza,Chocolate,Pañales,Queso"
TRX-001568,Huevos
TRX-001569,"Cerveza,Pañales"
TRX-001570,"Leche,Pasta,Vino"
TRX-001571,"Manzanas,Pan,Pañales,Vino"
TRX-001572,"Cerveza,Leche,Manzanas,Pañales,Vino"
TRX-001573,"Cafe,Cerveza,Pasta"
TRX-001574,"Cerveza,Pañales"
TRX-001575,"Cafe,Leche,Pan"
TRX-001576,"Cafe,Leche,Pan"
TRX-001577,"Cafe,Leche,Pan"
TRX-001578,"Cerveza,Pañales"
TRX-001579,"Arroz,Huevos"
TRX-001580,"Cerveza,Pañales,Vino"
TRX-001581,"Cafe,Leche,Manzanas,Pan,Queso"
TRX-001582,"Cafe,Leche,Pan,Pañales"
TRX-001583,"Cerveza,Huevos,Pañales"
TRX-001584,"Leche,Manzanas"
TRX-001585,"Cerveza,Pan,Pañales,Queso,Vino"
TRX-001586,Vino
TRX-001587,"Huevos,Queso"
TRX-001588,"Cafe,Leche,Manzanas,Pan"
TRX-001589,"Cafe,Chocolate,Huevos,Manzanas,Queso"
TRX-001590,"Cerveza,Chocolate,Manzanas,Pasta"
TRX-001591,"Cerveza,Pan,Pasta,Pañales"
TRX-001592,"Pañales,Queso,Vino"
TRX-001593,"Cerveza,Pan,Pañales,Vino"
TRX-001594,"Cerveza,Leche"
TRX-001595,Chocolate
TRX-001596,Vino
TRX-001597,"Cafe,Leche,Pan"
TRX-001598,"Cerveza,Huevos,Manzanas,Pan,Pañales"
TRX-001599,Vino
TRX-001600,"Arroz,Cerveza,Leche,Pañales,Queso"
TRX-001601,"Arroz,Pan,Queso"
TRX-001602,"Cerveza,Pañales"
TRX-001603,"Cerveza,Huevos,Pañales,Queso,Vino"
TRX-001604,"Leche,Manzanas,Pan"
TRX-001605,"Arroz,Cafe,Leche,Pan"
TRX-001606,Pañales
TRX-001607,"Cafe,Cerveza,Huevos,Leche,Pan"
TRX-001608,"Cafe,Manzanas"
TRX-001609,"Huevos,Manzanas"
TRX-001610,"Arroz,Cafe,Chocolate,Leche,Pan"
TRX-001611,"Cafe,Leche,Pan"
TRX-001612,"Cerveza,Pañales,Queso"
TRX-001613,"Cerveza,Pasta,Vino"
TRX-001614,"Cerveza,Pañales"
TRX-001615,"Cerveza,Pañales"
TRX-001616,"Cafe,Leche,Pan"
TRX-001617,"Cafe,Cerveza,Leche,Pan"
TRX-001618,"Cerveza,Chocolate,Huevos,Leche,Pañales"
TRX-001619,"Manzanas,Queso"
TRX-001620,"Cafe,Cerveza,Pañales"
TRX-001621,"Cerveza,Pañales"
TRX-001622,"Cafe,Leche,Pan"
TRX-001623,"Arroz,Pasta,Queso"
TRX-001624,"Arroz,Cafe,Cerveza,Leche,Pan"
TRX-001625,Queso
TRX-001626,"Cerveza,Huevos,Pasta,Vino"
TRX-001627,"Cerveza,Pañales"
TRX-001628,"Cafe,Pan,Pasta,Pañales,Vino"
TRX-001629,"Cerveza,Pañales"
TRX-001630,"Cerveza,Pañales,Vino"
TRX-001631,"Cerveza,Huevos,Pañales,Vino"
TRX-001632,"Huevos,Queso"
TRX-001633,"Cafe,Leche,Pan"
TRX-001634,"Cerveza,Pañales"
TRX-001635,"Huevos,Pasta"
TRX-001636,"Huevos,Leche,Manzanas,Queso"
TRX-001637,"Huevos,Pasta"
TRX-001638,"Huevos,Leche,Manzanas,Queso,Vino"
TRX-001639,"Arroz,Chocolate,Queso"
TRX-001640,Pan
TRX-001641,Manzanas
TRX-001642,"Cafe,Leche,Pan"
TRX-001643,"Cafe,Cerveza,Leche,Pan,Pañales"
TRX-001644,"Cerveza,Leche,Pan,Pañales"
TRX-001645,"Cerveza,Huevos,Pañales,Queso"
TRX-001646,"Cafe,Cerveza,Leche,Pan"
TRX-001647,"Cafe,Leche,Pan"
TRX-001648,"Huevos,Leche,Pasta"
TRX-001649,"Cafe,Leche,Pan"
TRX-001650,"Huevos,Pan"
TRX-001651,"Pan,Queso"
TRX-001652,"Cerveza,Pañales"
TRX-001653,"Cafe,Leche,Pan"
TRX-001654,"Cerveza,Pañales"
TRX-001655,"Cerveza,Pan,Pañales,Vino"
TRX-001656,Huevos
TRX-001657,"Arroz,Chocolate,Pan,Pañales,Vino"
TRX-001658,"Arroz,Cafe,Cerveza,Huevos,Pasta"
TRX-001659,"Cerveza,Huevos,Leche,Manzanas,Pan"
TRX-001660,"Cafe,Cerveza,Pañales"
TRX-001661,Huevos
TRX-001662,"Cerveza,Chocolate"
TRX-001663,"Arroz,Cerveza,Manzanas,Pañales"
TRX-001664,"Cafe,Cerveza,Leche,Pan"
TRX-001665,"Arroz,Huevos,Manzanas"
TRX-001666,"Cafe,Leche,Pan"
TRX-001667,"Cafe,Huevos,Queso"
TRX-001668,"Cafe,Cerveza,Leche,Pan,Vino"
TRX-001669,"Cerveza,Huevos,Pan,Pañales,Vino"
TRX-001670,"Cafe,Cerveza,Huevos,Manzanas,Queso"
TRX-001671,"Arroz,Huevos,Pan,Pañales"
TRX-001672,"Arroz,Cafe,Chocolate,Pañales"
TRX-001673,Pañales
TRX-001674,"Arroz,Chocolate,Pan,Queso"
TRX-001675,Queso
TRX-001676,"Cafe,Leche,Pan"
TRX-001677,"Cerveza,Pañales"
TRX-001678,"Chocolate,Queso"
TRX-001679,"Arroz,Cerveza,Huevos,Leche,Pañales"
TRX-001680,"Arroz,Leche,Pasta,Queso"
TRX-001681,Cafe
TRX-001682,"Cerveza,Pañales"
TRX-001683,"Cafe,Cerveza,Manzanas,Pañales"
TRX-001684,"Cafe,Cerveza,Leche,Manzanas,Pan"
TRX-001685,"Cafe,Chocolate,Pañales,Vino"
TRX-001686,"Cerveza,Huevos,Leche,Manzanas,Pañales"
TRX-001687,"Cerveza,Pañales,Vino"
TRX-001688,"Arroz,Cerveza,Chocolate,Huevos,Pan"
TRX-001689,"Arroz,Cerveza,Pañales"
TRX-001690,"Pan,Queso"
TRX-001691,"Cerveza,Pañales"
TRX-001692,"Cafe,Manzanas"
TRX-001693,"Leche,Pan,Pasta,Queso"
TRX-001694,"Cafe,Leche,Pan"
TRX-001695,"Cafe,Leche,Pan"
TRX-001696,"Cafe,Chocolate,Pan,Pañales"
TRX-001697,Cafe
TRX-001698,"Cafe,Leche,Pan,Pañales,Queso"
TRX-001699,"Cerveza,Pañales,Queso"
TRX-001700,"Cafe,Leche,Manzanas,Pasta,Vino"
TRX-001701,"Arroz,Cafe,Cerveza,Pasta,Pañales"
TRX-001702,"Cafe,Leche,Pan"
TRX-001703,"Cerveza,Pañales"
TRX-001704,"Cafe,Leche,Pan"
TRX-001705,"Cafe,Leche,Pan"
TRX-001706,"Cafe,Leche,Pan"
TRX-001707,"Cafe,Chocolate,Huevos,Pañales,Vino"
TRX-001708,"Cafe,Huevos"
TRX-001709,"Cerveza,Pañales"
TRX-001710,"Cafe,Leche,Pan"
TRX-001711,"Cafe,Leche,Pan,Queso"
TRX-001712,"Cafe,Huevos,Pasta,Queso,Vino"
TRX-001713,Vino
TRX-001714,"Arroz,Cerveza,Chocolate,Huevos,Manzanas"
TRX-001715,"Cafe,Chocolate,Leche,Pan"
TRX-001716,"Cerveza,Leche,Manzanas,Pasta,Queso"
TRX-001717,"Cerveza,Pasta,Pañales"
TRX-001718,"Cafe,Huevos,Leche,Pan"
TRX-001719,"Cafe,Leche,Pan"
TRX-001720,"Cafe,Leche,Pan,Pasta"
TRX-001721,"Arroz,Cerveza,Manzanas,Vino"
TRX-001722,"Cafe,Leche,Pan"
TRX-001723,"Chocolate,Huevos,Manzanas,Pasta"
TRX-001724,"Cafe,Leche,Pan,Queso"
TRX-001725,Leche
TRX-001726,"Cerveza,Manzanas,Pasta,Pañales"
TRX-001727,"Cafe,Leche,Pan"
TRX-001728,"Cafe,Leche,Manzanas,Pan"
TRX-001729,"Cafe,Cerveza,Huevos,Pasta,Pañales"
TRX-001730,"Arroz,Chocolate,Pan,Pasta,Pañales"
TRX-001731,"Cerveza,Pañales"
TRX-001732,"Cafe,Leche,Pan"
TRX-001733,"Cerveza,Pañales"
TRX-001734,"Pan,Vino"
TRX-001735,"Cafe,Leche,Pan"
TRX-001736,"Arroz,Cerveza,Pañales"
TRX-001737,"Cerveza,Chocolate,Manzanas,Pañales"
TRX-001738,"Cafe,Vino"
TRX-001739,"Cafe,Leche,Pan"
TRX-001740,"Cerveza,Pañales"
TRX-001741,"Cafe,Leche,Pan"
TRX-001742,"Cafe,Leche,Pan"
TRX-001743,"Cerveza,Pañales"
TRX-001744,"Cerveza,Pañales,Vino"
TRX-001745,"Cerveza,Pañales"
TRX-001746,"Cafe,Leche,Pan"
TRX-001747,"Cerveza,Pañales"
TRX-001748,"Cerveza,Chocolate,Pañales,Queso"
TRX-001749,"Arroz,Cerveza,Manzanas,Queso"
TRX-001750,"Cafe,Leche,Pan"
TRX-001751,"Cerveza,Pañales"
TRX-001752,"Cerveza,Pasta"
