id_cliente,edad,ingreso_mensual,escolaridad,canal_contacto,score_credito,tasa_interes,monto_prestamo
CLI-000699,49.0,4346800.28,Secundaria,App Movil,698.0,3.2,22550705.35
CLI-000700,36.0,,Secundaria,App Movil,526.1,1.81,
CLI-000701,32.0,5169455.83,Secundaria,App Movil,613.7,3.49,17131524.38
CLI-000702,51.0,3423607.99,Secundaria,App Movil,600.2,1.43,20089443.51
CLI-000703,30.0,1242119.35,Primaria,App Movil,714.8,2.14,5281950.76
CLI-000704,21.0,4419200.1,Primaria,Sucursal,526.1,3.41,17201749.93
CLI-000705,19.0,519153.0,Pregrado,App Movil,658.5,2.22,2824084.78
CLI-000706,45.0,3228773.37,Pregrado,Web,462.8,1.36,9058941.84
CLI-000707,23.0,2413902.75,Pregrado,Call Center,680.4,3.95,9557358.05
CLI-000708,59.0,1309568.73,Pregrado,Call Center,660.0,2.22,4995942.78
CLI-000709,13.0,3890685.49,Primaria,App Movil,609.1,1.41,14490779.73
CLI-000710,58.0,8612235.29,Posgrado,Web,764.3,1.45,30805301.22
CLI-000711,41.0,28630252.41,Primaria,APP,440.1,2.03,92626377.66
CLI-000712,,3930731.45,Pregrado,Call Center,648.5,1.79,12205659.38
CLI-000713,31.0,2178538.6,Primaria,Web,745.8,3.76,10329369.56
CLI-000714,43.0,1071669.95,Posgrado,Web,660.3,2.26,6127682.26
CLI-000715,38.0,1248191.99,Pregrado,App Movil,759.3,3.86,5343485.89
CLI-000716,51.0,2742091.37,Primaria,Sucursal,614.0,1.77,9714985.49
CLI-000717,-3.0,1922439.37,Pregrado,Web,636.6,2.83,5877013.83
CLI-000718,40.0,10295265.08,Primaria,App Movil,748.7,3.47,55651073.69
CLI-000719,34.0,1929200.73,Pregrado,App Movil,721.6,3.35,11382712.97
CLI-000720,37.0,1963575.88,Pregrado,Call Center,841.9,3.18,7308515.64
CLI-000721,150.0,2031762.34,Secundaria,App Movil,658.2,4.25,7148403.26
CLI-000722,17.0,7609046.72,Secundaria,App Movil,666.0,1.95,35041374.73
CLI-000723,22.0,4418723.44,Primaria,APP,613.1,2.83,23037683.8
CLI-000724,47.0,3999892.85,Pregrado,Web,633.7,4.12,16375200.59
CLI-000725,40.0,1708057.6,Secundaria,Web,736.2,1.46,8036848.31
CLI-000726,36.0,7153533.36,Pregrado,Sucursal,650.0,1.38,35824335.22
CLI-000727,38.0,164300.36,,Web,585.4,1.97,963140.71
CLI-000728,42.0,8594761.57,Secundaria,Call Center,619.9,3.29,26451501.7
CLI-000729,32.0,3019706.49,,Web,642.8,2.06,18090574.59
CLI-000730,29.0,2133237.09,Pregrado,Web,590.6,1.83,8261063.65
CLI-000731,40.0,2887490.47,Secundaria,web,613.4,2.71,14527543.5
CLI-000732,26.0,4623617.91,Secundaria,App Movil,570.0,3.22,20822233.57
CLI-000733,43.0,53959.94,Pregrado,Sucursal,616.2,2.02,226811.98
CLI-000734,18.0,8619366.03,Secundaria,Web,743.3,2.19,42607799.99
CLI-000735,50.0,2486090.74,Primaria,Web,653.9,3.22,9658806.79
CLI-000736,44.0,1764085.27,Secundaria,Call Center,846.9,4.32,5188853.84
CLI-000737,41.0,624896.7,Pregrado,App Movil,588.9,3.43,2631519.27
CLI-000738,50.0,2431229.9,Pregrado,App Movil,688.8,3.78,10519215.9
CLI-000739,58.0,2880442.47,Pregrado,Web,667.8,2.41,9236592.56
CLI-000740,50.0,2171072.37,Secundaria,App Movil,702.0,2.1,12537221.59
CLI-000741,-3.0,4768074.44,Pregrado,Sucursal,601.5,2.7,15716358.96
CLI-000742,23.0,2294351.26,,Call Center,620.5,3.86,9022069.61
CLI-000743,31.0,13670825.66,Primaria,Sucursal,682.6,2.71,41590122.73
CLI-000744,38.0,3840841.85,Primaria,Sucursal,609.6,3.99,16804790.26
CLI-000745,44.0,6919686.95,Posgrado,App Movil,508.1,4.46,24749863.17
CLI-000746,29.0,486403.57,Pregrado,App Movil,754.8,1.44,2048952.58
CLI-000747,40.0,,Pregrado,Sucursal,721.0,1.35,
CLI-000748,29.0,1725152.54,Posgrado,Web,616.6,1.69,4637577.39
CLI-000749,31.0,3539621.59,Pregrado,Web,667.5,2.47,18502640.15
CLI-000750,21.0,8291213.16,Secundaria,APP,730.5,1.63,39331873.52
CLI-000751,27.0,342623.2,Pregrado,Web,757.5,4.07,1265166.23
CLI-000752,22.0,316441.16,Pregrado,Web,658.3,1.28,843704.85
CLI-000753,26.0,7976809.2,,App Movil,603.2,2.24,44107867.93
CLI-000754,51.0,1005213.56,Secundaria,Sucursal,767.1,1.81,3110414.74
CLI-000755,27.0,4640545.25,Pregrado,App Movil,657.6,4.27,26718392.96
CLI-000756,70.0,3287782.07,Pregrado,App Movil,638.2,3.41,13726765.74
CLI-000757,44.0,7514322.96,Secundaria,APP,671.1,4.21,27738022.24
CLI-000758,40.0,561258.64,Secundaria,Sucursal,742.4,4.41,2860262.8
CLI-000759,28.0,583853.06,Posgrado,Call Center,646.9,2.84,3251441.45
CLI-000760,46.0,3417857.4,Secundaria,Web,728.9,1.97,12979304.84
CLI-000761,31.0,12288393.73,Pregrado,Web,633.3,1.84,48240585.76
CLI-000762,39.0,2251786.32,Posgrado,App Movil,698.7,1.94,9043294.93
CLI-000763,69.0,1662880.47,Secundaria,Web,574.2,3.54,9525196.7
CLI-000764,,3919252.9,,Web,735.6,1.33,19298299.26
CLI-000765,52.0,11195894.8,Pregrado,Web,595.9,1.37,37693906.56
CLI-000766,30.0,7616962.22,Secundaria,App Movil,686.7,3.21,23974380.52
CLI-000767,38.0,22680178.24,Secundaria,Sucursal,531.1,3.32,74987174.44
CLI-000768,59.0,95874.04,,Sucursal,652.0,3.4,328126.37
CLI-000769,30.0,502951.61,Secundaria,Web,665.0,2.43,1662578.08
CLI-000770,60.0,3949028.0,Secundaria,App Movil,595.5,3.86,18974181.39
CLI-000771,46.0,7215625.23,Secundaria,Web,641.2,2.96,20966927.75
CLI-000772,31.0,1410421.04,Secundaria,App Movil,671.0,1.55,5438237.57
CLI-000773,46.0,1148277.24,Secundaria,App Movil,695.1,3.83,5382764.87
CLI-000774,,6494667.91,,App Movil,658.0,4.35,22848306.06
CLI-000775,45.0,243741.54,Posgrado,Call Center,756.6,1.4,665039.13
CLI-000776,19.0,1936435.26,Secundaria,Call Center,742.7,2.49,5395651.7
CLI-000777,29.0,2960301.32,Secundaria,Sucursal,647.6,2.81,8705901.95
CLI-000778,35.0,3451447.89,Pregrado,Call Center,543.6,1.68,18725659.98
CLI-000779,37.0,,Primaria,Sucursal,611.0,4.06,
CLI-000780,45.0,1840716.37,Pregrado,Call Center,471.7,2.14,5017477.03
CLI-000781,40.0,3983764.14,Posgrado,App Movil,635.3,3.78,15412151.97
CLI-000782,22.0,3697603.57,Posgrado,App Movil,762.1,3.41,12849350.28
CLI-000783,43.0,3331541.32,Secundaria,Sucursal,713.3,3.17,15069029.11
CLI-000784,45.0,4296577.45,Secundaria,Web,656.7,1.83,18603410.51
CLI-000785,45.0,1261516.23,Primaria,Sucursal,591.8,1.93,5278100.75
CLI-000786,51.0,371479.13,Secundaria,web,659.8,1.36,1337619.56
CLI-000787,48.0,533425.49,Secundaria,Sucursal,820.5,1.99,1590834.41
CLI-000788,44.0,1068284.84,Posgrado,Web,769.0,2.34,5446455.12
CLI-000789,37.0,,Posgrado,App Movil,638.0,3.95,
CLI-000790,18.0,7708480.46,,Call Center,531.4,2.41,44744092.07
CLI-000791,43.0,5074831.71,Posgrado,APP,826.6,3.69,13728264.21
CLI-000792,40.0,,Primaria,App Movil,591.7,2.65,
CLI-000793,41.0,1815597.01,Pregrado,Call Center,692.4,3.79,9155623.81
CLI-000794,23.0,2178170.8,Primaria,Call Center,525.3,4.42,12665809.77
CLI-000795,25.0,2101472.06,Secundaria,Web,624.2,1.99,7113905.49
CLI-000796,51.0,894752.39,Pregrado,Call Center,525.0,4.05,4561113.61
CLI-000797,38.0,265316.35,Pregrado,App Movil,557.0,3.25,714017.24
CLI-000798,46.0,3754106.97,Pregrado,App Movil,576.0,3.9,17679441.29
CLI-000799,38.0,19024971.42,Primaria,App Movil,688.2,3.35,70924472.94
CLI-000800,38.0,766572.33,Primaria,Sucursal,642.3,2.6,3979417.28
CLI-000801,49.0,200800.76,Primaria,Sucursal,850.0,1.95,1108734.45
CLI-000802,32.0,6350405.36,Primaria,App Movil,740.7,1.43,23984678.66
CLI-000803,39.0,1222771.37,Secundaria,Call Center,742.4,2.97,5306279.12
CLI-000804,32.0,7433427.84,Pregrado,Call Center,690.3,4.47,21638070.79
CLI-000805,33.0,5112163.92,Pregrado,Sucursal,672.1,3.64,20239948.41
CLI-000806,34.0,12233524.06,Secundaria,App Movil,745.1,2.28,46032321.17
CLI-000807,41.0,2208427.82,Pregrado,Web,459.5,3.93,6936521.85
CLI-000808,32.0,4555404.65,Secundaria,App Movil,600.2,3.74,25650003.93
CLI-000809,53.0,,,Call Center,541.2,2.13,
CLI-000810,27.0,4182547.38,Secundaria,Web,499.3,1.25,19762903.39
CLI-000811,36.0,2507853.62,Pregrado,,588.5,1.59,14082850.13
CLI-000812,,877942.26,Posgrado,Call Center,558.2,4.1,4997150.8
CLI-000813,55.0,95000000.0,Posgrado,Sucursal,745.5,3.96,501252200.2
CLI-000814,40.0,3158462.05,Primaria,Sucursal,657.3,2.17,9843327.93
CLI-000815,50.0,6988440.55,Pregrado,App Movil,489.2,2.14,37465099.2
CLI-000816,20.0,5585967.72,Primaria,Sucursal,675.1,3.82,19372006.7
CLI-000817,41.0,4578101.41,Primaria,App Movil,569.0,4.29,26225164.51
CLI-000818,49.0,505456.57,Primaria,Call Center,655.0,3.77,2518085.25
CLI-000819,39.0,5355710.39,Posgrado,Sucursal,681.5,3.2,28109105.7
CLI-000820,51.0,2913782.25,Posgrado,Sucursal,590.0,2.0,8151636.81
CLI-000821,32.0,9430073.71,Secundaria,Sucursal,667.4,2.93,42809497.19
CLI-000822,55.0,10601289.81,Pregrado,Web,682.2,1.97,56971304.34
CLI-000823,66.0,,,Web,636.9,3.87,
CLI-000824,34.0,7217149.88,Secundaria,Call Center,592.4,2.48,18766112.27
CLI-000825,33.0,161390.52,Secundaria,Web,650.3,3.95,933976.19
CLI-000826,55.0,1921722.03,Secundaria,App Movil,638.8,2.46,5095802.57
CLI-000827,57.0,3282473.37,Pregrado,App Movil,675.3,3.92,15266177.63
CLI-000828,32.0,673205.68,Secundaria,Web,628.9,2.3,3316787.68
CLI-000829,33.0,5760960.49,Pregrado,Web,554.6,2.65,16566843.16
CLI-000830,35.0,35237.16,Secundaria,Call Center,636.5,3.23,94014.21
CLI-000831,22.0,775501.05,Secundaria,Sucursal,676.1,1.43,4069203.32
CLI-000832,27.0,3651478.25,Secundaria,App Movil,664.8,4.33,14044853.09
CLI-000833,26.0,5263101.9,Primaria,APP,641.1,3.09,15130859.04
CLI-000834,29.0,10435420.47,Secundaria,Web,611.1,2.88,53944208.88
CLI-000835,38.0,,Primaria,Web,606.9,3.97,
CLI-000836,41.0,4679089.55,Pregrado,Sucursal,615.2,4.06,21317237.93
CLI-000837,57.0,,Secundaria,Sucursal,736.1,2.92,
CLI-000838,26.0,5398.05,Pregrado,App Movil,574.2,4.26,13782.73
CLI-000839,50.0,537660.33,,APP,657.3,1.41,2662928.75
CLI-000840,35.0,3211993.53,Pregrado,web,549.4,1.57,14214641.59
CLI-000841,37.0,4722185.27,,Web,711.2,3.17,22561609.54
CLI-000842,46.0,2269416.72,Pregrado,Web,607.1,2.37,12132633.9
CLI-000843,25.0,5509775.65,Secundaria,Call Center,584.0,2.73,22148180.84
CLI-000844,43.0,3098997.31,Posgrado,App Movil,667.2,2.28,9098049.14
CLI-000845,,323699.62,Posgrado,Web,453.1,2.54,1874201.86
CLI-000846,44.0,895496.0,Posgrado,Sucursal,546.0,3.91,3947720.19
CLI-000847,41.0,7696795.51,Pregrado,App Movil,678.9,3.16,35817264.32
CLI-000848,67.0,5420801.18,Pregrado,App Movil,731.2,4.49,31261435.18
CLI-000849,30.0,,Primaria,Web,686.1,3.8,
CLI-000850,32.0,525257.73,Pregrado,Sucursal,661.2,2.1,2364884.23
CLI-000851,31.0,19436234.96,Primaria,App Movil,842.8,2.07,68836146.92
CLI-000852,31.0,986880.81,Secundaria,Web,689.3,2.31,5911315.11
CLI-000853,30.0,49769.2,Pregrado,App Movil,566.4,3.98,243016.03
CLI-000854,52.0,25036643.93,Secundaria,App Movil,732.0,1.29,98382202.59
CLI-000855,55.0,1385986.09,Primaria,web,598.7,1.96,6180706.3
CLI-000856,31.0,4631251.4,Pregrado,web,593.3,4.19,18318540.6
CLI-000857,,816535.2,Posgrado,Web,539.5,3.31,4580001.49
CLI-000858,44.0,3645788.33,Pregrado,Sucursal,617.1,1.95,15271287.89
CLI-000859,31.0,9843840.7,Pregrado,Sucursal,551.6,1.92,52982989.26
CLI-000860,46.0,1620901.54,,Call Center,694.6,4.05,8818704.54
CLI-000861,40.0,4659616.69,Primaria,App Movil,640.0,4.15,25092796.24
CLI-000862,20.0,874172.09,Pregrado,Web,541.1,2.05,4395040.18
CLI-000863,57.0,4117191.95,Primaria,Sucursal,643.5,2.59,22611914.66
CLI-000864,60.0,1722636.72,Secundaria,Web,729.5,3.95,6641287.43
CLI-000865,31.0,996462.37,Pregrado,Web,779.8,3.74,2891057.42
CLI-000866,33.0,1577881.27,Pregrado,Sucursal,506.8,3.89,8597227.66
CLI-000867,41.0,827562.14,Primaria,,587.7,2.91,3511833.97
CLI-000868,42.0,9752114.92,Secundaria,Web,546.9,4.21,28727937.28
CLI-000869,46.0,2125821.84,Pregrado,Sucursal,678.3,2.28,6172523.17
CLI-000870,62.0,1181911.66,Pregrado,App Movil,537.3,1.72,3613515.7
CLI-000871,36.0,2498774.66,Pregrado,Call Center,734.7,3.54,12814731.98
CLI-000872,28.0,1623095.34,Secundaria,App Movil,746.3,2.98,8095996.89
CLI-000873,21.0,5729710.93,Pregrado,Web,715.4,4.02,18411654.74
CLI-000874,29.0,14901900.37,Secundaria,Web,592.6,1.47,81427440.32
CLI-000875,38.0,2420515.94,Secundaria,App Movil,597.7,3.98,8434364.73
CLI-000876,60.0,8288790.98,Pregrado,Web,613.5,2.17,43727098.58
CLI-000877,32.0,3504460.24,Pregrado,Web,738.4,3.36,14756653.64
CLI-000878,41.0,718485.24,Primaria,Sucursal,514.2,1.33,3635837.36
CLI-000879,38.0,4927414.16,Primaria,App Movil,680.9,3.21,18895927.8
CLI-000880,52.0,,Pregrado,Sucursal,575.3,3.57,
CLI-000881,68.0,4416537.52,Secundaria,Web,616.4,2.42,24046980.63
CLI-000882,150.0,9258636.41,Secundaria,Sucursal,708.9,1.91,24290568.61
CLI-000883,32.0,2438498.23,Secundaria,App Movil,528.8,2.97,14415375.7
CLI-000884,51.0,95000000.0,Secundaria,Web,627.8,3.95,453019703.12
CLI-000885,46.0,5833690.82,Primaria,App Movil,639.7,2.27,23414637.35
CLI-000886,60.0,2816573.96,Posgrado,Web,647.0,2.03,13232802.03
CLI-000887,45.0,,Pregrado,Call Center,641.7,2.12,
CLI-000888,34.0,1654396.36,Pregrado,Sucursal,694.5,4.33,7112553.69
CLI-000889,150.0,17263299.09,Pregrado,App Movil,613.8,2.39,102679243.01
CLI-000890,51.0,4622805.13,Pregrado,Web,679.2,1.21,15363629.5
CLI-000891,48.0,188316.17,Posgrado,Web,676.4,3.78,946848.68
CLI-000892,44.0,1660882.87,Pregrado,App Movil,672.9,3.51,6680734.95
CLI-000893,51.0,4100646.82,Secundaria,Sucursal,692.2,1.62,19615868.56
CLI-000894,52.0,243525.34,Pregrado,Web,672.6,4.45,783446.66
CLI-000895,55.0,101530.98,Secundaria,Web,642.8,3.21,421011.15
CLI-000896,46.0,2511100.51,Pregrado,App Movil,548.5,2.85,14891640.87
CLI-000897,36.0,1698903.54,Pregrado,App Movil,758.6,2.46,5408467.96
CLI-000898,40.0,2422496.59,Posgrado,Web,785.6,4.17,11452492.16
CLI-000899,52.0,1279955.63,Pregrado,App Movil,621.2,2.01,5778477.6
CLI-000900,28.0,755939.45,Secundaria,App Movil,686.5,2.14,3384855.37
CLI-000901,42.0,4907378.4,Primaria,App Movil,606.2,1.6,22833695.61
CLI-000902,33.0,3035434.43,Secundaria,App Movil,592.4,3.71,12924372.61
CLI-000903,38.0,938012.6,Primaria,Sucursal,654.4,3.17,2400615.9
CLI-000904,53.0,1617247.29,Secundaria,Web,850.0,3.21,9137995.18
CLI-000905,40.0,3763273.08,Secundaria,Web,777.6,1.92,20300697.76
CLI-000906,39.0,314877.02,Secundaria,App Movil,765.6,3.35,979137.45
CLI-000907,22.0,670013.19,,App Movil,691.5,3.73,2644177.65
CLI-000908,,319480.11,Secundaria,App Movil,576.6,2.38,1660313.03
CLI-000909,46.0,7026611.27,Secundaria,Call Center,732.9,3.84,41669337.36
CLI-000910,64.0,5863107.72,Primaria,Call Center,422.6,2.35,34175935.66
CLI-000911,34.0,5878465.64,Pregrado,Web,681.3,3.7,33200146.64
CLI-000912,41.0,5291694.55,Secundaria,Call Center,737.8,1.31,16162468.39
CLI-000913,41.0,4648568.42,Pregrado,App Movil,662.1,3.02,26499921.4
CLI-000914,57.0,,Secundaria,Web,782.7,4.4,
CLI-000915,37.0,4317598.27,Pregrado,,535.9,4.44,16490309.67
CLI-000916,41.0,164290.29,Pregrado,Call Center,778.1,2.13,637582.54
CLI-000917,45.0,4080069.9,Primaria,,637.4,2.66,16767786.67
CLI-000918,40.0,,Secundaria,Web,766.1,1.41,
CLI-000919,33.0,2914229.46,Secundaria,Web,731.6,4.08,9946045.58
CLI-000920,40.0,1858118.67,Pregrado,App Movil,771.1,3.08,4794539.84
CLI-000921,51.0,1364733.13,Secundaria,Sucursal,728.0,2.47,4086424.96
CLI-000922,26.0,4323753.71,Pregrado,Web,705.4,1.57,17469719.03
CLI-000923,40.0,4957092.75,Pregrado,Call Center,,4.32,17285427.0
CLI-000924,30.0,8600305.32,Pregrado,App Movil,654.4,2.95,44513528.76
CLI-000925,52.0,1760044.44,Secundaria,App Movil,698.2,2.13,5057338.53
CLI-000926,20.0,6168483.27,Primaria,Sucursal,649.7,2.36,35228999.31
CLI-000927,31.0,3461080.26,Pregrado,Sucursal,595.1,2.09,19498497.95
CLI-000928,43.0,9005576.18,Posgrado,Web,692.2,3.19,51157516.05
CLI-000929,57.0,3151588.85,,,665.7,4.27,16037285.31
CLI-000930,37.0,3061982.57,Posgrado,App Movil,750.6,4.03,8801668.59
CLI-000931,31.0,3622326.67,Pregrado,Web,634.6,2.72,14610587.61
CLI-000932,61.0,5810950.0,Pregrado,Call Center,589.1,3.93,17199940.16
CLI-000933,21.0,14043131.05,Pregrado,,749.4,2.6,83654189.83
CLI-000934,12.0,320920.39,Secundaria,Call Center,655.1,2.03,1176376.85
CLI-000935,43.0,230643.91,Pregrado,Call Center,586.7,4.45,1049120.01
CLI-000936,32.0,11648256.67,Secundaria,Sucursal,761.1,2.2,60895637.87
CLI-000937,26.0,,Secundaria,web,724.1,2.27,
CLI-000938,47.0,4007892.28,Pregrado,Web,797.9,4.47,20618269.34
CLI-000939,41.0,2766112.17,Secundaria,Sucursal,622.7,1.64,13445416.31
CLI-000940,31.0,413019.42,Secundaria,Sucursal,611.5,3.71,1706156.89
CLI-000941,23.0,6137893.58,Secundaria,Web,563.1,4.29,28350319.53
CLI-000942,48.0,,Posgrado,App Movil,604.6,2.89,
CLI-000943,46.0,1568848.32,Pregrado,App Movil,619.1,1.21,8775712.18
CLI-000944,37.0,1535638.07,Pregrado,Sucursal,704.6,2.44,6761753.15
CLI-000945,,7640557.23,Secundaria,Web,575.7,1.57,20174682.6
CLI-000946,25.0,315456.1,Secundaria,Call Center,596.9,2.57,1804300.83
CLI-000947,20.0,8943966.26,Primaria,Web,785.7,3.81,37676966.86
CLI-000948,30.0,1245736.83,Secundaria,App Movil,415.5,2.65,6901459.27
CLI-000949,37.0,3775399.4,Pregrado,Call Center,688.4,2.63,20761328.44
CLI-000950,41.0,11544881.24,Secundaria,App Movil,546.8,3.04,61824346.29
CLI-000951,35.0,4761053.83,Secundaria,App Movil,585.6,3.12,12925835.36
CLI-000952,42.0,2247710.75,Primaria,Web,763.9,4.03,7562947.12
CLI-000953,23.0,4912662.54,Secundaria,Sucursal,655.7,2.22,27336105.67
CLI-000954,,1770566.48,Primaria,,850.0,3.91,9997448.2
CLI-000955,37.0,1363754.88,Pregrado,web,700.1,3.07,5595814.96
CLI-000956,51.0,23976868.92,Pregrado,Sucursal,583.6,2.19,96870030.36
CLI-000957,42.0,5835733.23,Pregrado,Web,694.6,2.17,18166592.13
CLI-000958,43.0,4346365.82,Pregrado,Web,740.4,2.39,25597650.98
CLI-000959,45.0,1843607.31,Secundaria,Web,691.8,3.25,5984321.05
CLI-000960,43.0,211723.46,Pregrado,App Movil,632.8,1.96,670798.94
CLI-000961,46.0,132507.33,Pregrado,Web,514.7,4.24,637698.34
CLI-000962,,3392939.81,Primaria,Web,624.2,3.1,11366195.89
CLI-000963,40.0,6029612.81,Pregrado,Sucursal,783.4,4.24,34885534.69
CLI-000964,47.0,3237559.69,Posgrado,App Movil,586.3,1.35,8217491.39
CLI-000965,37.0,7717501.01,Secundaria,Sucursal,617.1,2.33,19449155.35
CLI-000966,55.0,142791.47,Pregrado,APP,729.5,1.28,609301.03
CLI-000967,30.0,1918951.73,Pregrado,Sucursal,699.6,2.1,8075368.38
CLI-000968,60.0,1136475.93,Pregrado,Sucursal,545.2,4.04,3490997.3
CLI-000969,38.0,2490142.25,Pregrado,Sucursal,641.3,1.32,10535339.83
CLI-000970,21.0,315542.74,Secundaria,App Movil,762.6,2.64,1243495.21
CLI-000971,40.0,12944314.99,Secundaria,Web,652.1,1.59,72697257.85
CLI-000972,30.0,95000000.0,Pregrado,Web,764.5,2.58,240576928.47
CLI-000973,48.0,10731000.41,Pregrado,Web,769.0,3.97,63494731.9
CLI-000974,30.0,2330746.99,Posgrado,Sucursal,575.8,3.26,10920422.92
CLI-000975,33.0,17788143.99,Secundaria,web,626.4,3.63,53923905.74
CLI-000976,15.0,3391782.41,Secundaria,APP,702.6,2.35,9034555.3
CLI-000977,33.0,11219163.67,Secundaria,Web,527.0,4.32,49177743.27
CLI-000978,9.0,22526.05,Primaria,,632.2,3.54,74834.14
CLI-000979,19.0,5792951.99,Secundaria,App Movil,693.7,2.59,20588611.21
CLI-000980,47.0,,Secundaria,Call Center,600.2,2.61,
CLI-000981,47.0,632091.69,Secundaria,Web,697.0,4.23,3018619.03
CLI-000982,43.0,424473.61,Secundaria,Web,602.0,3.1,1883538.55
CLI-000983,26.0,2321097.33,Secundaria,App Movil,601.1,3.53,6436195.12
CLI-000984,37.0,11395638.55,,Call Center,709.5,2.58,49489467.58
CLI-000985,38.0,3283267.97,Pregrado,Web,759.4,1.94,17300077.98
CLI-000986,24.0,3148426.66,Primaria,Web,593.1,3.59,8765789.9
CLI-000987,56.0,638959.39,Posgrado,web,553.1,3.21,3587173.23
CLI-000988,49.0,3317.26,Pregrado,web,647.0,2.85,15007.53
CLI-000989,35.0,6978168.95,Posgrado,Web,687.4,3.26,40663085.92
CLI-000990,38.0,384925.42,Secundaria,Sucursal,592.3,1.89,1161895.17
CLI-000991,41.0,4219789.13,Secundaria,App Movil,,3.82,25223694.57
CLI-000992,13.0,10334527.86,Posgrado,App Movil,638.3,4.33,49140215.24
CLI-000993,35.0,982872.86,Secundaria,App Movil,591.7,4.14,4409393.41
CLI-000994,30.0,4596645.97,Posgrado,App Movil,804.5,2.26,19781567.95
CLI-000995,26.0,344265.68,Pregrado,App Movil,751.3,2.54,889166.06
CLI-000996,35.0,3888036.33,,App Movil,591.8,3.87,22506820.42
CLI-000997,60.0,,Secundaria,App Movil,735.4,3.16,
CLI-000998,46.0,5592847.19,Secundaria,Sucursal,597.5,3.01,15775703.22
CLI-000999,31.0,1505429.04,Secundaria,Sucursal,711.4,4.26,3873969.62
CLI-001000,45.0,2614439.46,,App Movil,792.2,2.97,7000796.28
CLI-001001,55.0,3842446.02,Secundaria,Web,553.3,2.9,17801611.19
CLI-001002,49.0,789032.94,Pregrado,Sucursal,607.0,1.34,3668256.71
CLI-001003,,5684250.07,Secundaria,Sucursal,608.7,1.43,24151443.61
CLI-001004,30.0,1513906.76,Secundaria,Sucursal,671.2,1.22,5410218.87
CLI-001005,46.0,4560402.7,Secundaria,App Movil,687.9,4.21,19888370.21
CLI-001006,,723708.24,Pregrado,Web,642.9,2.55,3117052.19
CLI-001007,49.0,4893542.96,Pregrado,Sucursal,515.5,2.75,12566395.47
CLI-001008,46.0,576162.54,Primaria,App Movil,551.5,3.99,2010025.01
CLI-001009,51.0,2326822.78,Posgrado,web,579.3,3.21,6250191.97
CLI-001010,32.0,1192647.79,Pregrado,Sucursal,694.8,3.21,6739105.99
CLI-001011,54.0,5795228.82,Pregrado,Web,538.4,2.18,29197991.66
CLI-001012,40.0,1276207.33,Pregrado,App Movil,576.9,3.95,7639891.51
CLI-001013,63.0,8965646.81,Secundaria,Call Center,559.3,1.75,31896179.91
CLI-001014,30.0,9340635.05,Secundaria,App Movil,677.3,1.38,52071242.58
CLI-001015,59.0,918561.25,Pregrado,App Movil,740.5,1.83,4235201.11
CLI-001016,40.0,3996379.31,Secundaria,Sucursal,662.3,2.08,16328961.78
CLI-001017,30.0,385584.08,Secundaria,Sucursal,809.5,2.13,1264332.47
CLI-001018,32.0,2086641.22,Primaria,Web,662.3,3.41,10609261.4
CLI-001019,34.0,5247457.74,Pregrado,App Movil,642.5,1.92,29724185.65
CLI-001020,43.0,,Secundaria,web,587.3,3.43,
CLI-001021,44.0,4116131.7,Pregrado,APP,666.2,1.5,12817083.26
CLI-001022,31.0,1394565.0,Primaria,Sucursal,583.9,1.69,6884656.0
CLI-001023,38.0,1994392.25,,,571.7,2.88,11805617.59
CLI-001024,64.0,456285.39,Secundaria,App Movil,569.4,4.24,2338390.92
CLI-001025,59.0,5331823.66,Pregrado,App Movil,632.1,4.04,18640229.26
CLI-001026,43.0,,Pregrado,App Movil,610.0,4.4,
CLI-001027,38.0,5181233.19,Pregrado,Web,850.0,3.35,19922420.48
CLI-001028,39.0,1202352.61,Secundaria,App Movil,666.8,3.43,6591696.87
CLI-001029,45.0,1647284.86,Pregrado,App Movil,665.4,3.26,8565548.07
CLI-001030,26.0,1708513.76,Secundaria,Call Center,605.8,3.26,7793238.62
CLI-001031,35.0,109534.08,Secundaria,Sucursal,850.0,1.69,379246.08
CLI-001032,18.0,1751838.45,Pregrado,Sucursal,576.1,2.99,10130811.41
CLI-001033,43.0,6829614.98,Pregrado,App Movil,612.1,2.47,32690657.51
CLI-001034,46.0,9558899.76,Pregrado,Web,729.9,2.66,56365660.84
CLI-001035,32.0,3067109.66,Posgrado,App Movil,666.2,2.93,13895263.1
CLI-001036,57.0,2553139.89,Secundaria,Sucursal,548.2,1.62,13721019.69
CLI-001037,23.0,131500.7,Posgrado,Web,652.2,2.39,702985.49
CLI-001038,20.0,,Primaria,App Movil,704.4,1.41,
CLI-001039,41.0,55001.47,Pregrado,App Movil,691.0,4.43,323082.62
CLI-001040,51.0,12162731.24,Pregrado,Sucursal,702.9,1.59,31340866.71
CLI-001041,58.0,2821597.66,Secundaria,Call Center,824.9,2.05,14645469.3
CLI-001042,32.0,1757493.35,Secundaria,Sucursal,,4.14,10333093.93
CLI-001043,51.0,10835580.92,Pregrado,App Movil,713.7,2.79,39941887.71
CLI-001044,38.0,103712.2,Secundaria,App Movil,456.1,1.65,494539.91
CLI-001045,36.0,,Secundaria,Web,799.2,2.47,
CLI-001046,49.0,3343781.02,Primaria,Web,655.2,1.58,17271550.46
CLI-001047,46.0,1039879.92,Pregrado,Web,580.6,1.86,5752223.4
