id_cliente,edad,ingreso_mensual,ciudad,gasto_anual,cliente_activo
CLI-00931,18.0,8354860.55,Tunja,1081507.05,Si
CLI-00932,66.0,2462682.5,Bogotá,192768.41,No
CLI-00933,57.0,85000000.0,Tunja,610675.81,Si
CLI-00934,49.0,5008047.55,Tunja,2817116.98,No
CLI-00935,51.0,6307011.66,Tunja,8174156.6,Si
CLI-00936,45.0,3563851.93,Medellín,5231328.04,No
CLI-00937,48.0,2067908.77,Tunja,2561179.28,Si
CLI-00938,25.0,5150623.83,Medellín,602358.17,SI
CLI-00939,,5422262.1,Tunja,1392231.51,Si
CLI-00940,43.0,7167982.69,tunja,646642.68,No
CLI-00941,51.0,5485420.67,Cali,1254746.95,Si
CLI-00942,-5.0,5742099.11,BOGOTA,444289.82,No
CLI-00943,71.0,4106782.28,tunja,1118301.4,Si
CLI-00944,20.0,8162256.51,BOGOTA,890196.23,No
CLI-00945,67.0,3902786.98,tunja,29741.87,Si
CLI-00946,,3582116.82,Medellín,1876800.63,No
CLI-00947,18.0,7214272.38,Tunja,14363.01,Si
CLI-00948,71.0,2288644.08,Bogotá,416334.25,Si
CLI-00949,61.0,1728887.42,Tunja,7130.02,Si
CLI-00950,999.0,4679335.39,Medellín,566313.29,Si
CLI-00951,47.0,4497395.22,Bogotá,78292.0,Si
CLI-00952,47.0,4158168.03,tunja,2937285.19,1
CLI-00953,74.0,5990894.64,BOGOTA,644766.35,0
CLI-00954,34.0,3137690.73,Bogotá,738303.39,No
CLI-00955,65.0,4596250.69,Bogotá,516663.04,Si
CLI-00956,64.0,3959841.07,Desconocido,1185041.72,Si
CLI-00957,40.0,,Bogotá,1841241.7,No
CLI-00958,32.0,4407239.87,Cali,1253449.29,Si
CLI-00959,54.0,5778893.7,Tunja,1654978.11,1
CLI-00960,,7680852.18,Medellín,2837016.43,Si
CLI-00961,31.0,5369128.47,Bogotá,2390125.94,
CLI-00962,19.0,733747.5,tunja,1345244.66,Si
CLI-00963,28.0,4442789.87,Medellín,289932.57,No
CLI-00964,68.0,4574704.19,Tunja,1218348.66,Si
CLI-00965,56.0,5904313.51,Tunja,846465.58,TRUE
CLI-00966,55.0,,Bogotá,1515700.02,Si
CLI-00967,51.0,6379633.38,Desconocido,2147222.71,No
CLI-00968,55.0,5087505.92,Cali,1629115.33,SI
CLI-00969,67.0,6838197.1,Bogotá,2249343.95,Si
CLI-00970,51.0,3841881.12,Bogotá,79196.46,Si
CLI-00971,35.0,4716515.2,Bogotá,38556.9,Si
CLI-00972,47.0,5739962.3,Medellín,358897.06,Si
CLI-00973,32.0,3641708.89,Cali,2771121.86,Si
CLI-00974,44.0,3314980.8,Bogotá,2082404.5,Si
CLI-00975,68.0,3555971.85,Medellín,1377592.34,Si
CLI-00976,51.0,3376176.57,Medellín,1447805.88,No
CLI-00977,-5.0,5283842.88,BOGOTA,1556492.57,No
CLI-00978,74.0,1747787.96,BOGOTA,3429309.63,Si
CLI-00979,55.0,2166044.96,Cali,2141915.71,TRUE
CLI-00980,50.0,7294119.74,Medellín,1171855.36,SI
CLI-00981,41.0,3412354.92,Bogotá,1314915.19,No
CLI-00982,32.0,4800022.28,Cali,288561.7,Si
CLI-00983,47.0,2266280.37,Bogotá,1285145.74,Si
CLI-00984,72.0,4641186.4,Bogotá,663392.59,No
CLI-00985,,3421490.0,Bogotá,199211.48,No
CLI-00986,68.0,2155365.75,Cali,1970370.8,Si
CLI-00987,34.0,6505380.66,Tunja,856625.16,No
CLI-00988,22.0,6273848.59,Bogotá,4549096.83,Si
CLI-00989,46.0,4338967.81,Bogotá,397007.07,Si
CLI-00990,21.0,5999128.55,Tunja,786259.17,No
CLI-00991,27.0,7354939.03,Tunja,713038.8,No
CLI-00992,73.0,5631113.9,Cali,154463.5,Si
CLI-00993,34.0,5219519.61,Cali,666392.08,No
CLI-00994,27.0,4798424.54,Bogotá,406860.48,1
CLI-00995,34.0,5474246.05,tunja,209681.97,No
CLI-00996,37.0,3954120.91,Cali,397802.91,No
CLI-00997,41.0,4085046.2,Bogotá,318716.02,Si
CLI-00998,22.0,5176337.06,Medellín,1589442.53,Si
CLI-00999,51.0,,Desconocido,37510.42,Si
CLI-01000,23.0,3951300.49,Bogotá,1153115.09,No
CLI-01001,70.0,4500280.0,Tunja,1715850.9,No
CLI-01002,19.0,6225911.33,BOGOTA,786382.44,Si
CLI-01003,30.0,2801004.37,Medellín,3218244.72,Si
CLI-01004,999.0,5638767.75,Tunja,1476711.58,Si
CLI-01005,60.0,5687694.62,Medellín,1653627.92,Si
CLI-01006,65.0,5678718.01,Bogotá,263181.29,1
CLI-01007,28.0,3289880.43,tunja,1802291.81,No
CLI-01008,68.0,1960977.58,Bogotá,2141226.44,Si
CLI-01009,64.0,5339550.71,Bogotá,537921.35,No
CLI-01010,74.0,4781308.18,Medellín,287986.16,No
CLI-01011,40.0,6006564.95,Bogotá,583458.5,No
CLI-01012,72.0,3449194.76,Tunja,1614680.37,Si
CLI-01013,33.0,5640177.56,Medellín,648797.71,Si
CLI-01014,48.0,,Cali,1601134.14,Si
CLI-01015,28.0,4357035.42,Tunja,144656.35,SI
CLI-01016,71.0,5125394.25,Medellín,1967948.98,No
CLI-01017,33.0,5072949.69,Bogotá,350361.46,No
CLI-01018,25.0,3267795.71,Bogotá,343506.09,Si
CLI-01019,21.0,5296644.9,Bogotá,1071033.28,Si
CLI-01020,57.0,6933747.51,Bogotá,87237.16,Si
CLI-01021,21.0,4533305.9,Cali,31979.64,0
CLI-01022,73.0,2308612.59,Bogotá,362995.38,Si
CLI-01023,42.0,3469160.2,Medellín,926803.93,Si
CLI-01024,20.0,1830855.83,Tunja,2858166.79,0
CLI-01025,49.0,6435391.69,BOGOTA,2248359.0,No
CLI-01026,20.0,5646157.94,Medellín,809064.42,No
CLI-01027,44.0,3747946.09,Medellín,45307.03,Si
CLI-01028,46.0,2372910.12,Bogotá,919513.84,No
CLI-01029,49.0,3250057.56,Bogotá,1464104.74,Si
CLI-01030,-5.0,3542584.55,Tunja,497100.46,No
CLI-01031,68.0,4664111.4,BOGOTA,141275.1,Si
CLI-01032,36.0,4613639.01,Bogotá,391820.51,Si
CLI-01033,38.0,6512147.96,Medellín,1771929.66,No
CLI-01034,22.0,3460867.71,Medellín,519238.0,No
CLI-01035,35.0,2237718.22,Bogotá,2005457.84,No
CLI-01036,45.0,2764532.29,Medellín,461950.78,Si
CLI-01037,59.0,4465462.72,Medellín,214313.47,Si
CLI-01038,39.0,3406982.9,Medellín,686918.64,No
CLI-01039,38.0,4061987.18,Bogotá,722377.26,No
CLI-01040,23.0,3818949.63,Bogotá,19487.24,0
CLI-01041,18.0,5985357.68,Tunja,149377.35,No
CLI-01042,22.0,3619551.47,Cali,245371.67,Si
CLI-01043,58.0,3933986.88,Medellín,144687.19,SI
CLI-01044,29.0,5575925.37,Bogotá,501396.43,Si
CLI-01045,43.0,3652527.13,BOGOTA,4010027.17,Si
CLI-01046,63.0,5134818.56,Tunja,854117.39,Si
CLI-01047,51.0,4997227.89,tunja,1185202.38,Si
CLI-01048,,4712648.79,,528788.23,No
CLI-01049,31.0,2798405.43,tunja,468965.69,No
CLI-01050,43.0,6344661.34,Cali,28102.64,No
CLI-01051,62.0,7831025.69,Bogotá,832577.66,Si
CLI-01052,44.0,4513242.21,Tunja,793069.27,Si
CLI-01053,26.0,2930467.69,Medellín,206129.1,Si
CLI-01054,43.0,4543654.06,Bogotá,1734356.76,No
CLI-01055,74.0,5984790.21,Tunja,814322.56,Si
CLI-01056,64.0,,Cali,496790.78,SI
CLI-01057,74.0,4306651.22,Bogotá,190666.74,Si
CLI-01058,39.0,5010981.2,TUNJA,963985.32,Si
CLI-01059,64.0,6304571.78,Cali,1677151.72,No
CLI-01060,73.0,5663135.6,Cali,397541.77,SI
CLI-01061,47.0,5725301.95,Cali,296300.22,Si
CLI-01062,60.0,3860597.16,tunja,885610.2,No
CLI-01063,65.0,,Cali,202590.01,
CLI-01064,34.0,3417055.01,Medellín,1318142.95,
CLI-01065,43.0,5768289.15,Bogotá,1115687.8,No
CLI-01066,53.0,6226829.46,tunja,109331.12,No
CLI-01067,18.0,5330045.35,Cali,44644.73,Si
CLI-01068,25.0,3948884.12,Bogotá,1162012.71,SI
CLI-01069,66.0,4194409.31,Tunja,418267.49,Si
CLI-01070,52.0,7209774.32,Medellín,108495.03,0
CLI-01071,69.0,3973934.33,Tunja,1709686.55,Si
CLI-01072,32.0,6074991.25,BOGOTA,452330.16,Si
CLI-01073,64.0,5008337.4,Desconocido,738533.81,No
CLI-01074,73.0,3998795.33,Tunja,324302.52,Si
CLI-01075,39.0,2483026.46,Medellín,1184432.76,Si
CLI-01076,31.0,4817400.57,Tunja,430564.22,No
CLI-01077,43.0,4636651.3,Medellín,4131209.56,No
CLI-01078,45.0,7209802.01,Bogotá,1456615.86,No
CLI-01079,40.0,3209710.96,Medellín,176422.59,Si
CLI-01080,31.0,7942152.89,Bogotá,646853.76,No
CLI-01081,41.0,5068215.79,Tunja,584181.55,Si
CLI-01082,19.0,5066743.83,Bogotá,916920.08,Si
CLI-01083,,,Tunja,2213665.89,No
CLI-01084,43.0,4972059.46,Medellín,1050817.92,SI
CLI-01085,31.0,5209576.39,Tunja,76239.38,Si
CLI-01086,73.0,5905990.94,Bogotá,1278499.81,No
CLI-01087,68.0,3032516.69,tunja,9959.57,Si
CLI-01088,24.0,6610171.28,Cali,1816737.63,Si
CLI-01089,20.0,5042123.29,tunja,1318224.61,Si
CLI-01090,64.0,5412343.34,BOGOTA,443166.38,0
CLI-01091,40.0,4168586.61,Tunja,415122.48,SI
CLI-01092,63.0,3107786.04,Tunja,1921007.96,No
CLI-01093,60.0,4609086.94,Medellín,1835292.85,No
CLI-01094,64.0,4780943.32,TUNJA,521197.55,No
CLI-01095,62.0,2421857.6,Desconocido,426207.39,Si
CLI-01096,,5689928.11,Tunja,984698.91,Si
CLI-01097,55.0,5994786.95,Bogotá,10081.02,Si
CLI-01098,52.0,3405503.06,Tunja,103541.73,No
CLI-01099,68.0,2966121.97,Cali,161842.75,1
CLI-01100,32.0,4045557.93,Medellín,246087.11,Si
CLI-01101,42.0,4535842.65,Tunja,860972.42,Si
CLI-01102,72.0,4103743.49,Bogotá,5830823.68,Si
CLI-01103,54.0,4408623.25,Medellín,-50000.0,SI
CLI-01104,45.0,4832216.55,Cali,75909.67,Si
CLI-01105,27.0,2447596.59,Tunja,894793.15,Si
CLI-01106,56.0,2620056.56,TUNJA,823752.02,No
CLI-01107,74.0,416583.39,Medellín,186817.16,No
CLI-01108,34.0,5913817.84,Cali,3034966.88,Si
CLI-01109,56.0,4522840.53,Cali,697423.13,Si
CLI-01110,39.0,6071776.7,Tunja,6256581.91,No
CLI-01111,43.0,,Tunja,653822.2,Si
CLI-01112,61.0,4536611.01,Medellín,1123662.65,0
CLI-01113,42.0,4822239.76,Tunja,132799.53,No
CLI-01114,34.0,3657326.26,Cali,726664.38,Si
CLI-01115,30.0,2169858.3,Medellín,327377.21,Si
CLI-01116,37.0,7118807.0,Cali,2166286.44,Si
CLI-01117,42.0,6598925.01,Bogotá,1838525.58,Si
CLI-01118,21.0,3927101.59,Bogotá,2085953.44,1
CLI-01119,27.0,5265341.47,Medellín,1543128.4,SI
CLI-01120,20.0,3772813.99,Tunja,2145439.68,Si
CLI-01121,58.0,3006894.6,Medellín,269016.03,Si
CLI-01122,62.0,7240892.26,Cali,721871.86,Si
CLI-01123,35.0,2016946.68,Bogotá,1412590.17,Si
CLI-01124,,4071744.45,Cali,1217321.15,No
CLI-01125,53.0,4626485.74,Tunja,1512036.0,Si
CLI-01126,64.0,6976854.87,Bogotá,304722.94,0
CLI-01127,39.0,5844882.98,Desconocido,124347.38,Si
CLI-01128,51.0,1991625.34,,2983904.4,No
CLI-01129,64.0,4495874.64,Bogotá,985645.56,SI
CLI-01130,25.0,,BOGOTA,200436.21,Si
CLI-01131,57.0,4157492.5,Bogotá,1892577.37,Si
CLI-01132,,5429713.66,Bogotá,2957136.1,Si
CLI-01133,61.0,2386339.61,Bogotá,222964.6,Si
CLI-01134,36.0,3887046.13,BOGOTA,2040630.63,0
CLI-01135,59.0,5218228.12,Tunja,3247712.93,TRUE
CLI-01136,58.0,5519363.53,Medellín,3343764.28,1
CLI-01137,54.0,4724129.21,Medellín,2946274.75,SI
CLI-01138,23.0,4067411.7,Medellín,948703.02,Si
CLI-01139,69.0,4320088.09,Bogotá,528461.69,TRUE
CLI-01140,43.0,5610610.68,Bogotá,8759.26,
CLI-01141,51.0,4550851.18,Tunja,75415.59,Si
CLI-01142,73.0,2937228.68,Medellín,672101.01,Si
CLI-01143,62.0,2649753.62,Medellín,611643.8,No
CLI-01144,23.0,2265543.87,Medellín,245059.44,Si
CLI-01145,54.0,6683371.23,Medellín,603984.68,Si
CLI-01146,74.0,5711192.75,Tunja,230337.38,1
CLI-01147,50.0,4340268.18,tunja,2266912.76,1
CLI-01148,70.0,,Medellín,424919.42,Si
CLI-01149,39.0,3639104.99,Tunja,1095249.64,Si
CLI-01150,38.0,6139855.66,Bogotá,838619.44,SI
CLI-01151,23.0,7356650.26,Cali,63931.67,No
CLI-01152,23.0,3591910.61,TUNJA,3421620.07,Si
CLI-01153,72.0,6207623.28,Bogotá,898965.31,No
CLI-01154,65.0,4542019.37,Medellín,471753.59,TRUE
CLI-01155,21.0,4181356.61,Tunja,206550.72,1
CLI-01156,47.0,6756321.42,Tunja,495942.67,Si
CLI-01157,28.0,4484751.42,Medellín,24869.87,Si
CLI-01158,47.0,4944546.66,Medellín,542234.68,TRUE
CLI-01159,48.0,4872410.9,Cali,909826.97,Si
CLI-01160,41.0,2061600.95,Bogotá,2465616.73,No
CLI-01161,72.0,4932616.72,Tunja,1395298.83,Si
CLI-01162,26.0,3655961.96,Bogotá,141975.93,Si
CLI-01163,72.0,2368270.29,Tunja,191845.27,Si
CLI-01164,20.0,3724294.38,Tunja,670598.39,Si
CLI-01165,68.0,3711916.7,Bogotá,261351.1,1
CLI-01166,48.0,6044823.81,Bogotá,33893.92,Si
CLI-01167,57.0,2904315.58,Bogotá,1961798.44,TRUE
CLI-01168,54.0,3315228.84,Medellín,23658.78,TRUE
CLI-01169,53.0,4853082.39,Tunja,2131225.91,Si
CLI-01170,41.0,2511309.34,Tunja,186727.63,No
CLI-01171,48.0,3511489.86,Medellín,4411317.5,Si
CLI-01172,-5.0,2003284.9,Tunja,1111227.26,No
CLI-01173,19.0,5880017.19,Medellín,1593553.44,No
CLI-01174,,4047955.32,Tunja,140492.84,Si
CLI-01175,45.0,4476123.23,Bogotá,2377507.24,Si
CLI-01176,28.0,5874015.48,Tunja,2193055.57,No
CLI-01177,21.0,3416596.67,Tunja,1270091.46,TRUE
CLI-01178,32.0,4032019.49,Medellín,837248.75,Si
CLI-01179,23.0,2915508.0,BOGOTA,1533958.01,No
CLI-01180,999.0,2912244.42,Tunja,7135.03,Si
CLI-01181,66.0,3119125.66,Bogotá,1077082.77,SI
CLI-01182,47.0,3761264.41,Medellín,2255970.44,Si
CLI-01183,73.0,3922806.7,Bogotá,529745.84,No
CLI-01184,55.0,,Cali,137536.31,Si
CLI-01185,68.0,3163174.58,Tunja,655488.98,No
CLI-01186,74.0,4979449.01,BOGOTA,1558399.39,SI
CLI-01187,19.0,5227501.94,Bogotá,136207.27,No
CLI-01188,32.0,3798266.73,Bogotá,276879.57,No
CLI-01189,-5.0,3292913.14,tunja,191571.47,No
CLI-01190,25.0,4627618.55,Medellín,1913150.37,TRUE
CLI-01191,43.0,4195623.81,Bogotá,77948.89,No
CLI-01192,68.0,4830527.74,Medellín,1392278.26,TRUE
CLI-01193,62.0,6854799.65,Medellín,547712.74,No
CLI-01194,61.0,4602955.57,Tunja,1691678.23,No
CLI-01195,22.0,3541154.16,Medellín,4001932.78,Si
CLI-01196,23.0,3163665.58,Tunja,145984.78,No
CLI-01197,43.0,3221697.55,Cali,452926.91,Si
CLI-01198,71.0,2305850.54,,1993669.88,SI
CLI-01199,21.0,5899115.41,Bogotá,371354.47,No
CLI-01200,36.0,1150081.77,Bogotá,290670.24,
CLI-01179,23.0,2915508.0,BOGOTA,1533958.01,No
CLI-00866,52.0,4765479.47,Bogotá,661020.39,No
CLI-00102,70.0,3670211.72,Tunja,40669.28,Si
CLI-00440,67.0,3554570.33,tunja,889649.82,SI
CLI-00059,70.0,6066770.98,Bogotá,576025.88,Si
CLI-01121,58.0,3006894.6,Medellín,269016.03,Si
CLI-00324,22.0,3028519.2,Bogotá,330711.43,Si
CLI-00975,68.0,3555971.85,Medellín,1377592.34,Si
CLI-00412,70.0,3222944.32,Bogotá,161877.77,Si
CLI-00856,26.0,752259.62,Tunja,1677112.73,Si
CLI-00821,32.0,4697466.85,tunja,802901.63,No
CLI-00045,20.0,6162506.53,Tunja,367187.06,SI
CLI-00050,26.0,,TUNJA,190646.0,Si
CLI-00850,54.0,4184749.64,Cali,3149284.13,No
CLI-00241,66.0,5070572.17,BOGOTA,2191405.69,TRUE
CLI-00171,66.0,1905153.25,Medellín,710377.38,Si
CLI-00524,73.0,6006889.36,Bogotá,77730.64,Si
CLI-00766,53.0,3331056.6,Cali,721969.82,Si
CLI-00839,41.0,2483933.06,Medellín,1959503.95,Si
CLI-00424,50.0,7435761.8,Tunja,1159044.43,No
CLI-00381,72.0,4765828.18,Bogotá,365069.67,Si
CLI-00610,29.0,5875972.74,Bogotá,513302.49,No
CLI-00677,66.0,5412611.63,Bogotá,2861500.45,Si
CLI-00345,53.0,,Bogotá,559414.94,Si
CLI-00110,62.0,5323973.47,Bogotá,1015534.46,TRUE
