id_sensor,temperatura_c,vibracion_hz,presion_psi,velocidad_rpm,desgaste_porcentaje,falla_inminente
SNS-00928,76.53,61.71,109.39,3029.2,12.81,0
SNS-00929,90.79,55.73,100.34,2784.1,11.37,0
SNS-00930,71.21,55.77,135.03,2634.7,11.19,0
SNS-00931,65.34,51.58,136.45,2850.4,10.05,0
SNS-00932,94.57,45.29,92.18,3083.6,10.23,0
SNS-00933,54.62,55.09,148.62,2950.2,18.08,1
SNS-00934,45.61,53.88,130.33,2536.5,9.49,0
SNS-00935,77.28,39.69,145.19,3022.7,9.75,0
SNS-00936,65.98,36.4,95.84,2608.7,5.0,0
SNS-00937,59.75,46.53,95.42,2865.0,5.0,0
SNS-00938,80.5,68.24,117.32,2709.0,21.77,1
SNS-00939,74.93,26.41,129.05,2734.3,5.0,0
SNS-00940,65.23,22.99,152.33,3029.9,11.53,0
SNS-00941,56.64,47.47,132.71,2487.9,8.59,0
SNS-00942,82.47,45.76,115.63,3383.6,11.19,0
SNS-00943,79.8,47.6,101.53,2253.7,5.35,0
SNS-00944,70.81,48.66,142.14,2620.7,5.0,0
SNS-00945,94.16,41.65,102.64,2911.1,5.0,0
SNS-00946,59.16,67.35,149.31,2975.3,22.1,1
SNS-00947,53.69,20.99,114.88,2769.9,5.0,0
SNS-00948,63.7,32.57,148.63,2782.8,8.92,0
SNS-00949,71.45,43.45,132.22,2923.2,8.66,0
SNS-00950,74.92,20.35,117.53,2730.7,5.0,0
SNS-00951,69.11,42.36,110.65,3218.0,8.23,0
SNS-00952,76.22,69.92,113.86,3051.8,14.87,0
SNS-00953,56.98,45.31,127.71,3061.8,14.1,0
SNS-00954,89.33,48.46,121.39,2510.2,5.49,0
SNS-00955,71.01,26.1,109.31,2776.2,5.0,0
SNS-00956,85.41,35.75,117.02,2709.9,5.0,0
SNS-00957,76.11,39.37,121.41,2498.3,7.21,0
SNS-00958,77.48,40.23,81.68,2908.0,5.0,0
SNS-00959,78.84,64.22,128.25,2638.7,13.76,0
SNS-00960,77.37,53.37,102.37,2996.6,11.68,0
SNS-00961,79.71,28.33,99.24,2478.9,5.0,0
SNS-00962,87.95,48.7,89.63,3315.7,13.61,0
SNS-00963,74.36,52.47,87.71,2531.1,5.0,0
SNS-00964,80.51,62.1,95.6,2865.8,6.11,0
SNS-00965,70.92,68.71,107.24,3037.6,16.93,1
SNS-00966,89.28,29.77,155.16,2628.8,11.61,0
SNS-00967,63.88,32.84,110.53,3055.7,7.0,0
SNS-00968,93.61,26.14,123.2,2431.2,9.02,0
SNS-00969,71.52,41.49,127.21,3235.6,11.93,0
SNS-00970,54.83,52.0,122.36,2804.2,5.0,0
SNS-00971,73.54,59.81,118.61,2621.1,17.57,1
SNS-00972,63.83,43.86,98.48,2710.2,5.0,0
SNS-00973,82.09,40.2,146.12,3042.7,15.58,1
SNS-00974,64.17,47.28,152.53,2624.7,7.58,0
SNS-00975,66.65,32.47,89.71,2575.2,5.0,0
SNS-00976,49.33,76.34,101.57,2733.5,13.97,0
SNS-00977,66.57,20.89,114.96,2446.9,5.0,0
SNS-00978,42.91,47.77,102.64,3346.2,10.3,0
SNS-00979,52.99,75.35,129.11,2630.1,21.34,1
SNS-00980,81.12,45.1,106.89,3049.5,10.55,0
SNS-00981,81.43,42.15,158.97,2862.8,9.33,0
SNS-00982,77.11,39.64,141.43,2504.6,6.03,0
SNS-00983,60.4,42.29,123.83,2798.2,7.27,0
SNS-00984,71.43,65.59,138.49,3035.2,26.77,1
SNS-00985,71.96,11.82,139.91,2743.5,9.45,0
SNS-00986,58.1,68.0,109.85,3157.9,19.45,1
SNS-00987,90.04,23.64,105.31,3106.5,8.94,0
SNS-00988,82.53,41.0,121.41,3075.7,16.83,1
SNS-00989,69.35,38.56,135.51,2662.1,5.0,0
SNS-00990,72.32,53.83,122.5,2476.0,9.01,0
SNS-00991,74.5,21.03,91.61,2615.9,5.0,0
SNS-00992,47.5,51.93,105.55,2858.9,5.0,0
SNS-00993,69.03,75.36,118.67,2963.7,22.86,1
SNS-00994,63.82,24.55,118.64,2148.5,5.0,0
SNS-00995,59.98,47.85,155.51,2797.6,10.76,0
SNS-00996,68.63,35.07,95.05,2847.4,5.0,0
SNS-00997,93.57,51.39,129.1,2716.7,24.97,1
SNS-00998,79.69,45.29,146.8,3187.4,14.65,0
SNS-00999,65.15,35.38,160.89,2926.5,13.1,0
SNS-01000,78.87,52.32,112.72,3193.1,10.2,0
SNS-01001,88.79,72.07,128.85,2735.2,24.21,1
SNS-01002,83.1,42.14,130.26,3081.2,10.93,0
SNS-01003,72.72,55.8,123.52,3290.5,14.47,0
SNS-01004,64.24,25.6,118.22,3193.5,14.15,0
SNS-01005,80.38,30.65,127.85,2472.4,10.38,0
SNS-01006,76.72,52.09,74.42,2723.9,5.0,0
SNS-01007,82.74,67.26,132.28,2696.5,10.86,0
SNS-01008,79.62,50.33,122.27,2946.8,9.31,0
SNS-01009,84.59,40.3,116.0,3005.9,18.29,1
SNS-01010,65.58,44.99,156.84,2548.3,9.7,0
SNS-01011,87.81,26.24,107.85,2820.4,10.04,0
SNS-01012,74.37,54.07,112.74,2194.0,13.56,0
SNS-01013,96.9,58.23,155.85,3232.6,27.7,1
SNS-01014,63.73,38.22,105.02,2646.3,5.0,0
SNS-01015,92.83,37.95,110.1,2816.8,5.0,0
SNS-01016,74.37,48.99,117.35,2707.1,9.34,0
SNS-01017,64.18,38.45,135.13,3143.8,7.22,0
SNS-01018,66.19,44.01,123.74,1948.7,8.98,0
SNS-01019,68.16,76.5,96.73,2795.0,13.63,0
SNS-01020,77.09,41.29,110.42,2768.3,5.0,0
SNS-01021,78.27,39.62,109.07,2663.9,5.0,0
SNS-01022,65.12,35.29,118.61,3317.9,10.78,0
SNS-01023,71.71,56.16,127.67,2533.8,6.42,0
SNS-01024,97.71,42.28,127.53,3031.5,19.46,1
SNS-01025,92.73,35.26,88.03,2906.9,5.0,0
SNS-01026,77.24,64.82,139.15,3178.5,15.8,1
SNS-01027,72.46,66.29,124.55,2599.8,14.71,0
SNS-01028,73.44,35.99,144.92,2580.1,8.11,0
SNS-01029,79.36,17.0,128.0,3128.8,11.94,0
SNS-01030,59.73,60.11,139.82,2927.6,19.82,1
SNS-01031,68.91,34.73,128.4,2336.5,5.0,0
SNS-01032,51.98,56.86,144.23,2638.2,12.5,0
SNS-01033,76.79,15.45,129.4,2915.9,5.38,0
SNS-01034,79.77,58.39,118.24,3051.3,17.05,1
SNS-01035,66.2,26.83,160.9,2596.2,10.15,0
SNS-01036,90.89,55.96,136.0,1925.7,17.39,1
SNS-01037,57.29,45.21,130.33,2957.0,5.0,0
SNS-01038,54.43,30.69,97.03,2433.9,5.0,0
SNS-01039,74.69,38.89,96.81,2194.8,5.0,0
SNS-01040,84.57,55.29,125.27,1950.3,12.88,0
SNS-01041,92.21,46.59,122.62,3044.2,15.0,0
SNS-01042,66.49,53.77,108.95,2838.6,5.0,0
SNS-01043,84.94,74.65,122.54,2732.3,17.75,1
SNS-01044,71.54,21.54,148.6,3216.7,6.23,0
SNS-01045,69.93,69.26,132.52,2991.2,22.64,1
SNS-01046,82.6,46.57,99.46,3284.9,8.92,0
SNS-01047,79.83,31.52,117.99,2382.2,15.07,0
SNS-01048,53.08,25.05,105.51,2789.6,5.0,0
SNS-01049,89.72,42.16,113.02,2315.0,5.0,0
SNS-01050,88.56,58.82,112.55,2731.2,11.16,0
SNS-01051,64.49,43.09,111.4,2725.4,5.0,0
SNS-01052,76.75,67.67,97.41,2988.0,13.1,0
SNS-01053,77.93,23.23,117.7,2813.7,7.76,0
SNS-01054,75.13,44.82,109.91,2987.0,5.0,0
SNS-01055,65.4,26.21,70.0,3011.0,5.0,0
SNS-01056,63.94,50.45,156.95,3446.5,14.63,0
SNS-01057,71.69,58.3,139.6,2705.4,5.67,0
SNS-01058,86.07,38.69,113.23,2517.7,5.0,0
SNS-01059,78.52,10.0,120.34,2873.8,8.31,0
SNS-01060,67.55,47.98,98.91,2559.3,5.0,0
SNS-01061,81.26,51.55,150.52,3244.6,23.45,1
SNS-01062,40.0,51.06,154.15,2715.0,18.43,1
SNS-01063,85.79,63.54,122.82,2630.3,14.74,0
SNS-01064,51.12,28.93,138.42,2658.6,5.0,0
SNS-01065,67.65,55.2,123.16,3015.5,9.52,0
SNS-01066,58.56,62.89,95.94,2752.7,6.59,0
SNS-01067,56.46,18.32,112.59,2607.5,5.0,0
SNS-01068,85.93,49.79,122.37,3299.6,13.8,0
SNS-01069,66.39,37.44,111.82,2543.1,5.0,0
SNS-01070,76.16,43.78,116.06,2810.7,5.0,0
SNS-01071,71.44,50.22,118.35,2995.7,6.91,0
SNS-01072,77.72,37.69,118.54,2310.6,5.91,0
SNS-01073,72.92,34.86,120.94,2944.1,7.4,0
SNS-01074,56.6,45.51,100.91,2483.5,5.0,0
SNS-01075,83.96,28.69,107.09,3046.8,11.39,0
SNS-01076,66.07,28.71,96.88,2511.2,5.0,0
SNS-01077,53.32,55.19,137.6,3007.8,7.86,0
SNS-01078,66.86,27.77,82.1,3131.7,5.0,0
SNS-01079,90.01,54.99,140.76,3058.4,15.87,1
SNS-01080,82.2,51.94,144.95,2875.4,15.59,1
SNS-01081,67.82,19.11,114.56,2730.6,5.0,0
SNS-01082,67.81,34.84,73.14,2627.1,5.0,0
SNS-01083,68.14,62.91,113.5,3241.3,18.87,1
SNS-01084,96.92,30.28,118.84,2590.2,5.0,0
SNS-01085,76.58,38.03,101.81,2488.9,5.0,0
SNS-01086,77.16,51.93,110.73,2999.6,15.28,0
SNS-01087,84.36,56.75,147.54,2561.2,13.28,0
SNS-01088,74.87,41.23,131.97,2515.0,5.0,0
SNS-01089,68.89,36.04,103.36,2366.9,5.0,0
SNS-01090,69.64,66.34,91.24,2655.1,8.73,0
SNS-01091,71.14,71.08,114.11,2775.2,16.2,1
SNS-01092,71.55,59.68,116.16,2872.9,14.03,0
SNS-01093,80.73,46.28,128.93,3085.4,7.14,0
SNS-01094,72.62,32.88,110.36,2958.1,5.0,0
SNS-01095,80.79,32.54,129.21,2742.7,8.76,0
SNS-01096,71.03,52.84,154.83,2740.5,17.11,1
SNS-01097,72.94,51.28,134.68,2953.0,6.21,0
SNS-01098,48.02,66.02,119.13,3181.8,22.4,1
SNS-01099,83.0,54.76,116.7,2837.9,11.33,0
SNS-01100,76.16,22.45,113.58,2659.3,7.87,0
SNS-01101,83.98,60.78,141.25,2502.1,16.4,1
SNS-01102,40.0,30.03,108.71,2366.4,5.0,0
SNS-01103,97.06,39.24,120.81,2999.9,12.64,0
SNS-01104,70.32,48.75,120.92,2973.4,12.44,0
SNS-01105,85.3,74.94,110.97,2973.2,20.11,1
SNS-01106,59.52,91.65,95.3,2761.4,29.03,1
SNS-01107,79.35,54.1,125.81,3222.1,14.99,0
SNS-01108,59.36,42.25,118.9,2654.8,5.0,0
SNS-01109,64.51,53.02,129.0,3086.6,17.98,1
SNS-01110,94.97,58.31,110.4,2788.4,11.76,0
SNS-01111,69.71,40.19,141.97,2617.5,9.51,0
SNS-01112,74.61,71.93,104.22,2977.8,17.74,1
SNS-01113,82.44,48.45,150.82,2922.9,19.05,1
SNS-01114,77.95,52.47,88.54,2907.1,7.01,0
SNS-01115,73.81,54.99,127.83,2824.4,10.35,0
SNS-01116,76.38,51.32,128.56,2788.6,6.97,0
SNS-01117,100.84,57.58,105.68,3516.5,28.4,1
SNS-01118,71.31,35.74,127.64,3155.3,5.0,0
SNS-01119,74.41,36.63,143.03,3016.8,12.78,0
SNS-01120,84.61,28.5,80.1,2833.5,5.0,0
SNS-01121,85.27,51.59,129.05,3102.1,19.29,1
SNS-01122,86.24,56.68,75.12,2955.4,8.05,0
SNS-01123,79.66,51.87,102.62,2807.9,9.35,0
SNS-01124,58.28,70.12,149.32,2708.9,21.01,1
SNS-01125,91.6,44.92,109.53,2775.7,5.0,0
SNS-01126,58.24,55.03,98.87,1848.9,6.09,0
SNS-01127,75.63,28.62,116.44,2863.2,7.37,0
SNS-01128,62.95,39.19,157.22,2653.5,10.12,0
SNS-01129,71.23,55.43,87.03,3277.8,14.04,0
SNS-01130,75.95,57.74,101.08,2805.8,9.93,0
SNS-01131,75.86,40.59,146.95,2443.3,5.85,0
SNS-01132,77.06,43.93,153.44,2785.0,9.05,0
SNS-01133,91.36,22.23,118.14,2486.2,8.48,0
SNS-01134,77.44,39.64,97.7,2942.0,5.0,0
SNS-01135,69.07,58.36,157.73,2887.3,22.86,1
SNS-01136,83.57,53.63,148.7,3087.4,19.54,1
SNS-01137,86.27,52.51,132.22,2562.7,16.67,1
SNS-01138,57.27,45.75,105.38,2810.2,5.0,0
SNS-01139,79.17,45.11,119.12,2390.5,11.01,0
SNS-01140,80.41,35.1,117.11,3010.4,15.27,0
SNS-01141,68.43,55.48,125.96,2955.7,6.9,0
SNS-01142,88.51,51.31,146.12,2948.7,19.33,1
SNS-01143,70.2,52.38,135.83,2800.5,10.81,0
SNS-01144,73.51,37.11,100.61,2924.4,5.0,0
SNS-01145,69.92,12.7,144.78,3281.3,17.43,1
SNS-01146,72.19,61.46,125.64,2714.5,15.88,1
SNS-01147,58.84,37.82,132.37,2841.6,5.0,0
SNS-01148,54.72,32.06,146.4,2474.2,11.22,0
SNS-01149,91.13,55.4,99.99,2539.5,5.0,0
SNS-01150,61.84,39.12,119.36,2829.3,5.0,0
SNS-01151,60.1,60.9,110.43,3131.2,13.67,0
SNS-01152,46.16,54.26,91.78,2723.1,5.02,0
SNS-01153,64.33,55.25,126.24,2729.2,7.15,0
SNS-01154,56.12,24.51,165.21,2677.9,13.25,0
SNS-01155,91.7,63.18,86.88,2639.6,13.92,0
SNS-01156,84.12,48.92,119.42,2888.5,13.2,0
SNS-01157,63.74,39.46,131.53,2350.8,5.31,0
SNS-01158,99.03,47.15,122.22,3184.3,20.09,1
SNS-01159,83.78,18.36,117.96,2600.4,5.15,0
SNS-01160,68.1,51.13,96.61,3016.6,13.25,0
SNS-01161,42.01,29.56,124.19,2419.0,5.0,0
SNS-01162,99.49,24.71,106.38,3000.7,18.85,1
SNS-01163,55.33,22.16,80.58,3001.6,5.0,0
SNS-01164,52.26,61.69,141.5,2915.3,11.47,0
SNS-01165,84.27,35.56,137.25,2501.7,13.57,0
SNS-01166,101.28,68.01,120.93,2874.9,25.06,1
SNS-01167,88.61,36.96,124.12,2445.1,11.11,0
SNS-01168,78.77,19.39,139.34,2724.2,13.35,0
SNS-01169,79.14,28.25,124.04,3108.8,10.35,0
SNS-01170,82.24,63.54,136.27,3039.0,17.74,1
SNS-01171,81.11,42.66,114.65,2804.6,10.05,0
SNS-01172,75.37,36.78,143.62,2507.6,8.09,0
SNS-01173,73.25,47.4,125.77,2993.7,12.0,0
SNS-01174,71.25,52.53,123.49,2805.8,5.0,0
SNS-01175,62.95,61.76,97.14,2103.9,10.82,0
SNS-01176,68.63,66.73,125.17,3034.8,15.56,1
SNS-01177,51.68,39.6,105.02,2792.7,8.48,0
SNS-01178,70.82,25.11,108.51,3160.7,8.6,0
SNS-01179,60.14,38.8,105.32,2471.4,5.0,0
SNS-01180,58.76,48.9,100.81,1847.0,8.95,0
SNS-01181,74.16,30.54,158.25,2883.7,7.72,0
SNS-01182,88.7,30.64,143.96,2887.5,17.9,1
SNS-01183,83.02,50.16,154.57,2292.8,21.48,1
SNS-01184,53.15,44.27,97.99,2506.5,5.0,0
SNS-01185,60.12,45.49,121.28,3626.6,23.37,1
SNS-01186,83.29,33.62,96.72,2708.3,5.0,0
SNS-01187,60.21,41.54,107.48,3019.3,5.0,0
SNS-01188,69.3,31.14,103.47,2604.8,5.0,0
SNS-01189,78.6,58.35,142.31,2172.9,17.1,1
SNS-01190,60.38,60.53,112.87,2748.9,8.63,0
SNS-01191,73.26,17.31,139.23,2720.3,10.42,0
SNS-01192,55.99,31.06,130.87,2680.0,6.12,0
SNS-01193,64.78,22.55,161.47,2765.6,6.99,0
SNS-01194,75.84,35.25,93.37,2879.3,5.0,0
SNS-01195,52.88,43.75,142.67,2755.0,11.84,0
SNS-01196,77.29,23.26,140.64,2420.8,8.62,0
SNS-01197,71.76,31.17,102.48,2945.9,7.1,0
SNS-01198,78.63,29.94,138.13,2215.2,5.0,0
SNS-01199,74.69,48.11,126.05,2184.9,10.24,0
SNS-01200,88.37,46.04,115.91,3021.8,7.09,0
