id_cliente,edad,ingresos_mensuales,gastos_mensuales,score_digital,llamadas_soporte,antiguedad_meses,segmento
CLI-00961,26,2987312.57,1843350.62,17,2,119,0
CLI-00962,43,9932732.83,7141992.35,60,3,76,2
CLI-00963,64,8981492.0,6554945.3,20,2,10,2
CLI-00964,39,6629690.05,2994409.38,72,1,110,1
CLI-00965,64,6444528.25,2657309.18,66,3,106,1
CLI-00966,47,6341371.12,1960853.21,21,2,42,1
CLI-00967,60,4423991.47,2979821.63,82,1,116,1
CLI-00968,65,6154081.22,2105388.37,11,1,95,1
CLI-00969,34,3469108.26,1843548.87,17,1,11,0
CLI-00970,43,6608400.52,4169406.36,20,3,118,2
CLI-00971,53,7409263.27,6041586.77,62,1,16,1
CLI-00972,18,4668210.58,2201020.09,19,1,73,1
CLI-00973,25,4190776.05,1832939.37,94,3,111,1
CLI-00974,66,2832550.55,1868883.1,93,2,78,2
CLI-00975,52,8707501.51,5577864.1,17,1,19,0
CLI-00976,69,4365539.13,2107072.78,45,1,31,1
CLI-00977,32,5062774.12,4103155.71,85,3,73,1
CLI-00978,64,6160342.29,4710655.31,23,3,100,1
CLI-00979,39,6120856.81,2590287.84,63,2,53,2
CLI-00980,31,7142432.21,3082162.34,94,4,103,1
CLI-00981,43,4665474.18,2714210.48,95,1,118,1
CLI-00982,45,2994930.54,2172716.25,30,1,90,0
CLI-00983,40,2609936.32,846199.32,59,2,8,1
CLI-00984,31,4225638.49,2879072.59,48,1,24,1
CLI-00985,41,3405928.96,2236093.67,29,1,8,0
CLI-00986,19,4832043.25,2064799.98,97,3,83,1
CLI-00987,62,8376673.38,5652111.42,96,5,111,2
CLI-00988,43,4669987.95,3815850.68,16,1,48,2
CLI-00989,31,4669168.11,1520898.47,18,3,30,1
CLI-00990,68,5463922.69,2599781.57,10,4,58,1
CLI-00991,24,4607625.02,2492712.21,35,2,86,1
CLI-00992,20,5351739.28,4252455.63,47,0,55,2
CLI-00993,64,6689912.29,5547568.26,47,3,73,1
CLI-00994,40,7446452.32,4052831.35,70,2,62,1
CLI-00995,63,7707069.04,5491407.13,53,4,108,2
CLI-00996,60,10025074.89,5938990.34,95,3,48,2
CLI-00997,64,6752590.78,4023062.68,53,4,4,1
CLI-00998,62,10415853.58,4717910.18,83,4,37,2
CLI-00999,35,3791740.02,1589974.93,71,2,8,1
CLI-01000,55,10100826.79,4630248.7,15,2,1,2
CLI-01001,52,4663172.68,2825791.26,26,1,92,2
CLI-01002,68,4879558.35,1542112.94,60,5,70,1
CLI-01003,32,5236280.4,4183719.55,47,0,47,1
CLI-01004,42,5019034.44,1937126.66,33,4,100,1
CLI-01005,54,5688848.87,2395282.83,60,3,117,1
CLI-01006,45,4223938.39,2471223.17,19,2,75,1
CLI-01007,27,7325916.78,5059007.96,81,2,5,1
CLI-01008,56,4283762.92,1510673.19,30,2,50,1
CLI-01009,34,6942342.88,3295752.9,79,5,24,1
CLI-01010,56,8860991.96,7379177.43,94,1,47,2
CLI-01011,39,4714374.79,2094543.12,66,3,18,1
CLI-01012,43,7247643.52,3422174.78,48,1,84,1
CLI-01013,61,6730150.44,5115413.51,97,1,28,1
CLI-01014,42,10456351.14,3425688.19,42,6,77,2
CLI-01015,34,4389372.76,2438460.04,68,7,5,1
CLI-01016,30,7249157.56,3688293.22,27,1,30,1
CLI-01017,37,1922775.6,911631.59,65,4,1,1
CLI-01018,42,4409111.5,2015558.2,66,0,86,1
CLI-01019,21,6277464.24,2198717.99,85,2,82,1
CLI-01020,27,8564951.93,4052543.03,57,2,46,2
CLI-01021,20,2802946.6,907254.45,51,2,69,2
CLI-01022,58,7229399.41,5274064.66,36,1,31,1
CLI-01023,62,5360908.4,2782447.02,83,3,70,1
CLI-01024,35,2152639.16,1171352.37,61,3,91,0
CLI-01025,64,5899491.06,4669311.62,51,4,56,1
CLI-01026,53,9260154.71,6129576.44,41,4,89,2
CLI-01027,64,3035070.15,923974.01,35,1,93,1
CLI-01028,39,5258137.03,4305079.46,34,2,28,1
CLI-01029,51,3329394.23,1433069.35,84,4,16,2
CLI-01030,64,4469117.55,1605252.51,32,2,54,1
CLI-01031,25,8650774.32,6249929.23,66,5,53,2
CLI-01032,57,4902646.15,2820308.6,61,1,12,1
CLI-01033,66,8583444.62,4622818.48,96,1,20,2
CLI-01034,61,7939918.91,3471544.49,40,2,82,2
CLI-01035,36,4701976.59,2826401.95,73,4,34,1
CLI-01036,59,4394281.19,1981432.07,80,2,119,2
CLI-01037,58,3528802.63,2808470.45,42,5,53,1
CLI-01038,54,3452061.37,1444212.9,94,1,64,2
CLI-01039,23,6277056.27,4936247.75,11,2,23,1
CLI-01040,69,5456472.31,3315750.81,27,2,109,1
CLI-01041,43,4128068.04,3119450.87,56,6,27,1
CLI-01042,51,2092721.57,1448299.98,42,3,113,0
CLI-01043,62,5733593.29,3917089.52,93,2,17,1
CLI-01044,23,4466985.21,2136961.92,44,0,48,1
CLI-01045,54,5070345.07,2173369.51,60,1,21,1
CLI-01046,50,6170256.02,2566748.91,27,2,50,2
CLI-01047,39,1400000.0,1080037.58,97,3,40,2
CLI-01048,38,2126795.87,1597722.97,81,2,95,2
CLI-01049,23,10552174.77,5722607.31,39,1,3,2
CLI-01050,23,4385456.89,1634997.17,53,4,17,1
CLI-01051,65,1400000.0,714334.23,62,3,61,1
CLI-01052,21,2310131.61,1479960.17,19,3,50,0
CLI-01053,47,10965828.21,6030347.27,96,2,90,2
CLI-01054,28,3953405.59,2882444.22,61,1,87,1
CLI-01055,47,8049833.54,6831833.77,58,5,6,2
CLI-01056,48,5766459.6,2336123.39,20,0,28,2
CLI-01057,41,4433072.52,2450637.74,75,4,72,2
CLI-01058,26,7205980.04,3869907.78,67,1,55,1
CLI-01059,20,1400000.0,654459.25,99,5,58,2
CLI-01060,68,2329508.24,952658.3,45,2,45,2
CLI-01061,48,4416827.77,1484631.25,42,3,72,2
CLI-01062,57,2545610.32,2005726.14,56,5,19,0
CLI-01063,54,4222288.87,2241684.03,22,1,102,1
CLI-01064,53,7378168.7,4229849.04,49,3,29,1
CLI-01065,41,5790700.79,4657565.61,98,1,23,1
CLI-01066,48,8427357.48,6126349.79,77,3,111,2
CLI-01067,23,5929825.63,2204565.05,51,0,32,1
CLI-01068,19,7683413.83,4694419.73,28,4,10,2
CLI-01069,37,5359045.34,2911241.1,91,1,91,1
CLI-01070,45,4201393.94,3102586.96,28,3,49,1
CLI-01071,28,8757249.72,6115431.82,67,2,65,2
CLI-01072,21,3939429.37,2677721.33,32,2,103,2
CLI-01073,32,6256458.61,3048770.15,63,5,29,1
CLI-01074,23,7191574.2,5341398.28,89,7,59,2
CLI-01075,66,7351283.95,2417213.99,74,5,45,1
CLI-01076,47,2936026.13,1138572.42,21,4,67,0
CLI-01077,55,7814290.89,3786749.1,33,4,51,2
CLI-01078,68,3346298.46,1145250.88,43,2,111,1
CLI-01079,19,7283548.04,3126440.07,62,4,101,1
CLI-01080,32,6677381.64,5051993.7,17,3,95,1
CLI-01081,28,7300987.46,5998041.16,27,1,11,1
CLI-01082,25,2848992.25,1331993.04,66,2,86,2
CLI-01083,43,6793445.43,3026369.15,14,6,82,1
CLI-01084,68,7888306.09,3580825.23,35,4,99,2
CLI-01085,62,5925470.72,2682730.19,39,1,6,1
CLI-01086,61,3699043.3,1182812.0,63,2,67,1
CLI-01087,22,7523444.75,6092515.58,22,0,62,2
CLI-01088,23,5750623.18,2401080.57,92,1,5,1
CLI-01089,43,1816222.62,964418.28,38,3,9,0
CLI-01090,21,3528383.18,1077313.42,12,2,28,0
CLI-01091,36,4342152.03,3351599.9,99,4,83,2
CLI-01092,37,8812800.23,6187789.06,67,3,92,2
CLI-01093,50,8426402.79,6915682.07,85,3,91,2
CLI-01094,37,8419330.77,6145172.82,11,6,77,2
CLI-01095,66,6011192.61,2840520.43,84,2,38,2
CLI-01096,29,7509908.54,3276801.0,37,6,43,2
CLI-01097,64,2990285.3,2044589.54,91,1,117,2
CLI-01098,18,5514966.82,2758928.48,86,4,21,1
CLI-01099,43,6493591.94,3970300.68,95,1,91,2
CLI-01100,31,3135222.07,951356.83,85,4,62,2
CLI-01101,55,5961806.6,1991464.8,11,4,46,1
CLI-01102,54,9210606.21,5475266.67,16,4,70,2
CLI-01103,28,6729293.53,4113882.31,35,1,38,1
CLI-01104,53,7518599.45,5363010.37,99,4,49,2
CLI-01105,30,1400000.0,521613.3,97,4,75,2
CLI-01106,60,8927531.47,5198061.41,85,1,111,2
CLI-01107,20,5090530.83,2071572.2,25,2,105,2
CLI-01108,50,3808890.11,1337902.61,32,2,117,1
CLI-01109,23,5115796.73,2689746.19,49,2,81,2
CLI-01110,67,2232951.25,870482.9,69,4,39,1
CLI-01111,27,7805472.54,3293753.99,82,0,71,2
CLI-01112,22,4762129.41,2260368.63,41,2,30,1
CLI-01113,40,3875012.21,1715326.93,24,2,21,1
CLI-01114,27,5130278.86,1786235.94,22,3,1,1
CLI-01115,61,7959634.44,2781525.57,14,2,89,2
CLI-01116,19,5789208.48,2352081.18,84,0,32,1
CLI-01117,30,2398673.71,786303.36,83,3,8,1
CLI-01118,57,6522957.83,4204381.35,61,5,69,1
CLI-01119,19,3456244.1,1583062.43,86,4,30,2
CLI-01120,37,1400000.0,635404.4,50,4,115,0
CLI-01121,18,8791215.87,4242632.53,62,3,8,2
CLI-01122,54,6505905.72,4323421.26,59,2,113,1
CLI-01123,26,5327804.54,4149553.29,24,2,19,1
CLI-01124,34,4739659.07,3400695.02,16,2,108,2
CLI-01125,26,8573574.9,6002711.96,49,2,59,2
CLI-01126,28,12291741.33,6962228.53,37,4,55,2
CLI-01127,32,6487317.14,4421710.32,41,3,30,1
CLI-01128,41,3234803.7,1953883.87,24,3,79,2
CLI-01129,55,5160175.86,2161792.67,94,5,36,1
CLI-01130,52,6447259.88,2673830.84,79,3,55,1
CLI-01131,47,1400000.0,648221.85,74,5,44,0
CLI-01132,48,6235898.24,4994589.5,13,5,27,1
CLI-01133,66,6460135.28,3883046.24,20,2,77,1
CLI-01134,22,8417952.84,5923275.32,35,0,78,2
CLI-01135,61,8188671.27,4017422.05,70,4,101,2
CLI-01136,67,5744578.75,3011559.07,46,3,54,1
CLI-01137,31,8832201.19,3259621.61,32,2,48,2
CLI-01138,28,9978492.3,3933643.67,94,4,30,2
CLI-01139,26,5561493.2,4199183.78,49,0,39,2
CLI-01140,51,6420011.57,3991072.4,86,1,111,2
CLI-01141,29,1611945.82,782829.97,32,2,13,0
CLI-01142,52,2307858.82,1711434.63,25,2,16,0
CLI-01143,52,3655968.11,1592488.34,70,2,44,1
CLI-01144,18,4524039.73,3785797.81,77,4,71,1
CLI-01145,57,3088529.35,1512297.42,89,5,112,1
CLI-01146,39,5420810.09,2631917.27,40,0,119,1
CLI-01147,46,4589839.83,2164346.08,62,0,119,1
CLI-01148,25,7855969.51,2884408.24,34,2,27,2
CLI-01149,28,4455497.98,1608993.63,53,3,45,2
CLI-01150,58,1400000.0,919040.88,21,1,119,2
CLI-01151,54,5776652.58,4513384.87,99,2,35,1
CLI-01152,31,5468764.35,4018373.02,18,1,79,1
CLI-01153,47,3603490.26,1360710.99,21,2,28,1
CLI-01154,52,5708999.74,3425800.43,78,1,99,2
CLI-01155,38,3134417.91,1122357.79,63,3,7,1
CLI-01156,54,6225647.9,2022788.05,63,6,62,2
CLI-01157,22,11292433.76,7464436.74,37,4,114,2
CLI-01158,36,1527667.96,907944.68,65,2,110,2
CLI-01159,31,4364267.41,1506165.54,78,2,114,1
CLI-01160,43,4011688.73,1280597.58,86,0,51,2
CLI-01161,21,4546828.26,3839187.32,67,2,46,1
CLI-01162,42,7743834.08,2451014.34,87,2,20,2
CLI-01163,62,6694218.43,3644938.6,84,0,96,1
CLI-01164,59,7367286.31,4254905.95,51,3,38,1
CLI-01165,42,5567090.11,2029227.07,47,2,61,1
CLI-01166,35,2591381.5,1018371.41,77,2,104,1
CLI-01167,57,3047692.21,1504014.02,62,3,32,0
CLI-01168,25,7141771.36,5134374.64,42,1,26,1
CLI-01169,56,5875830.18,3401490.67,80,7,58,1
CLI-01170,57,8272456.29,5384095.34,65,3,39,1
CLI-01171,31,6145176.63,5173292.4,81,5,20,1
CLI-01172,49,2897367.01,2093066.59,60,1,82,1
CLI-01173,68,4351816.01,2345188.53,83,4,50,1
CLI-01174,55,6742591.13,3678373.78,52,1,79,1
CLI-01175,50,7062731.49,4522441.02,24,2,52,1
CLI-01176,40,7381238.99,4915542.49,47,1,86,1
CLI-01177,32,3193246.95,1837365.59,24,3,115,0
CLI-01178,50,2857733.63,1870882.97,14,3,22,1
CLI-01179,42,5082434.46,1590511.64,92,4,53,1
CLI-01180,34,8668161.74,4648670.78,63,2,85,2
CLI-01181,50,3973489.69,1801643.57,60,2,66,1
CLI-01182,64,6500938.16,2412146.74,19,3,104,2
CLI-01183,19,6501134.51,2306281.25,21,3,117,1
CLI-01184,31,7173700.05,4532025.83,13,3,43,1
CLI-01185,57,9161768.56,5386939.43,27,2,82,2
CLI-01186,57,8936194.13,3927200.53,89,2,23,2
CLI-01187,68,4191867.17,2343348.2,45,4,77,1
CLI-01188,56,1400000.0,799018.88,34,2,64,0
CLI-01189,68,4007235.46,1631966.43,96,2,105,1
CLI-01190,23,5666479.05,3732233.14,85,2,9,2
CLI-01191,23,4704380.39,3431872.06,45,1,113,1
CLI-01192,20,9829377.67,7227590.03,76,0,7,2
CLI-01193,24,5541316.67,3498556.86,18,2,41,1
CLI-01194,68,6938166.14,4033858.26,70,5,54,1
CLI-01195,25,5977871.48,1993942.52,62,4,65,2
CLI-01196,59,4737407.0,2171187.81,27,3,2,1
CLI-01197,69,1400000.0,491819.01,52,5,4,1
CLI-01198,32,5327041.2,4421991.49,44,0,78,2
CLI-01199,64,12660224.04,4738646.92,72,0,32,2
CLI-01200,46,2762191.52,1059235.47,87,3,100,2
CLI-01201,50,1507279.3,1189646.02,13,0,2,0
CLI-01202,69,9760056.47,7995053.28,50,1,104,2
CLI-01203,47,7132582.53,5144061.11,54,1,114,1
CLI-01204,56,5912323.74,1791272.73,59,3,115,1
CLI-01205,44,8497882.5,2555657.0,88,3,64,2
CLI-01206,53,3670695.73,1864549.8,37,2,14,1
CLI-01207,46,5265491.53,1994923.37,51,2,20,1
CLI-01208,55,7601339.06,2357269.33,89,2,89,2
CLI-01209,50,10142779.61,5631643.27,85,0,106,2
CLI-01210,54,2929202.51,2398091.36,78,2,49,2
CLI-01211,44,8317615.81,3976658.49,10,4,8,2
CLI-01212,50,6340045.93,4207428.03,48,4,92,1
CLI-01213,21,5858734.35,3859320.82,99,5,63,2
CLI-01214,39,5482995.71,2402067.84,26,1,46,1
CLI-01215,19,2453777.43,1613932.57,97,3,21,2
CLI-01216,27,7618795.8,3175389.8,44,2,87,2
CLI-01217,22,3779008.16,1387289.3,55,1,32,1
CLI-01218,27,3124680.45,2142783.39,51,1,8,0
CLI-01219,50,7448009.71,2699102.48,48,2,95,2
CLI-01220,55,7236094.86,6138379.78,99,1,101,1
CLI-01221,30,5673800.18,2274619.8,58,1,16,1
CLI-01222,48,7874995.97,4935874.42,71,2,40,2
CLI-01223,64,8637060.48,4545305.02,47,1,106,2
CLI-01224,53,8378092.97,3095810.35,32,4,27,2
CLI-01225,62,4337786.26,1367765.38,31,1,104,1
CLI-01226,41,7731030.85,4967208.62,13,1,105,2
CLI-01227,69,5965610.15,4436723.66,58,3,18,1
CLI-01228,32,9296997.09,7094618.56,68,3,35,2
CLI-01229,46,5227797.66,2956279.9,82,1,113,2
CLI-01230,25,4715762.4,3431191.11,77,2,52,1
CLI-01231,22,4149646.87,2780536.96,80,3,15,1
CLI-01232,46,5916433.37,4131682.02,96,2,63,1
CLI-01233,64,6526796.03,3726340.09,11,3,53,2
CLI-01234,21,6569117.02,4259260.82,58,3,91,1
CLI-01235,29,6268179.59,4657503.48,97,3,81,2
CLI-01236,62,6976281.43,3619548.02,40,2,104,1
CLI-01237,19,5010407.96,3724178.09,49,5,66,1
CLI-01238,44,3580466.31,2239972.89,57,3,113,1
CLI-01239,48,3388378.41,1325688.02,60,4,114,1
CLI-01240,68,7645112.41,2397325.96,52,1,31,1
CLI-01241,68,6534709.08,3264181.81,64,0,61,1
CLI-01242,53,1417156.9,851262.03,97,3,64,1
CLI-01243,53,7912857.54,6028815.61,58,2,101,2
CLI-01244,43,9636957.32,3566802.93,99,2,105,2
CLI-01245,60,3924982.93,2904932.82,89,1,105,1
CLI-01246,44,6239552.1,4833500.08,66,5,98,1
CLI-01247,22,4458392.19,1707020.81,86,3,34,1
CLI-01248,37,6882275.24,5288181.15,24,1,115,1
CLI-01249,28,2934780.44,2480768.33,36,6,55,0
CLI-01250,27,5342819.55,3738698.66,77,2,59,2
CLI-01251,57,7658891.08,5603423.36,89,0,3,2
CLI-01252,55,8218565.83,6960536.79,73,5,17,2
CLI-01253,23,6438290.8,4075532.64,39,0,78,1
CLI-01254,25,4754100.33,2231277.61,45,2,78,1
CLI-01255,40,1996277.61,1518452.51,76,3,46,1
CLI-01256,64,3833390.64,2445577.41,95,2,38,2
CLI-01257,43,4467598.51,2768380.85,95,2,35,1
CLI-01258,63,3964985.68,1742609.44,58,7,1,1
CLI-01259,60,5631016.53,4031716.88,85,2,112,1
CLI-01260,29,4747846.98,1637613.14,64,5,29,1
CLI-01261,43,5878667.02,4752066.86,94,3,4,1
CLI-01262,30,8145780.06,3903481.46,65,3,61,2
CLI-01263,57,4605783.11,1705411.22,77,2,97,1
CLI-01264,35,2457692.65,1335268.33,53,2,17,0
CLI-01265,42,3956243.28,1279284.7,40,2,28,1
CLI-01266,50,6783894.63,4589605.97,67,5,50,1
CLI-01267,64,6991476.33,5568627.21,96,2,90,2
CLI-01268,57,6393387.43,4862136.96,62,5,8,1
CLI-01269,60,8361622.07,3094245.09,93,5,34,2
CLI-01270,29,5090001.25,1880496.51,88,2,59,1
CLI-01271,61,10014765.53,7484925.25,32,3,18,2
CLI-01272,53,7300011.7,5900890.37,37,4,95,1
CLI-01273,65,1400000.0,774715.77,25,3,59,1
CLI-01274,21,9461448.99,5434979.07,46,2,27,2
CLI-01275,22,3812629.46,1811167.22,30,6,16,2
CLI-01276,54,3224977.38,2553684.84,88,1,10,2
CLI-01277,25,6652296.44,4355235.85,26,3,104,1
CLI-01278,59,1676002.96,768511.66,46,3,76,2
CLI-01279,66,3969967.69,1843377.4,86,3,22,2
CLI-01280,45,8925616.79,7052665.72,28,2,16,2
CLI-01281,48,6723678.67,2067522.54,39,5,12,0
CLI-01282,26,7286927.52,3479505.09,54,2,75,1
CLI-01283,68,4054796.68,2452731.0,27,1,84,1
CLI-01284,46,2115586.0,807137.53,87,2,51,2
CLI-01285,31,7054998.34,2473865.61,71,1,1,1
CLI-01286,57,7546563.54,5647863.11,45,0,27,2
CLI-01287,58,7446985.45,5897434.69,93,3,67,1
CLI-01288,39,5959952.31,4487745.94,61,3,12,1
CLI-01289,28,3372449.86,2678849.36,28,4,30,0
CLI-01290,40,10863093.09,6563606.68,53,1,9,1
CLI-01291,18,6555532.37,4895291.13,16,3,53,1
CLI-01292,63,5117449.39,2616160.14,53,3,61,1
CLI-01293,54,5127211.68,3417016.5,77,0,54,2
CLI-01294,38,5829114.45,4918953.85,43,1,37,1
CLI-01295,43,7853138.18,3330910.51,75,4,65,2
CLI-01296,63,5917181.87,3044063.8,78,1,42,2
CLI-01297,53,7388728.94,4167435.65,64,2,49,1
CLI-01298,40,5833074.91,2192702.54,19,3,4,1
CLI-01299,18,5252821.44,1809971.17,51,1,64,1
CLI-01300,68,6910750.87,5226929.67,50,3,79,1
CLI-01301,57,6827229.27,5716008.3,86,2,51,1
CLI-01302,32,5126804.94,2679262.03,78,5,91,2
CLI-01303,38,3851744.69,1341206.04,19,1,72,1
CLI-01304,64,6251803.61,2101834.29,19,1,60,1
CLI-01305,26,5672367.07,4482446.34,69,5,87,1
CLI-01306,26,4279282.23,2375420.31,60,0,79,1
CLI-01307,27,3646718.94,1735893.0,30,2,91,2
CLI-01308,69,6403046.86,3598856.17,17,2,31,1
CLI-01309,43,6710209.13,3187800.61,74,3,103,1
CLI-01310,58,4707929.35,2678669.04,87,1,111,1
CLI-01311,52,4224138.52,3264228.46,94,4,72,2
CLI-01312,69,3673438.58,2298712.06,39,4,94,1
CLI-01313,42,6340960.87,4324913.08,94,2,58,1
CLI-01314,43,3731250.44,1867747.82,58,2,119,1
CLI-01315,28,10430496.05,7365789.27,18,2,106,2
CLI-01316,55,4597380.84,3064795.19,26,2,82,1
CLI-01317,19,1400000.0,512062.74,78,5,4,0
CLI-01318,24,5433622.33,3341425.45,67,4,111,1
CLI-01319,35,5339326.34,2355758.42,66,0,107,1
CLI-01320,44,7945780.85,5897776.64,71,3,22,1
CLI-01321,51,6133877.72,3277120.72,61,3,3,1
CLI-01322,44,3665562.6,3105011.17,70,2,79,1
CLI-01323,34,4869937.88,1708740.63,49,2,99,1
CLI-01324,60,6220323.5,4535805.93,47,3,47,0
CLI-01325,61,1400000.0,938750.33,52,6,38,0
CLI-01326,68,8444967.82,6098316.96,72,1,33,2
CLI-01327,41,3671426.25,1722418.01,28,0,78,1
CLI-01328,42,8617496.41,4917401.71,59,1,48,2
CLI-01329,24,6363423.31,4696713.48,42,1,65,1
CLI-01330,69,6885107.1,2946121.72,22,0,117,1
CLI-01331,23,8028731.56,3406737.39,87,1,113,2
CLI-01332,41,6760890.52,4077344.5,71,4,26,1
CLI-01333,50,6980349.68,4104166.18,52,1,8,1
CLI-01334,66,5138283.83,2339174.73,58,6,50,1
CLI-01335,46,6318771.1,2931540.82,45,1,80,1
CLI-01336,60,4207504.81,1905220.62,19,2,38,1
CLI-01337,39,4744495.58,3436588.24,15,3,10,1
CLI-01338,43,9822329.11,6468450.4,66,0,42,2
CLI-01339,45,3721974.11,2820621.6,10,6,37,1
CLI-01340,67,5839497.68,4884799.17,80,4,26,1
CLI-01341,38,5749631.88,3224338.15,67,1,92,1
CLI-01342,66,4816340.16,1621573.28,30,2,12,1
CLI-01343,24,6631682.06,2164917.72,89,7,84,1
CLI-01344,34,6797388.6,3144579.17,65,2,49,1
CLI-01345,37,3463197.8,2815231.84,96,2,14,2
CLI-01346,58,5722984.77,3363782.62,29,5,46,1
CLI-01347,66,3118791.85,1401842.62,63,4,35,1
CLI-01348,37,7234806.96,3758784.17,34,1,29,1
CLI-01349,39,5888272.08,3705061.6,37,4,12,1
CLI-01350,45,5681125.75,3744556.74,14,2,116,1
CLI-01351,57,6949868.97,2673306.92,30,5,82,1
CLI-01352,66,4893877.36,4097973.47,27,2,44,1
CLI-01353,24,7510848.31,4503690.35,56,1,66,2
CLI-01354,18,3413421.28,1278765.15,79,0,2,2
CLI-01355,49,8606128.34,6811745.33,66,2,59,2
CLI-01356,30,4287995.4,1462425.71,28,1,17,2
CLI-01357,47,1768406.05,1413406.47,74,1,10,1
CLI-01358,40,4777223.2,4051616.08,12,1,18,2
CLI-01359,68,4527669.97,3102529.2,51,3,22,1
CLI-01360,36,4760637.23,3445492.02,30,6,83,1
CLI-01361,49,6009625.63,2917772.76,49,2,58,1
CLI-01362,47,7915253.19,6473626.51,76,0,53,2
CLI-01363,46,5078246.99,3002984.19,34,1,1,1
CLI-01364,66,3978441.35,2796102.87,64,2,88,1
CLI-01365,62,3021597.01,2442233.71,93,5,61,2
CLI-01366,46,4469997.86,3738478.18,61,4,100,2
CLI-01367,47,1400000.0,1061567.35,53,1,89,1
CLI-01368,33,3904707.19,1822169.21,94,2,100,1
CLI-01369,57,8236918.57,6849830.82,65,4,31,2
CLI-01370,36,3688609.75,2380871.23,64,3,31,1
CLI-01371,35,6883174.89,5588128.68,96,2,66,1
CLI-01372,18,2801739.4,1882370.37,79,2,19,2
CLI-01373,31,9396410.98,4406742.25,86,2,53,2
CLI-01374,68,9542734.81,4804895.69,96,0,76,2
CLI-01375,64,6800247.42,4098913.58,82,5,74,1
CLI-01376,67,9880755.72,7257495.73,90,3,95,2
CLI-01377,19,6282744.54,2983615.09,75,3,109,1
CLI-01378,45,7190737.65,4450003.39,28,2,22,1
CLI-01379,66,8276254.53,4056140.59,92,5,23,2
CLI-01380,67,5895380.6,4413713.3,16,2,116,1
CLI-01381,47,2084769.58,1160592.17,72,2,87,1
CLI-01382,55,7235719.38,2476045.48,51,2,15,1
CLI-01383,68,4461908.89,1746073.84,51,0,26,1
CLI-01384,21,4625434.39,1543079.91,68,3,3,1
CLI-01385,18,6155368.82,3536977.23,29,4,87,2
CLI-01386,25,6745817.94,2418278.01,82,1,20,1
CLI-01387,46,5830296.19,2115097.26,26,4,109,2
CLI-01388,56,6898604.98,5640137.61,36,3,40,1
CLI-01389,20,3944914.31,3076876.51,56,2,39,1
CLI-01390,49,5406051.65,2966017.42,11,5,72,1
CLI-01391,27,7367987.99,6205267.37,72,3,18,1
CLI-01392,27,9400140.59,2821006.54,71,2,41,2
CLI-01393,36,10178158.3,6490496.54,28,4,70,2
CLI-01394,63,6452548.7,4123407.67,26,2,27,1
CLI-01395,51,7348021.62,4053122.29,78,2,100,1
CLI-01396,50,9859474.16,5110376.3,48,3,15,2
CLI-01397,40,4024160.72,2215142.43,91,5,37,1
CLI-01398,45,6885339.68,3637030.86,80,2,58,1
CLI-01399,49,7190354.49,5045981.27,90,2,5,1
CLI-01400,67,8685295.16,3252169.6,48,2,103,2
CLI-01401,24,2998288.96,1225405.41,45,4,73,2
CLI-01402,46,3433307.28,1370868.19,49,4,7,2
CLI-01403,25,5547040.86,2464876.54,54,1,41,2
CLI-01404,18,6331000.86,3728276.58,13,1,84,2
CLI-01405,20,7970300.7,2878592.15,34,1,10,2
CLI-01406,41,6638596.31,5161462.91,78,0,62,2
CLI-01407,40,5166890.89,2395106.29,39,5,26,1
CLI-01408,25,6416215.18,2498447.84,85,0,68,2
CLI-01409,64,6162297.85,4138548.21,77,3,102,1
CLI-01410,54,9339036.15,2997339.98,97,4,24,2
CLI-01411,20,5864449.68,3759010.85,38,3,78,1
CLI-01412,68,4657216.49,3185578.63,82,1,41,1
CLI-01413,50,6489139.87,2713784.85,77,3,65,1
CLI-01414,45,5936667.7,1918020.03,60,2,17,1
CLI-01415,64,2043814.62,1021917.42,33,2,109,2
CLI-01416,25,5465565.46,1936049.91,23,1,24,1
CLI-01417,51,5278375.86,1921660.39,78,2,27,1
CLI-01418,52,4303481.9,1892859.3,27,3,7,1
CLI-01419,49,7778283.23,3597513.23,51,3,73,2
CLI-01420,41,3771504.89,2230783.62,66,3,107,1
CLI-01421,31,6502360.96,4376840.19,92,1,99,1
CLI-01422,49,5174714.6,3239495.62,21,5,12,1
CLI-01423,63,5736929.01,2189201.7,91,3,85,2
CLI-01424,60,6405929.84,2528083.03,26,2,3,1
CLI-01425,33,2623336.36,2054919.94,39,2,79,2
CLI-01426,21,5921653.96,3594999.25,97,5,85,1
CLI-01427,69,10535684.48,8201670.13,84,3,10,2
CLI-01428,54,2075120.64,1046588.3,32,4,33,0
CLI-01429,38,5373262.48,3427711.62,90,3,46,2
CLI-01430,31,7971126.51,4687140.99,10,5,59,2
CLI-01431,48,6163562.35,2930884.34,88,2,52,1
CLI-01432,65,7013527.29,3916728.54,41,7,6,1
CLI-01433,35,1400000.0,806917.98,18,4,2,0
CLI-01434,24,6816148.62,2797511.23,24,1,29,1
CLI-01435,27,3824285.95,1809865.14,37,1,119,1
CLI-01436,24,6181730.03,4545273.79,33,2,40,1
CLI-01437,50,5435243.59,4368215.76,69,2,97,1
CLI-01438,40,10512332.66,5233951.16,44,3,61,2
CLI-01439,38,6702729.71,3142472.64,95,3,68,1
CLI-01440,36,5252227.58,2139539.24,36,2,68,1
CLI-01441,65,2178675.93,1466619.59,92,3,29,1
