temperatura_c,presion_bar,flujo_l_min,rpm_motor,concentracion_reactivo,eficiencia_proceso
50.03,10.76,77.56,1909.5,0.697,87.28
154.71,5.19,19.66,2861.6,0.106,20.0
92.93,7.3,29.9,1282.4,0.391,47.89
91.63,8.24,78.95,1688.5,0.127,56.96
99.8,5.85,80.97,1724.8,0.825,60.39
131.93,10.99,46.31,2806.4,0.609,43.69
107.47,5.31,38.09,1886.3,0.911,52.72
131.72,2.81,31.21,2639.0,0.068,41.19
69.08,3.01,47.41,3516.8,0.431,86.11
176.12,10.85,80.09,3103.8,0.144,33.05
144.85,11.87,21.24,1999.0,0.365,34.05
82.53,4.53,41.49,2333.8,0.196,69.7
144.14,3.01,78.37,1681.6,0.346,54.01
124.75,6.56,36.18,1237.7,0.787,23.13
64.19,8.95,67.61,1895.3,0.195,71.28
73.17,7.93,39.19,2086.6,0.476,67.46
55.37,11.49,70.37,2554.5,0.879,86.51
155.2,10.09,83.58,3465.8,0.949,27.16
121.72,10.62,39.09,3474.8,0.276,35.89
91.18,7.19,73.38,1368.2,0.892,57.11
66.42,4.94,84.13,2675.1,0.285,85.19
112.93,8.87,83.79,1301.6,0.422,47.24
118.28,6.11,42.53,2755.4,0.84,38.37
141.25,4.52,46.43,1482.5,0.758,32.97
176.09,3.1,32.76,3471.4,0.822,30.99
106.54,7.04,33.55,3274.4,0.77,40.52
102.78,7.74,46.94,1253.6,0.262,42.4
98.09,7.47,25.04,3077.1,0.553,49.55
157.5,2.72,63.33,2726.2,0.397,43.49
70.32,7.48,50.22,2388.9,0.464,69.82
94.7,3.27,77.36,2646.3,0.189,77.3
144.25,8.47,70.79,2827.8,0.334,29.3
52.04,6.01,34.19,3322.7,0.822,65.51
87.62,10.41,47.94,3041.7,0.858,65.44
133.39,9.67,66.29,2580.9,0.599,40.23
74.17,9.11,24.49,3179.1,0.498,63.27
89.35,8.86,12.37,3568.6,0.692,47.55
113.19,7.39,73.92,1920.4,0.598,48.33
104.86,2.14,20.32,1484.2,0.935,59.61
63.78,8.38,76.71,2955.5,0.221,69.14
171.97,6.4,78.52,3548.6,0.454,26.34
55.76,6.43,44.55,1480.1,0.876,65.96
147.47,5.48,70.51,2236.1,0.873,34.61
59.28,11.26,37.24,1349.4,0.496,74.72
110.75,4.12,74.37,3063.7,0.171,63.36
72.8,4.82,71.85,3476.9,0.783,74.74
68.34,11.61,15.89,2397.6,0.577,76.25
66.37,10.01,53.7,2182.9,0.746,78.97
108.86,1.65,58.0,3378.5,0.466,72.83
117.01,11.01,10.06,1520.1,0.233,43.15
67.34,3.88,83.49,3339.8,0.072,83.44
177.32,8.91,40.49,2141.1,0.553,25.07
83.51,7.31,48.8,2542.6,0.195,64.44
109.65,7.14,24.61,2467.9,0.218,40.15
78.12,9.04,55.82,2678.4,0.443,70.43
114.21,3.68,70.8,3461.1,0.448,59.81
148.28,3.17,53.94,3482.7,0.297,40.52
117.74,8.35,69.1,3194.8,0.169,36.98
87.13,4.55,64.83,1659.7,0.9,70.88
82.29,11.73,27.82,2000.4,0.168,73.71
148.66,6.24,42.69,2370.8,0.366,24.45
65.37,2.67,21.15,3373.1,0.324,79.99
98.1,8.7,13.15,2450.1,0.83,41.87
69.69,4.71,14.73,3545.8,0.419,72.06
83.54,3.06,80.69,3561.2,0.162,78.86
69.85,5.94,83.84,2636.6,0.059,78.67
165.28,11.62,17.12,3306.0,0.7,24.17
145.15,5.82,35.14,3598.1,0.693,22.56
122.92,5.15,18.58,3239.3,0.426,37.9
79.18,6.17,72.57,2776.6,0.164,75.71
116.33,1.63,47.22,3228.3,0.384,69.13
117.71,2.9,56.59,1398.4,0.581,59.65
126.75,10.42,50.49,2723.6,0.684,42.54
57.81,11.77,63.27,1719.7,0.12,85.06
176.48,3.16,33.93,1478.6,0.551,42.55
110.51,7.12,20.31,3342.9,0.299,36.31
170.45,11.65,11.32,2735.1,0.606,25.14
51.28,3.14,43.43,1784.5,0.633,88.85
82.18,3.46,78.09,2128.3,0.87,82.68
63.52,11.23,32.89,3535.9,0.419,73.95
150.05,8.91,24.7,3269.2,0.534,20.05
91.62,3.1,79.45,1237.4,0.291,78.99
159.26,5.63,17.91,3551.5,0.308,20.0
158.21,2.09,13.89,2084.5,0.091,34.78
136.81,6.04,75.96,2869.0,0.307,34.22
136.55,9.67,62.57,2910.4,0.107,33.83
141.02,7.32,41.66,3388.0,0.918,20.0
137.59,8.3,66.43,3324.1,0.612,25.9
100.3,4.93,65.61,1876.2,0.206,68.9
138.77,3.19,13.0,2744.5,0.155,36.39
166.66,1.64,60.72,2144.9,0.383,51.57
93.23,10.12,58.07,2461.3,0.327,64.62
172.84,8.18,82.28,2531.2,0.301,29.5
51.77,3.91,82.5,2151.2,0.471,93.91
95.38,5.89,38.33,2313.3,0.872,51.99
67.17,9.92,54.24,1700.0,0.561,77.03
66.46,7.16,20.6,2658.4,0.519,63.45
156.01,4.65,14.98,3021.5,0.776,25.1
169.39,4.31,42.46,2231.4,0.054,27.23
151.11,3.78,61.74,3546.4,0.228,33.99
176.96,10.15,52.58,1337.3,0.497,25.93
78.12,7.61,42.22,2614.0,0.685,64.84
68.3,8.95,71.36,2600.6,0.487,78.04
117.69,10.53,69.58,1287.1,0.197,43.03
157.77,11.86,64.9,1739.0,0.887,37.4
55.18,4.12,15.78,3373.3,0.346,71.47
179.42,3.4,69.74,2506.8,0.759,42.34
128.29,6.35,78.96,2247.3,0.852,41.02
177.26,1.87,14.46,2197.2,0.362,44.77
97.46,9.81,40.13,3331.6,0.811,52.11
109.54,10.78,84.13,2080.9,0.69,65.91
147.81,8.7,54.94,3262.0,0.864,20.0
153.05,4.31,48.52,1942.1,0.276,30.85
80.29,2.79,23.31,2475.6,0.888,80.02
170.87,5.51,52.41,1545.2,0.109,21.51
162.77,10.25,42.93,3180.1,0.764,24.39
52.37,5.15,19.56,2966.3,0.442,70.01
66.71,1.86,44.82,2472.2,0.21,92.46
114.49,4.38,22.33,1262.2,0.121,44.62
109.92,11.89,64.8,2355.0,0.401,65.35
142.09,8.61,83.02,1740.5,0.4,36.01
61.66,10.96,45.22,2192.1,0.257,81.2
133.83,9.64,57.43,3255.4,0.244,30.54
130.13,7.17,42.32,3047.0,0.41,34.09
80.37,3.06,20.38,1780.7,0.419,79.07
120.51,5.16,82.79,3563.9,0.448,47.71
78.89,7.63,19.72,3367.7,0.832,52.71
69.1,10.64,18.37,2468.8,0.6,73.34
124.51,4.32,44.44,2472.4,0.068,40.5
177.07,2.77,59.42,3363.0,0.517,45.15
80.8,7.37,36.62,2726.7,0.736,62.5
96.19,3.35,24.44,2488.1,0.101,64.13
83.35,7.91,71.42,2998.0,0.43,63.91
84.64,4.27,37.23,1764.2,0.456,71.75
102.54,3.93,24.57,3308.1,0.909,54.17
141.24,5.69,37.38,2475.4,0.478,31.11
55.04,7.73,26.09,2648.4,0.725,66.29
174.43,7.23,48.96,1415.9,0.323,20.0
56.02,4.07,60.12,1942.8,0.751,82.84
164.56,10.86,69.97,2224.2,0.34,34.99
166.27,2.65,27.07,2193.4,0.437,40.66
118.18,1.91,22.52,3067.9,0.482,60.91
67.81,7.83,11.47,1877.6,0.884,59.6
123.47,2.8,27.11,1637.1,0.098,46.8
131.72,6.8,11.79,2598.3,0.227,24.31
161.51,11.49,35.91,2676.0,0.685,29.82
121.62,8.84,20.93,1491.8,0.57,31.35
103.39,7.98,53.49,1205.9,0.276,42.07
158.98,7.54,38.78,3402.4,0.31,20.0
177.52,3.39,17.02,1391.1,0.381,33.17
133.86,6.04,39.99,3354.9,0.455,30.04
163.67,5.1,25.7,2158.1,0.786,26.35
127.84,11.51,61.01,2767.3,0.062,43.29
139.67,4.04,37.33,1645.5,0.858,30.8
139.46,6.45,21.03,3177.4,0.422,21.73
141.62,11.35,36.22,1632.5,0.257,31.27
91.73,9.79,26.83,2127.6,0.508,57.96
124.84,11.63,69.68,1771.3,0.644,47.05
127.24,7.89,83.75,3210.0,0.09,34.53
90.96,5.0,11.91,3260.0,0.694,56.75
95.48,10.18,61.75,2092.9,0.735,65.92
149.09,4.56,29.8,1937.7,0.2,29.82
125.75,3.23,14.98,3056.6,0.201,43.44
69.4,8.92,11.08,3308.4,0.233,59.98
158.89,8.21,76.08,2697.6,0.767,27.87
164.8,10.73,36.52,3425.8,0.295,20.94
110.6,11.6,84.59,2119.3,0.766,65.84
77.16,10.5,43.18,1564.5,0.536,74.18
173.19,2.13,24.07,1631.1,0.74,39.01
164.7,8.48,68.29,2807.6,0.548,23.67
81.77,9.74,79.49,2178.1,0.352,71.78
62.43,11.81,71.17,1575.2,0.87,80.17
107.28,5.43,65.89,1901.3,0.694,51.59
137.93,3.28,35.1,2473.5,0.486,44.17
72.8,10.46,14.84,1491.5,0.624,64.69
116.72,4.83,25.1,1208.3,0.604,37.53
105.3,7.78,43.51,3401.5,0.372,42.31
165.77,5.59,81.71,1931.7,0.431,30.95
105.84,5.72,64.21,1731.6,0.336,51.41
119.39,9.19,72.12,2876.4,0.95,39.74
174.19,5.3,30.8,3248.2,0.572,24.64
88.96,8.78,61.29,2717.5,0.133,59.06
87.57,1.65,74.68,1810.8,0.517,95.3
153.95,4.91,45.96,3267.9,0.095,23.87
86.08,4.85,42.24,2425.0,0.31,72.44
158.14,9.36,63.96,2114.9,0.451,28.01
62.42,4.8,51.99,2651.3,0.531,83.52
64.46,8.15,84.49,2881.5,0.929,68.39
167.17,8.73,41.88,2625.2,0.934,20.0
120.31,8.41,23.2,3408.6,0.138,26.23
143.45,7.83,45.4,2707.2,0.534,28.38
79.29,5.84,27.64,3308.6,0.785,59.63
71.62,5.42,52.09,2608.7,0.264,79.18
158.54,7.43,19.43,1991.2,0.726,20.0
96.62,2.17,81.25,2477.5,0.841,81.97
109.15,10.7,74.49,1407.2,0.646,58.91
53.64,10.17,21.67,1752.4,0.345,67.32
100.16,5.14,22.93,3039.0,0.881,47.83
150.16,7.45,48.43,2787.5,0.845,23.47
156.77,11.29,67.97,1599.6,0.694,35.34
140.84,4.35,26.43,2251.2,0.377,35.56
139.98,9.3,14.57,1540.8,0.763,20.0
115.81,2.37,50.92,3254.0,0.334,64.89
119.98,7.0,61.87,1462.0,0.278,37.12
146.54,10.78,28.33,2770.2,0.514,30.51
82.15,7.29,65.48,2656.8,0.947,59.66
80.1,7.97,81.3,2334.7,0.774,70.19
173.49,11.03,20.28,1867.8,0.707,25.6
53.6,9.01,48.33,2169.5,0.457,74.74
68.13,8.81,14.26,3135.3,0.331,61.97
124.14,7.66,25.5,3027.7,0.82,26.91
145.92,8.15,16.74,2973.1,0.561,20.0
119.93,9.94,40.3,2999.6,0.782,41.73
96.16,11.78,71.56,1545.3,0.489,69.05
177.14,9.85,53.28,1437.8,0.729,22.59
141.5,8.93,26.69,3267.6,0.831,20.0
158.08,2.92,13.01,3209.2,0.402,30.57
55.23,10.08,51.5,2835.2,0.062,73.99
80.67,9.23,19.96,2654.2,0.279,61.98
98.64,9.59,35.71,2080.5,0.873,53.86
73.74,3.93,48.26,1737.8,0.669,86.0
59.48,10.99,77.78,2802.4,0.713,86.81
79.26,2.52,16.14,3391.3,0.343,76.58
119.37,4.16,60.15,2248.8,0.681,57.72
140.45,8.46,11.06,1927.7,0.632,20.0
150.62,8.57,57.24,1849.8,0.211,23.76
55.58,4.79,51.36,1256.9,0.922,73.41
105.64,8.87,70.89,2448.8,0.369,57.52
65.89,5.57,49.87,3571.8,0.346,73.04
106.06,1.5,36.45,3156.6,0.382,70.98
106.42,3.21,28.21,3353.9,0.133,58.1
114.77,10.77,16.39,2690.8,0.612,45.87
166.07,3.84,50.1,2355.5,0.265,37.03
154.66,2.69,76.62,3577.1,0.773,42.51
132.77,8.66,48.61,2273.2,0.405,33.83
165.1,6.13,65.43,3400.4,0.463,23.89
138.2,9.86,32.38,3028.4,0.632,24.47
156.45,10.55,43.61,1994.3,0.736,27.73
123.29,10.38,34.35,2407.3,0.258,41.26
118.28,4.79,18.19,2122.4,0.92,39.42
144.13,6.81,41.27,1526.9,0.61,23.25
52.56,8.33,67.32,2056.2,0.055,69.33
139.75,4.88,39.62,3333.5,0.424,30.83
171.49,1.93,58.76,3006.3,0.443,51.97
142.81,6.7,66.9,1866.2,0.778,34.16
54.78,1.63,34.21,2083.0,0.325,97.02
99.13,11.48,69.81,2679.4,0.348,69.77
155.25,9.87,35.42,2198.7,0.113,21.01
174.62,3.52,29.21,2407.3,0.305,35.98
98.12,4.52,26.68,2875.6,0.695,62.01
159.36,11.82,24.99,2321.4,0.621,33.05
162.3,5.42,65.28,1658.3,0.123,26.71
66.03,9.73,76.56,2449.4,0.153,81.45
159.95,6.19,27.3,2054.7,0.389,20.0
92.15,10.57,16.39,1897.8,0.719,57.01
127.12,8.89,33.53,1987.5,0.8,32.55
120.07,1.74,59.34,2253.6,0.063,62.81
136.2,4.59,37.64,3327.9,0.346,35.52
146.26,7.36,51.19,2961.7,0.432,24.31
107.31,11.22,65.82,2802.9,0.87,63.22
165.48,2.57,40.64,2331.0,0.501,46.25
155.23,7.81,84.98,1204.4,0.293,22.76
152.1,4.67,32.35,2017.3,0.401,34.38
109.57,10.84,83.37,3151.7,0.443,61.77
54.88,9.53,25.23,2131.6,0.653,69.91
113.99,5.38,18.32,2553.2,0.087,43.48
166.8,3.25,66.31,1691.4,0.401,38.48
74.76,1.62,62.67,3398.1,0.632,93.02
177.74,8.02,70.84,3415.6,0.305,22.94
155.0,5.76,35.77,1550.6,0.583,21.23
142.28,4.8,79.81,2938.0,0.372,39.55
138.03,11.85,18.96,1380.6,0.733,31.72
126.31,6.39,12.27,2636.5,0.105,22.43
143.69,9.37,32.54,1628.8,0.876,22.83
104.85,3.36,69.8,1549.7,0.204,71.22
159.89,1.64,60.47,1209.9,0.193,42.0
140.52,5.88,42.72,3458.1,0.807,22.1
150.26,8.49,29.22,3190.2,0.832,20.0
153.02,6.82,14.45,1385.9,0.134,20.0
61.97,10.85,35.31,2638.5,0.868,77.97
57.23,6.06,44.5,1759.0,0.296,71.78
154.13,4.77,61.53,1833.6,0.607,32.82
83.72,11.12,58.45,3298.0,0.112,68.86
125.66,5.77,81.05,1474.4,0.393,41.8
107.68,4.33,17.53,2643.6,0.456,50.92
52.87,2.53,35.23,2163.0,0.59,91.19
55.24,9.83,46.12,1657.9,0.523,70.79
157.53,10.16,60.3,2284.6,0.465,32.04
129.0,1.85,47.16,3457.2,0.914,51.67
118.1,5.27,78.46,3075.9,0.217,48.3
172.77,9.37,55.65,1517.1,0.192,20.69
72.5,11.44,12.97,3238.6,0.692,70.31
83.54,5.47,18.52,3449.9,0.117,52.92
148.38,10.66,66.51,1864.7,0.485,29.89
150.78,5.63,63.68,2000.2,0.486,29.42
102.64,3.38,21.51,1503.1,0.329,58.38
173.63,1.54,14.42,2027.9,0.887,38.57
171.97,4.97,53.4,2815.5,0.304,31.22
51.61,5.47,57.68,1853.2,0.31,80.74
72.4,11.42,20.15,1216.4,0.261,65.05
156.63,3.66,45.52,2012.5,0.181,33.03
93.58,5.51,32.94,2287.6,0.378,59.35
62.41,1.76,79.85,2559.3,0.663,98.5
152.05,9.52,26.44,2841.2,0.718,20.81
109.1,11.11,64.99,1348.3,0.782,55.29
114.01,4.0,48.86,2327.4,0.228,52.0
74.23,6.0,10.86,1839.3,0.082,61.08
135.92,2.78,48.77,3475.1,0.927,41.92
121.66,6.3,17.46,2063.8,0.063,31.51
76.87,2.9,59.43,1440.3,0.915,74.91
94.24,7.0,52.41,1299.6,0.796,53.11
127.59,9.21,10.78,1837.0,0.871,21.55
170.23,7.31,25.35,1629.3,0.398,20.0
169.65,4.07,68.22,2759.5,0.227,41.19
87.43,5.21,30.68,3232.7,0.596,64.15
145.63,8.21,47.45,1950.1,0.717,21.73
150.82,7.69,33.4,2586.7,0.168,20.0
155.15,2.94,79.11,2952.7,0.768,47.31
124.2,10.37,50.24,2156.4,0.238,41.26
51.37,6.49,62.21,1359.2,0.493,72.76
149.02,3.2,16.26,1750.0,0.821,31.42
63.86,2.79,13.03,3319.4,0.224,80.35
65.19,11.64,29.44,3178.8,0.268,77.76
128.73,4.46,33.19,1407.7,0.106,34.9
177.86,11.04,61.58,1737.5,0.182,36.7
81.53,5.81,52.68,3046.0,0.182,68.16
133.96,5.55,38.09,2366.2,0.233,35.57
89.47,8.86,59.06,3023.9,0.308,59.94
166.83,1.6,22.27,1706.6,0.783,35.4
127.16,5.05,14.76,3486.5,0.874,26.57
76.97,4.68,74.09,3080.7,0.416,79.36
84.08,10.62,52.3,1673.9,0.165,68.56
106.22,7.06,58.68,2540.3,0.251,50.21
65.87,5.33,33.04,1471.4,0.713,72.58
60.24,4.29,37.9,2067.4,0.66,76.94
138.41,7.7,16.18,2783.1,0.92,20.0
102.93,3.09,74.27,1992.3,0.063,71.63
144.41,4.09,54.43,2776.2,0.726,36.94
64.31,4.58,16.27,1787.5,0.505,76.37
129.28,7.88,70.34,2930.9,0.862,35.29
107.63,5.42,43.31,2063.0,0.569,52.6
57.54,6.81,67.38,3097.2,0.452,81.32
120.82,8.33,10.95,1528.1,0.649,25.06
60.76,11.54,12.16,2068.7,0.8,71.53
157.6,9.53,22.81,2313.4,0.304,20.0
132.15,5.76,25.82,2217.2,0.147,29.4
122.41,9.36,67.3,2239.4,0.44,40.61
67.35,11.47,63.0,2267.5,0.243,86.18
87.37,6.74,56.21,3573.1,0.437,64.38
114.07,5.81,76.36,1663.6,0.942,42.52
132.33,2.32,28.54,3044.8,0.567,50.57
73.82,10.87,77.83,2524.3,0.674,85.59
51.15,4.09,78.21,2192.7,0.66,92.96
94.82,2.17,42.57,2720.5,0.789,83.56
112.77,7.14,17.08,3248.5,0.9,29.95
73.98,10.38,64.49,2319.9,0.643,83.16
113.98,5.77,35.27,3275.5,0.478,42.61
94.0,9.72,69.62,1425.1,0.336,59.59
109.16,10.28,22.28,2767.4,0.374,52.61
95.17,6.27,50.46,1999.6,0.351,58.36
131.7,7.71,48.11,2128.1,0.342,34.16
55.58,7.11,17.52,2570.4,0.675,64.37
72.22,11.36,37.25,2351.8,0.579,76.09
106.26,9.12,16.36,2116.3,0.232,39.55
96.32,11.22,44.86,1940.0,0.923,62.95
100.91,3.81,73.22,2684.0,0.435,71.04
154.49,4.76,30.27,2413.4,0.559,29.13
165.22,2.24,67.36,1975.9,0.682,46.8
82.33,6.75,23.76,1691.9,0.602,56.42
158.73,10.68,60.53,3058.7,0.33,28.65
109.64,4.93,78.67,3119.3,0.768,58.37
85.6,2.85,34.29,1713.1,0.149,68.17
178.11,2.22,77.53,1828.0,0.562,54.59
157.22,6.2,47.91,1773.9,0.296,20.0
179.25,3.22,33.76,3323.0,0.604,32.98
71.86,5.13,77.24,3057.9,0.246,75.42
68.7,10.11,12.4,1379.0,0.745,62.45
115.44,5.53,12.1,3198.4,0.255,40.7
133.02,7.9,54.99,1288.4,0.851,22.97
72.24,6.77,69.76,1807.7,0.825,71.02
161.86,9.04,66.37,3405.6,0.376,23.37
119.16,3.14,15.96,3274.4,0.397,51.55
103.42,11.16,81.27,3075.4,0.681,63.96
128.27,8.26,62.73,2298.1,0.131,37.6
132.54,4.35,81.18,1971.4,0.123,45.18
55.56,2.79,34.68,3315.7,0.173,84.3
179.99,3.07,62.05,2777.0,0.556,46.04
97.31,9.72,74.5,1909.2,0.184,59.9
58.0,7.68,38.53,2311.7,0.3,71.26
160.8,5.5,82.36,3315.6,0.632,32.2
179.09,5.0,29.87,3368.3,0.064,20.0
156.13,10.49,33.67,2782.3,0.212,25.42
160.74,10.69,79.02,2958.1,0.887,36.31
131.37,7.6,82.72,1294.3,0.647,33.46
169.9,7.01,31.39,2651.0,0.325,20.0
54.65,10.07,20.23,2853.6,0.091,65.06
149.67,9.37,66.93,1248.9,0.577,22.68
137.19,5.7,79.72,3225.3,0.251,32.97
56.45,2.37,55.05,3427.9,0.914,86.35
120.72,9.57,57.59,1771.0,0.668,41.55
116.96,3.27,67.22,3229.9,0.927,57.46
139.9,1.67,21.48,2797.2,0.814,44.64
60.08,10.35,83.01,2593.7,0.485,90.57
154.69,7.57,37.32,3223.5,0.653,20.0
68.12,10.86,57.12,1885.5,0.781,78.47
104.43,6.59,45.15,3098.1,0.57,47.89
164.57,11.23,45.11,1954.8,0.105,26.22
122.87,5.22,62.71,3089.9,0.473,45.53
99.35,9.11,84.6,2282.5,0.168,60.85
56.27,4.66,59.43,1480.7,0.693,81.69
137.4,1.51,69.55,2115.6,0.663,58.74
178.25,5.49,12.07,1760.4,0.944,20.0
168.53,9.25,70.78,1441.3,0.616,27.48
143.25,3.08,32.5,1464.7,0.77,34.65
63.69,6.8,19.5,3072.2,0.291,62.76
81.13,3.73,18.5,3315.4,0.356,71.05
74.29,2.28,60.99,3425.1,0.875,85.42
96.21,7.98,84.82,3249.5,0.73,55.33
80.62,11.5,59.96,3192.5,0.64,79.8
81.78,4.76,29.68,1365.2,0.279,57.67
130.17,7.6,25.25,3096.3,0.679,28.04
91.43,11.51,49.45,3079.9,0.848,70.35
138.03,8.33,14.88,1515.1,0.258,20.0
173.23,8.57,39.95,2788.8,0.686,20.0
133.0,3.38,59.97,2286.0,0.404,52.44
147.72,6.67,82.57,3360.0,0.157,23.81
147.71,5.35,41.92,2869.0,0.737,28.13
92.99,6.45,25.02,3482.4,0.2,49.49
51.94,9.91,71.3,1451.8,0.278,72.74
57.16,6.34,65.81,1297.5,0.755,69.93
86.67,2.16,74.48,3536.6,0.718,83.49
139.64,11.01,26.1,1392.5,0.279,30.79
167.87,7.22,40.36,2126.9,0.897,20.0
174.64,11.21,83.62,2759.9,0.244,40.71
53.36,7.51,21.85,3312.1,0.944,56.77
178.71,2.23,60.36,1811.0,0.714,47.48
91.92,7.31,27.79,1269.7,0.403,50.71
159.58,7.55,47.51,2451.1,0.167,20.0
73.44,3.75,70.04,2330.7,0.338,88.62
58.18,6.45,46.64,1936.5,0.224,73.47
99.19,6.32,70.41,3297.4,0.61,55.55
161.66,8.04,41.98,2998.4,0.371,20.0
78.71,4.23,84.95,3259.5,0.316,84.66
70.01,7.61,42.69,1588.3,0.731,65.1
168.27,4.03,21.2,2861.8,0.258,31.61
171.98,6.19,40.14,3540.2,0.578,20.0
51.63,2.79,65.69,2668.6,0.225,96.17
144.57,1.89,73.6,1611.3,0.693,55.77
90.2,4.87,44.51,3589.9,0.613,57.59
98.71,4.38,54.59,2468.0,0.768,65.39
110.98,5.77,73.37,3216.1,0.112,49.44
105.48,11.6,71.02,1558.5,0.239,65.53
116.95,6.98,59.33,2798.6,0.189,42.22
125.71,7.31,71.13,3390.3,0.222,37.47
110.53,11.39,53.19,2476.8,0.143,55.18
141.2,11.17,10.35,1892.8,0.556,27.01
143.42,10.78,13.1,1505.8,0.584,26.64
107.25,2.53,83.49,1910.3,0.809,74.74
68.52,8.16,20.87,2051.7,0.426,62.07
133.28,9.99,40.34,2903.9,0.529,38.22
150.48,10.27,80.04,1628.7,0.942,30.13
132.95,7.57,24.63,1454.7,0.529,24.39
126.45,1.68,73.28,2128.7,0.566,71.02
79.82,11.72,71.37,2300.8,0.946,78.4
133.87,6.46,83.97,2708.1,0.945,37.92
93.53,5.63,31.13,2898.1,0.432,60.24
169.54,5.65,33.65,3334.3,0.621,20.0
134.98,5.95,77.72,1893.5,0.483,39.47
86.16,4.04,27.56,2468.7,0.699,72.29
111.48,4.94,51.09,2078.5,0.895,53.33
160.06,11.85,63.05,1203.4,0.329,29.33
93.61,5.37,30.39,2590.6,0.787,54.65
118.31,7.03,80.38,3157.9,0.639,43.05
138.36,10.41,59.93,1287.5,0.302,30.99
148.09,7.04,13.54,1208.4,0.768,20.0
72.61,4.91,20.18,2946.8,0.434,69.93
123.47,7.0,24.31,2841.3,0.158,30.38
168.59,2.7,28.37,2174.0,0.944,38.23
175.89,2.87,64.8,2787.9,0.433,42.72
135.3,8.79,16.67,3488.1,0.537,20.0
177.88,11.13,36.29,1794.9,0.777,34.52
124.2,9.12,78.35,1790.2,0.915,36.36
107.54,2.28,51.75,1647.0,0.836,65.48
121.71,5.73,29.91,2937.6,0.523,40.18
65.04,1.53,81.78,2047.7,0.541,98.5
102.22,6.87,28.32,3572.9,0.303,44.44
109.59,3.53,77.88,2915.2,0.467,75.54
160.32,10.62,64.43,2081.7,0.902,28.69
148.62,2.6,65.54,1558.0,0.704,52.94
128.19,1.52,67.37,2620.9,0.061,58.7
95.15,6.24,47.99,1907.8,0.155,55.19
74.31,3.13,71.09,3373.2,0.881,81.19
95.21,9.25,72.71,2259.4,0.814,60.36
138.37,11.16,37.04,1902.4,0.488,36.24
84.19,1.94,40.03,2612.5,0.605,88.47
105.5,5.65,76.66,1528.7,0.311,53.47
100.28,11.97,49.35,2547.7,0.764,66.82
149.53,9.19,75.02,1334.7,0.593,24.82
164.89,11.51,57.01,2656.5,0.675,38.25
140.92,3.22,54.52,2472.4,0.387,48.12
94.41,3.82,12.32,2449.8,0.437,66.49
106.31,3.13,30.84,2842.0,0.237,63.15
68.64,4.67,47.65,1306.7,0.903,65.51
71.85,9.11,54.05,2303.4,0.902,71.43
71.36,3.23,57.28,2265.7,0.786,85.53
66.98,7.0,63.72,2303.5,0.892,72.22
73.35,4.33,59.22,3551.7,0.649,75.73
76.35,10.21,73.64,1534.3,0.261,71.89
64.54,1.57,32.16,2857.0,0.734,95.07
133.23,3.84,58.12,2164.8,0.343,45.2
178.75,7.86,13.84,2428.1,0.446,20.0
164.29,2.52,46.01,3029.7,0.297,41.91
55.93,6.4,30.1,1577.7,0.431,67.94
105.0,6.08,38.57,3032.6,0.661,51.63
161.71,10.45,36.6,1368.8,0.15,20.11
67.51,8.07,14.53,2359.9,0.145,59.91
160.19,8.22,45.0,2981.0,0.665,20.0
127.05,11.49,84.6,1662.1,0.752,50.99
171.07,11.81,32.42,3050.2,0.546,35.94
163.89,8.36,65.21,1600.4,0.213,20.0
138.01,6.98,51.08,3118.2,0.438,28.04
135.52,7.88,34.39,2325.4,0.732,27.98
77.71,5.52,16.72,2843.1,0.667,67.8
65.18,11.87,26.19,3401.8,0.149,71.82
104.0,8.9,68.64,2180.2,0.922,48.74
74.26,4.56,30.93,1759.1,0.251,69.24
63.31,2.11,20.82,3281.2,0.248,84.3
89.3,1.97,34.85,1587.9,0.464,81.26
161.86,3.65,53.8,2715.5,0.345,37.6
52.23,3.95,62.76,3415.8,0.936,80.76
88.04,5.86,39.05,2818.6,0.119,59.09
105.13,3.76,47.36,1669.6,0.326,64.38
116.37,8.12,44.12,1565.5,0.394,38.4
73.61,3.72,10.68,1805.5,0.494,71.45
175.35,3.47,39.67,2139.4,0.065,30.35
125.25,6.45,54.05,1582.0,0.124,35.35
117.87,10.83,52.75,3114.8,0.282,45.56
51.15,6.42,66.23,2056.9,0.549,79.48
113.14,5.85,60.28,3446.6,0.741,44.96
158.9,7.57,30.76,3222.0,0.668,20.0
78.55,4.2,29.17,3381.2,0.56,73.19
95.66,5.21,44.81,1906.8,0.408,61.36
52.67,3.75,64.97,2577.0,0.834,88.41
177.0,7.5,17.04,1971.5,0.464,20.0
58.66,8.82,81.12,1816.7,0.319,70.26
166.77,8.57,50.74,2657.0,0.616,24.25
90.69,4.18,32.98,3163.2,0.673,68.79
126.38,9.69,62.0,1424.6,0.409,36.2
138.31,4.19,13.35,1861.8,0.075,30.25
68.31,3.08,46.33,1692.3,0.135,81.28
107.69,5.17,46.45,3116.0,0.811,48.64
92.31,7.78,22.15,3440.1,0.101,44.42
57.36,2.99,72.8,1391.9,0.583,90.46
158.32,8.3,69.76,2110.1,0.215,23.97
55.87,10.56,21.45,3394.8,0.256,65.68
134.92,4.58,37.29,2027.1,0.296,34.58
90.83,6.23,17.53,2910.4,0.084,51.1
74.98,3.9,73.65,1441.6,0.21,81.85
