id_venta,fecha,id_cliente,categoria,producto,cantidad,precio_unitario,descuento,ciudad_venta,total_venta
VNT-0037924,2023-09-10 19:00:00,CLI-00023,Tecnología,Laptop Pro,19,4652655.48,0.05,Tunja,83980431.41
VNT-0037925,2023-11-16 10:00:00,CLI-00976,Servicios Cloud,Base de Datos RDS,17,849190.43,0.05,Medellín,13714425.44
VNT-0037926,2023-04-03 05:00:00,CLI-01404,Servicios Cloud,Instancia VM vCPU4,13,449725.0,0.15,Bogotá,4969461.25
VNT-0037927,2025-10-04 06:00:00,CLI-01164,Hardware,Servidor Rack 2U,4,13754941.02,0.0,Bucaramanga,55019764.08
VNT-0037928,2023-08-30 19:00:00,CLI-00491,Muebles,Silla Ergonómica,12,865235.81,0.0,Cali,10382829.72
VNT-0037929,2023-10-07 16:00:00,CLI-01423,Tecnología,Laptop Pro,13,4749904.8,0.15,Medellín,52486448.04
VNT-0037930,2025-09-25 05:00:00,CLI-00763,Hardware,Firewall Hardware,17,3025622.28,0.05,Bucaramanga,48863799.82
VNT-0037931,2025-11-10 16:00:00,CLI-00622,Muebles,Escritorio Elevable,12,1586900.78,0.05,Bogotá,18090668.89
VNT-0037932,2025-03-27 14:00:00,CLI-00590,Tecnología,Laptop Pro,19,4596706.45,0.0,Bucaramanga,87337422.55
VNT-0037933,2024-03-10 05:00:00,CLI-00779,Muebles,Escritorio Elevable,7,1582686.04,0.1,Cali,9970922.05
VNT-0037934,2024-05-01 01:00:00,CLI-00256,Tecnología,Mouse Inalámbrico,10,117314.66,0.0,Bogotá,1173146.6
VNT-0037935,2025-05-02 07:00:00,CLI-00366,Tecnología,Teclado Mecánico,1,284875.34,0.0,Medellín,284875.34
VNT-0037936,2024-10-23 05:00:00,CLI-01054,Muebles,Silla Ergonómica,6,789587.63,0.05,Duitama,4500649.49
VNT-0037937,2023-09-20 11:00:00,CLI-00995,Tecnología,Monitor 4K,6,1880198.0,0.0,Medellín,11281188.0
VNT-0037938,2025-12-03 18:00:00,CLI-00159,Muebles,Archivador Metálico,4,399674.98,0.15,Tunja,1358894.93
VNT-0037939,2024-07-01 01:00:00,CLI-00619,Muebles,Escritorio Elevable,12,1662657.29,0.05,Sogamoso,18954293.11
VNT-0037940,2023-01-26 19:00:00,CLI-00492,Servicios Cloud,Almacenamiento S3 1TB,17,158660.53,0.15,Bucaramanga,2292644.66
VNT-0037941,2024-08-03 01:00:00,CLI-00073,Hardware,Firewall Hardware,4,3270304.36,0.1,Bucaramanga,11773095.7
VNT-0037942,2025-03-04 07:00:00,CLI-00170,Tecnología,Laptop Pro,17,4425842.96,0.1,Medellín,67715397.29
VNT-0037943,2023-03-15 01:00:00,CLI-00817,Servicios Cloud,Almacenamiento S3 1TB,1,141152.07,0.2,Bucaramanga,112921.66
VNT-0037944,2025-08-24 10:00:00,CLI-00493,Hardware,Switch Gigabit 24p,19,1284412.29,0.0,Cali,24403833.51
VNT-0037945,2024-12-13 11:00:00,CLI-01298,Servicios Cloud,Base de Datos RDS,4,828022.51,0.0,Sogamoso,3312090.04
VNT-0037946,2024-08-19 04:00:00,CLI-01346,Hardware,Servidor Rack 2U,18,14983378.89,0.0,Cali,269700820.02
VNT-0037947,2025-11-07 08:00:00,CLI-01000,Muebles,Silla Ergonómica,7,858114.59,0.2,Tunja,4805441.7
VNT-0037948,2023-06-04 16:00:00,CLI-01287,Servicios Cloud,Almacenamiento S3 1TB,13,146865.79,0.1,Tunja,1718329.74
VNT-0037949,2025-03-16 20:00:00,CLI-01382,Servicios Cloud,Instancia VM vCPU4,18,464415.08,0.0,Bucaramanga,8359471.44
VNT-0037950,2025-08-21 21:00:00,CLI-00671,Muebles,Escritorio Elevable,18,1553162.08,0.05,Cali,26559071.57
VNT-0037951,2023-06-30 15:00:00,CLI-00403,Servicios Cloud,Instancia VM vCPU4,3,491851.57,0.0,Sogamoso,1475554.71
VNT-0037952,2024-12-18 01:00:00,CLI-01325,Papelería,Marcadores Pro,9,34255.33,0.15,Tunja,262053.27
VNT-0037953,2025-12-24 21:00:00,CLI-00717,Tecnología,Teclado Mecánico,14,279577.5,0.05,Duitama,3718380.75
VNT-0037954,2025-01-14 09:00:00,CLI-01079,Tecnología,Monitor 4K,7,1740242.48,0.0,Bucaramanga,12181697.36
VNT-0037955,2024-07-13 07:00:00,CLI-00577,Servicios Cloud,Base de Datos RDS,16,936417.33,0.2,Cali,11986141.82
VNT-0037956,2024-04-14 14:00:00,CLI-00571,Servicios Cloud,Instancia VM vCPU4,9,465685.75,0.0,Sogamoso,4191171.75
VNT-0037957,2023-04-07 01:00:00,CLI-00083,Papelería,Resma Papel Bond,12,23602.17,0.0,Duitama,283226.04
VNT-0037958,2023-08-15 17:00:00,CLI-01046,Papelería,Cuaderno Cuadriculado,7,17119.27,0.15,Sogamoso,101859.66
VNT-0037959,2025-02-05 03:00:00,CLI-01188,Tecnología,Laptop Pro,3,4811713.11,0.05,Duitama,13713382.36
VNT-0037960,2024-07-14 06:00:00,CLI-00543,Muebles,Archivador Metálico,4,434766.55,0.1,Tunja,1565159.58
VNT-0037961,2025-09-07 16:00:00,CLI-00664,Hardware,Firewall Hardware,14,3452192.64,0.05,Sogamoso,45914162.11
VNT-0037962,2024-07-21 23:00:00,CLI-00028,Hardware,Switch Gigabit 24p,16,1200227.98,0.0,Duitama,19203647.68
VNT-0037963,2025-04-15 20:00:00,CLI-01233,Servicios Cloud,Almacenamiento S3 1TB,7,145423.27,0.0,Tunja,1017962.89
VNT-0037964,2025-09-16 12:00:00,CLI-00046,Hardware,Switch Gigabit 24p,2,1130008.68,0.0,Sogamoso,2260017.36
VNT-0037965,2024-12-01 23:00:00,CLI-00787,Hardware,Firewall Hardware,8,3165409.82,0.2,Cali,20258622.85
VNT-0037966,2024-07-14 03:00:00,CLI-01420,Tecnología,Monitor 4K,11,1836055.92,0.0,Sogamoso,20196615.12
VNT-0037967,2023-11-02 15:00:00,CLI-00624,Muebles,Archivador Metálico,8,394606.94,0.0,Medellín,3156855.52
VNT-0037968,2024-12-04 21:00:00,CLI-00598,Tecnología,Mouse Inalámbrico,14,116560.23,0.0,Cali,1631843.22
VNT-0037969,2023-08-23 13:00:00,CLI-00216,Muebles,Escritorio Elevable,13,1483197.86,0.0,Bogotá,19281572.18
VNT-0037970,2023-01-28 07:00:00,CLI-01490,Servicios Cloud,Almacenamiento S3 1TB,11,142712.11,0.0,Sogamoso,1569833.21
VNT-0037971,2025-06-05 07:00:00,CLI-00649,Tecnología,Teclado Mecánico,12,271144.69,0.0,Bogotá,3253736.28
VNT-0037972,2023-01-04 15:00:00,CLI-01465,Hardware,Switch Gigabit 24p,3,1269272.06,0.0,Tunja,3807816.18
VNT-0037973,2023-10-16 01:00:00,CLI-00418,Papelería,Cuaderno Cuadriculado,7,17763.29,0.2,Bogotá,99474.42
VNT-0037974,2023-11-20 05:00:00,CLI-00942,Servicios Cloud,Instancia VM vCPU4,3,445786.81,0.0,Bucaramanga,1337360.43
VNT-0037975,2025-12-27 06:00:00,CLI-01058,Tecnología,Teclado Mecánico,15,269756.23,0.2,Cali,3237074.76
VNT-0037976,2023-04-04 09:00:00,CLI-00270,Tecnología,Teclado Mecánico,17,259428.95,0.1,Bogotá,3969262.94
VNT-0037977,2023-04-26 16:00:00,CLI-01023,Papelería,Marcadores Pro,10,35991.09,0.05,Medellín,341915.35
VNT-0037978,2025-11-27 01:00:00,CLI-00049,Servicios Cloud,Instancia VM vCPU4,18,501807.75,0.1,Sogamoso,8129285.55
VNT-0037979,2024-01-02 16:00:00,CLI-00888,Hardware,Servidor Rack 2U,9,14826141.83,0.15,Duitama,113419985.0
VNT-0037980,2025-06-05 10:00:00,CLI-00857,Servicios Cloud,Base de Datos RDS,11,847585.94,0.2,Medellín,7458756.27
VNT-0037981,2025-05-21 14:00:00,CLI-00610,Tecnología,Mouse Inalámbrico,2,114771.6,0.05,Tunja,218066.04
VNT-0037982,2024-08-10 00:00:00,CLI-00648,Tecnología,Monitor 4K,12,1729601.4,0.0,Cali,20755216.8
VNT-0037983,2023-07-09 08:00:00,CLI-01059,Hardware,Servidor Rack 2U,18,13719219.31,0.0,Cali,246945947.58
VNT-0037984,2025-11-26 20:00:00,CLI-00469,Tecnología,Mouse Inalámbrico,5,117039.75,0.2,Duitama,468159.0
VNT-0037985,2024-07-13 17:00:00,CLI-01068,Servicios Cloud,Base de Datos RDS,7,946172.3,0.0,Bogotá,6623206.1
VNT-0037986,2023-08-13 14:00:00,CLI-00633,Papelería,Marcadores Pro,16,34746.2,0.2,Tunja,444751.36
VNT-0037987,2025-10-03 22:00:00,CLI-01310,Muebles,Archivador Metálico,16,431517.65,0.0,Bogotá,6904282.4
VNT-0037988,2025-01-29 04:00:00,CLI-00971,Muebles,Silla Ergonómica,7,833101.13,0.05,Bogotá,5540122.51
VNT-0037989,2024-03-16 00:00:00,CLI-01358,Hardware,Switch Gigabit 24p,10,1272252.38,0.0,Duitama,12722523.8
VNT-0037990,2023-11-27 16:00:00,CLI-00760,Hardware,Servidor Rack 2U,13,12969426.26,0.1,Duitama,151742287.24
VNT-0037991,2023-11-03 21:00:00,CLI-01371,Hardware,Firewall Hardware,1,2948559.0,0.0,Medellín,2948559.0
VNT-0037992,2023-10-24 20:00:00,CLI-00383,Muebles,Silla Ergonómica,17,783663.69,0.0,Bogotá,13322282.73
VNT-0037993,2024-10-27 01:00:00,CLI-00749,Tecnología,Monitor 4K,6,1799484.3,0.1,Tunja,9717215.22
VNT-0037994,2023-07-25 14:00:00,CLI-01363,Hardware,Servidor Rack 2U,6,14716953.1,0.15,Bogotá,75056460.81
VNT-0037995,2025-07-10 23:00:00,CLI-01085,Tecnología,Laptop Pro,11,4425573.41,0.2,Cali,38945046.01
VNT-0037996,2025-03-29 13:00:00,CLI-01228,Papelería,Marcadores Pro,4,37719.14,0.1,Tunja,135788.9
VNT-0037997,2025-04-26 13:00:00,CLI-01251,Tecnología,Teclado Mecánico,17,273511.11,0.05,Medellín,4417204.43
VNT-0037998,2023-10-30 16:00:00,CLI-00757,Papelería,Marcadores Pro,10,32586.05,0.1,Cali,293274.45
VNT-0037999,2023-04-13 00:00:00,CLI-01436,Muebles,Archivador Metálico,3,431170.3,0.2,Bogotá,1034808.72
VNT-0038000,2025-02-14 21:00:00,CLI-01372,Hardware,Firewall Hardware,12,3167283.04,0.15,Tunja,32306287.01
VNT-0038001,2024-08-17 02:00:00,CLI-00060,Hardware,Servidor Rack 2U,9,13523867.45,0.0,Duitama,121714807.05
VNT-0038002,2023-07-13 14:00:00,CLI-01282,Muebles,Escritorio Elevable,3,1553263.5,0.05,Duitama,4426800.97
VNT-0038003,2024-12-14 12:00:00,CLI-00216,Tecnología,Teclado Mecánico,19,296679.76,0.05,Cali,5355069.67
VNT-0038004,2023-06-08 22:00:00,CLI-00896,Servicios Cloud,Base de Datos RDS,19,920431.47,0.2,Tunja,13990558.34
VNT-0038005,2024-10-19 18:00:00,CLI-00291,Muebles,Archivador Metálico,14,395149.35,0.2,Bucaramanga,4425672.72
VNT-0038006,2023-09-03 11:00:00,CLI-00886,Hardware,Servidor Rack 2U,2,14083241.78,0.0,Bogotá,28166483.56
VNT-0038007,2023-06-14 11:00:00,CLI-00664,Tecnología,Monitor 4K,13,1794231.84,0.0,Duitama,23325013.92
VNT-0038008,2024-05-05 06:00:00,CLI-00500,Tecnología,Laptop Pro,1,4561747.67,0.0,Duitama,4561747.67
VNT-0038009,2024-11-11 03:00:00,CLI-00291,Servicios Cloud,Base de Datos RDS,1,914133.6,0.0,Duitama,914133.6
VNT-0038010,2023-09-16 09:00:00,CLI-00167,Servicios Cloud,Base de Datos RDS,9,851309.92,0.2,Duitama,6129431.42
VNT-0038011,2025-03-15 08:00:00,CLI-01411,Muebles,Escritorio Elevable,17,1625619.57,0.2,Sogamoso,22108426.15
VNT-0038012,2025-01-19 08:00:00,CLI-01164,Tecnología,Monitor 4K,15,1806033.72,0.05,Duitama,25735980.51
VNT-0038013,2024-09-23 06:00:00,CLI-00636,Muebles,Escritorio Elevable,16,1544781.77,0.0,Bogotá,24716508.32
VNT-0038014,2024-08-10 01:00:00,CLI-00085,Muebles,Archivador Metálico,11,418347.82,0.05,Medellín,4371734.72
VNT-0038015,2024-06-16 12:00:00,CLI-00720,Tecnología,Teclado Mecánico,12,294133.42,0.05,Cali,3353120.99
VNT-0038016,2024-06-27 06:00:00,CLI-00954,Hardware,Firewall Hardware,1,3307275.76,0.0,Sogamoso,3307275.76
VNT-0038017,2023-08-24 12:00:00,CLI-00452,Tecnología,Monitor 4K,9,1666297.38,0.2,Bogotá,11997341.14
VNT-0038018,2023-10-18 07:00:00,CLI-01368,Muebles,Silla Ergonómica,13,825408.69,0.05,Medellín,10193797.32
VNT-0038019,2023-11-21 23:00:00,CLI-01163,Servicios Cloud,Instancia VM vCPU4,15,449504.76,0.15,Cali,5731185.69
VNT-0038020,2025-06-24 07:00:00,CLI-01450,Tecnología,Mouse Inalámbrico,11,125937.88,0.05,Cali,1316050.85
VNT-0038021,2023-06-29 21:00:00,CLI-01298,Hardware,Firewall Hardware,14,3088626.32,0.05,Sogamoso,41078730.06
VNT-0038022,2024-11-07 22:00:00,CLI-00824,Servicios Cloud,Base de Datos RDS,12,909783.1,0.0,Duitama,10917397.2
VNT-0038023,2024-05-31 16:00:00,CLI-00455,Tecnología,Mouse Inalámbrico,4,113319.54,0.1,Bogotá,407950.34
VNT-0038024,2023-12-14 11:00:00,CLI-00696,Hardware,Servidor Rack 2U,2,14184718.21,0.0,Bucaramanga,28369436.42
VNT-0038025,2024-06-13 15:00:00,CLI-00462,Muebles,Silla Ergonómica,1,849599.35,0.0,Tunja,849599.35
VNT-0038026,2025-08-01 15:00:00,CLI-00589,Servicios Cloud,Base de Datos RDS,9,826281.48,0.15,Medellín,6321053.32
VNT-0038027,2025-09-07 21:00:00,CLI-00718,Hardware,Switch Gigabit 24p,16,1118302.41,0.0,Bogotá,17892838.56
VNT-0038028,2023-09-08 00:00:00,CLI-00773,Hardware,Firewall Hardware,13,3188308.45,0.0,Duitama,41448009.85
VNT-0038029,2023-11-28 19:00:00,CLI-00417,Muebles,Escritorio Elevable,3,1491533.15,0.0,Medellín,4474599.45
VNT-0038030,2024-09-21 16:00:00,CLI-01401,Tecnología,Laptop Pro,15,4412158.81,0.0,Medellín,66182382.15
VNT-0038031,2023-09-05 05:00:00,CLI-01302,Tecnología,Mouse Inalámbrico,7,122171.53,0.1,Duitama,769680.64
VNT-0038032,2025-07-29 20:00:00,CLI-00325,Servicios Cloud,Instancia VM vCPU4,2,470502.9,0.05,Sogamoso,893955.51
VNT-0038033,2023-09-08 10:00:00,CLI-01127,Hardware,Servidor Rack 2U,8,14413891.56,0.0,Bucaramanga,115311132.48
VNT-0038034,2023-11-14 04:00:00,CLI-00786,Tecnología,Laptop Pro,15,4661642.48,0.1,Bogotá,62932173.48
VNT-0038035,2025-08-28 14:00:00,CLI-01368,Tecnología,Teclado Mecánico,14,271194.86,0.0,Sogamoso,3796728.04
VNT-0038036,2025-02-21 08:00:00,CLI-01000,Servicios Cloud,Instancia VM vCPU4,10,506005.77,0.0,Bucaramanga,5060057.7
VNT-0038037,2025-06-16 12:00:00,CLI-01058,Muebles,Escritorio Elevable,14,1521747.07,0.05,Duitama,20239236.03
VNT-0038038,2024-12-22 11:00:00,CLI-00770,Tecnología,Monitor 4K,19,1880106.33,0.0,Medellín,35722020.27
VNT-0038039,2023-03-27 14:00:00,CLI-00648,Tecnología,Teclado Mecánico,6,281085.74,0.1,Tunja,1517863.0
VNT-0038040,2025-05-01 11:00:00,CLI-00093,Muebles,Silla Ergonómica,5,845943.46,0.0,Medellín,4229717.3
VNT-0038041,2023-09-27 12:00:00,CLI-00202,Hardware,Servidor Rack 2U,16,13400483.74,0.05,Medellín,203687352.85
VNT-0038042,2025-09-04 12:00:00,CLI-01148,Hardware,Switch Gigabit 24p,14,1277460.97,0.0,Tunja,17884453.58
VNT-0038043,2023-09-26 19:00:00,CLI-00096,Muebles,Silla Ergonómica,3,827480.96,0.2,Medellín,1985954.3
VNT-0038044,2025-05-17 14:00:00,CLI-00402,Hardware,Switch Gigabit 24p,9,1164928.58,0.0,Duitama,10484357.22
VNT-0038045,2024-10-19 12:00:00,CLI-00767,Tecnología,Monitor 4K,8,1914646.78,0.05,Sogamoso,14551315.53
VNT-0038046,2025-09-12 03:00:00,CLI-01163,Hardware,Firewall Hardware,9,2970481.32,0.0,Tunja,26734331.88
VNT-0038047,2025-01-04 20:00:00,CLI-00634,Tecnología,Mouse Inalámbrico,12,115667.42,0.1,Bucaramanga,1249208.14
VNT-0038048,2024-03-17 23:00:00,CLI-00704,Servicios Cloud,Base de Datos RDS,11,925742.89,0.0,Duitama,10183171.79
VNT-0038049,2023-11-06 13:00:00,CLI-00203,Muebles,Archivador Metálico,1,426896.21,0.0,Bucaramanga,426896.21
VNT-0038050,2025-05-19 00:00:00,CLI-00617,Tecnología,Laptop Pro,6,4853994.67,0.0,Tunja,29123968.02
VNT-0038051,2025-03-12 18:00:00,CLI-00019,Hardware,Servidor Rack 2U,6,14970276.87,0.05,Sogamoso,85330578.16
VNT-0038052,2025-05-14 07:00:00,CLI-00541,Tecnología,Mouse Inalámbrico,3,127252.59,0.05,Bucaramanga,362669.88
VNT-0038053,2023-12-29 14:00:00,CLI-00355,Hardware,Servidor Rack 2U,6,13318132.71,0.0,Bucaramanga,79908796.26
VNT-0038054,2025-03-20 16:00:00,CLI-00956,Tecnología,Mouse Inalámbrico,10,127571.28,0.1,Cali,1148141.52
VNT-0038055,2024-03-16 04:00:00,CLI-01479,Tecnología,Mouse Inalámbrico,9,126431.19,0.1,Bucaramanga,1024092.64
VNT-0038056,2023-06-25 06:00:00,CLI-00597,Hardware,Servidor Rack 2U,3,15064210.36,0.0,Bucaramanga,45192631.08
VNT-0038057,2024-03-30 20:00:00,CLI-01102,Papelería,Cuaderno Cuadriculado,14,16948.04,0.05,Bucaramanga,225408.93
VNT-0038058,2024-02-13 00:00:00,CLI-00876,Muebles,Escritorio Elevable,9,1477288.14,0.0,Medellín,13295593.26
VNT-0038059,2023-03-26 09:00:00,CLI-00078,Tecnología,Monitor 4K,19,1678172.48,0.0,Bogotá,31885277.12
VNT-0038060,2024-12-10 17:00:00,CLI-00545,Papelería,Cuaderno Cuadriculado,16,18934.72,0.2,Cali,242364.42
VNT-0038061,2023-04-01 23:00:00,CLI-00216,Muebles,Escritorio Elevable,17,1644731.79,0.1,Sogamoso,25164396.39
VNT-0038062,2025-01-13 09:00:00,CLI-00421,Muebles,Archivador Metálico,10,419151.55,0.05,Sogamoso,3981939.72
VNT-0038063,2023-11-24 15:00:00,CLI-01319,Papelería,Resma Papel Bond,12,22812.66,0.15,Bogotá,232689.13
VNT-0038064,2023-02-28 20:00:00,CLI-00836,Papelería,Cuaderno Cuadriculado,19,18222.34,0.2,Tunja,276979.57
VNT-0038065,2023-05-21 21:00:00,CLI-00954,Hardware,Firewall Hardware,3,3438535.95,0.1,Medellín,9284047.07
VNT-0038066,2024-03-16 16:00:00,CLI-00514,Servicios Cloud,Instancia VM vCPU4,12,488498.68,0.1,Cali,5275785.74
VNT-0038067,2025-08-29 15:00:00,CLI-00689,Muebles,Silla Ergonómica,2,813522.22,0.05,Tunja,1545692.22
VNT-0038068,2023-04-01 15:00:00,CLI-00187,Muebles,Silla Ergonómica,7,790035.54,0.0,Tunja,5530248.78
VNT-0038069,2023-07-27 03:00:00,CLI-00872,Muebles,Escritorio Elevable,10,1688941.26,0.05,Bogotá,16044941.97
VNT-0038070,2024-06-27 01:00:00,CLI-00491,Tecnología,Teclado Mecánico,18,273986.25,0.0,Sogamoso,4931752.5
VNT-0038071,2024-07-13 03:00:00,CLI-00658,Muebles,Escritorio Elevable,3,1519528.88,0.05,Duitama,4330657.31
VNT-0038072,2025-04-30 01:00:00,CLI-01348,Servicios Cloud,Almacenamiento S3 1TB,15,147283.07,0.15,Bogotá,1877859.14
VNT-0038073,2024-02-03 09:00:00,CLI-00976,Hardware,Firewall Hardware,10,3029140.51,0.05,Sogamoso,28776834.84
VNT-0038074,2024-04-01 02:00:00,CLI-00250,Papelería,Marcadores Pro,5,35037.35,0.0,Tunja,175186.75
VNT-0038075,2025-09-20 18:00:00,CLI-00010,Papelería,Marcadores Pro,14,34422.3,0.0,Tunja,481912.2
VNT-0038076,2023-03-28 19:00:00,CLI-00773,Muebles,Silla Ergonómica,14,830352.28,0.05,Medellín,11043685.32
VNT-0038077,2024-03-26 06:00:00,CLI-00580,Papelería,Resma Papel Bond,2,21024.5,0.05,Medellín,39946.55
VNT-0038078,2023-08-12 15:00:00,CLI-00532,Servicios Cloud,Instancia VM vCPU4,19,475120.58,0.0,Cali,9027291.02
VNT-0038079,2023-11-11 23:00:00,CLI-00858,Servicios Cloud,Almacenamiento S3 1TB,7,139301.2,0.2,Sogamoso,780086.72
VNT-0038080,2025-08-02 08:00:00,CLI-01394,Tecnología,Mouse Inalámbrico,9,110562.52,0.15,Duitama,845803.28
VNT-0038081,2025-08-01 15:00:00,CLI-01460,Servicios Cloud,Almacenamiento S3 1TB,5,160802.76,0.2,Sogamoso,643211.04
VNT-0038082,2024-06-24 22:00:00,CLI-00924,Servicios Cloud,Instancia VM vCPU4,5,509565.24,0.1,Duitama,2293043.58
VNT-0038083,2024-09-17 19:00:00,CLI-00132,Tecnología,Teclado Mecánico,17,298269.14,0.0,Cali,5070575.38
VNT-0038084,2024-09-30 06:00:00,CLI-00516,Tecnología,Laptop Pro,12,4586165.92,0.0,Medellín,55033991.04
VNT-0038085,2025-03-30 11:00:00,CLI-00167,Servicios Cloud,Base de Datos RDS,4,934133.54,0.0,Bucaramanga,3736534.16
VNT-0038086,2023-11-12 05:00:00,CLI-00331,Papelería,Cuaderno Cuadriculado,12,18508.25,0.15,Cali,188784.15
VNT-0038087,2023-06-16 05:00:00,CLI-01319,Servicios Cloud,Almacenamiento S3 1TB,18,138784.02,0.0,Bucaramanga,2498112.36
VNT-0038088,2025-11-26 10:00:00,CLI-00076,Tecnología,Mouse Inalámbrico,17,113127.82,0.1,Cali,1730855.65
VNT-0038089,2023-08-17 15:00:00,CLI-00629,Tecnología,Laptop Pro,11,4391507.9,0.0,Sogamoso,48306586.9
VNT-0038090,2025-12-23 03:00:00,CLI-01238,Tecnología,Teclado Mecánico,1,262653.01,0.15,Medellín,223255.06
VNT-0038091,2024-03-06 20:00:00,CLI-00581,Muebles,Escritorio Elevable,8,1476208.77,0.0,Bogotá,11809670.16
VNT-0038092,2023-06-15 19:00:00,CLI-00132,Papelería,Marcadores Pro,12,37611.72,0.05,Bucaramanga,428773.61
VNT-0038093,2025-10-03 04:00:00,CLI-01443,Hardware,Switch Gigabit 24p,7,1164287.24,0.05,Sogamoso,7742510.15
VNT-0038094,2023-12-17 23:00:00,CLI-01072,Servicios Cloud,Instancia VM vCPU4,2,454188.44,0.2,Medellín,726701.5
VNT-0038095,2023-05-17 07:00:00,CLI-00493,Hardware,Switch Gigabit 24p,19,1126946.66,0.15,Duitama,18200188.56
VNT-0038096,2024-03-14 05:00:00,CLI-01456,Tecnología,Monitor 4K,17,1665411.97,0.0,Bucaramanga,28312003.49
VNT-0038097,2024-04-26 22:00:00,CLI-01291,Tecnología,Mouse Inalámbrico,17,114746.76,0.15,Tunja,1658090.68
VNT-0038098,2025-12-01 15:00:00,CLI-01024,Tecnología,Teclado Mecánico,13,291543.0,0.1,Duitama,3411053.1
VNT-0038099,2025-03-16 14:00:00,CLI-00476,Papelería,Cuaderno Cuadriculado,9,18666.69,0.15,Cali,142800.18
VNT-0038100,2024-11-10 12:00:00,CLI-01496,Tecnología,Teclado Mecánico,11,277240.36,0.05,Tunja,2897161.76
VNT-0038101,2023-09-13 07:00:00,CLI-00874,Servicios Cloud,Base de Datos RDS,9,918256.27,0.05,Tunja,7851091.11
VNT-0038102,2025-03-18 16:00:00,CLI-01392,Tecnología,Laptop Pro,13,4254566.53,0.0,Cali,55309364.89
VNT-0038103,2025-12-24 05:00:00,CLI-00248,Tecnología,Monitor 4K,3,1783472.6,0.1,Medellín,4815376.02
VNT-0038104,2025-10-01 18:00:00,CLI-00550,Muebles,Archivador Metálico,1,432740.94,0.1,Bucaramanga,389466.85
VNT-0038105,2023-08-30 05:00:00,CLI-01153,Muebles,Silla Ergonómica,6,823998.65,0.1,Tunja,4449592.71
VNT-0038106,2023-11-17 00:00:00,CLI-00901,Servicios Cloud,Base de Datos RDS,8,922566.14,0.1,Tunja,6642476.21
VNT-0038107,2024-05-25 07:00:00,CLI-00729,Servicios Cloud,Instancia VM vCPU4,14,505556.42,0.1,Sogamoso,6370010.89
VNT-0038108,2025-09-30 23:00:00,CLI-00519,Tecnología,Monitor 4K,5,1843026.19,0.15,Duitama,7832861.31
VNT-0038109,2024-12-19 05:00:00,CLI-00845,Servicios Cloud,Almacenamiento S3 1TB,12,153662.83,0.05,Cali,1751756.26
VNT-0038110,2025-02-17 07:00:00,CLI-01104,Papelería,Cuaderno Cuadriculado,11,18753.31,0.05,Cali,195972.09
VNT-0038111,2024-05-10 23:00:00,CLI-01350,Papelería,Marcadores Pro,6,37675.8,0.2,Tunja,180843.84
VNT-0038112,2025-03-10 08:00:00,CLI-01284,Tecnología,Monitor 4K,1,1689610.74,0.0,Bucaramanga,1689610.74
VNT-0038113,2024-02-12 15:00:00,CLI-01192,Servicios Cloud,Base de Datos RDS,17,858783.69,0.0,Duitama,14599322.73
VNT-0038114,2024-05-30 04:00:00,CLI-01068,Tecnología,Teclado Mecánico,9,299793.72,0.15,Tunja,2293421.96
VNT-0038115,2025-01-26 14:00:00,CLI-00247,Tecnología,Laptop Pro,4,4230111.92,0.0,Bogotá,16920447.68
VNT-0038116,2023-12-15 04:00:00,CLI-00734,Tecnología,Laptop Pro,15,4228954.05,0.05,Duitama,60262595.21
VNT-0038117,2023-03-23 03:00:00,CLI-01156,Papelería,Resma Papel Bond,14,22849.88,0.0,Medellín,319898.32
VNT-0038118,2024-05-16 10:00:00,CLI-00033,Papelería,Marcadores Pro,13,37142.13,0.05,Bogotá,458705.31
VNT-0038119,2023-06-23 13:00:00,CLI-01176,Hardware,Servidor Rack 2U,15,13225082.38,0.0,Sogamoso,198376235.7
VNT-0038120,2023-09-14 01:00:00,CLI-00871,Servicios Cloud,Almacenamiento S3 1TB,14,144853.75,0.1,Cali,1825157.25
VNT-0038121,2023-01-01 20:00:00,CLI-00613,Hardware,Servidor Rack 2U,17,13657188.0,0.05,Sogamoso,220563586.2
VNT-0038122,2025-10-31 10:00:00,CLI-00356,Servicios Cloud,Almacenamiento S3 1TB,5,143265.08,0.0,Bogotá,716325.4
VNT-0038123,2024-07-01 12:00:00,CLI-00361,Tecnología,Mouse Inalámbrico,4,124944.69,0.0,Cali,499778.76
VNT-0038124,2024-01-27 06:00:00,CLI-00922,Papelería,Resma Papel Bond,11,21722.21,0.05,Tunja,226997.09
VNT-0038125,2023-08-03 14:00:00,CLI-00005,Muebles,Escritorio Elevable,18,1719886.48,0.05,Sogamoso,29410058.81
VNT-0038126,2024-03-19 05:00:00,CLI-00145,Papelería,Cuaderno Cuadriculado,2,18094.08,0.05,Bogotá,34378.75
VNT-0038127,2023-11-01 07:00:00,CLI-00097,Papelería,Marcadores Pro,8,35999.47,0.0,Bogotá,287995.76
VNT-0038128,2024-06-05 03:00:00,CLI-00046,Servicios Cloud,Base de Datos RDS,14,882440.77,0.15,Tunja,10501045.16
VNT-0038129,2024-07-10 09:00:00,CLI-01162,Tecnología,Teclado Mecánico,13,265425.33,0.1,Medellín,3105476.36
