id_cliente,nombre,segmento,edad,ciudad_residencia,ingreso_anual
CLI-00782,Cliente_782,Pequeña Empresa,44,Duitama,25366106.67
CLI-00783,Cliente_783,Pequeña Empresa,55,Duitama,34112325.64
CLI-00784,Cliente_784,Pequeña Empresa,40,Bucaramanga,34092012.75
CLI-00785,Cliente_785,Corporativo,49,Tunja,58670506.12
CLI-00786,Cliente_786,Gobierno,43,Bogotá,18368144.69
CLI-00787,Cliente_787,Pequeña Empresa,63,Sogamoso,41067070.9
CLI-00788,Cliente_788,Pequeña Empresa,61,Sogamoso,52869357.3
CLI-00789,Cliente_789,Pequeña Empresa,49,Duitama,62257396.95
CLI-00790,Cliente_790,Gobierno,41,Bucaramanga,30147230.92
CLI-00791,Cliente_791,Corporativo,47,Bucaramanga,40897153.43
CLI-00792,Cliente_792,Pequeña Empresa,26,Cali,41837124.29
CLI-00793,Cliente_793,Pequeña Empresa,54,Medellín,37345780.78
CLI-00794,Cliente_794,Consumidor Final,47,Medellín,33813857.59
CLI-00795,Cliente_795,Corporativo,33,Duitama,40231704.67
CLI-00796,Cliente_796,Consumidor Final,29,Sogamoso,12000000.0
CLI-00797,Cliente_797,Gobierno,35,Cali,43184833.88
CLI-00798,Cliente_798,Pequeña Empresa,35,Cali,36514134.84
CLI-00799,Cliente_799,Consumidor Final,50,Cali,32330301.24
CLI-00800,Cliente_800,Gobierno,61,Duitama,59562346.35
CLI-00801,Cliente_801,Consumidor Final,44,Medellín,26900791.77
CLI-00802,Cliente_802,Corporativo,32,Sogamoso,30163088.13
CLI-00803,Cliente_803,Pequeña Empresa,25,Cali,58898639.63
CLI-00804,Cliente_804,Consumidor Final,63,Sogamoso,25015264.34
CLI-00805,Cliente_805,Pequeña Empresa,28,Tunja,28398616.6
CLI-00806,Cliente_806,Consumidor Final,64,Bucaramanga,33235694.92
CLI-00807,Cliente_807,Gobierno,55,Bucaramanga,45088813.79
CLI-00808,Cliente_808,Gobierno,62,Sogamoso,37493630.09
CLI-00809,Cliente_809,Pequeña Empresa,39,Bogotá,19488495.83
CLI-00810,Cliente_810,Corporativo,37,Bogotá,28613977.24
CLI-00811,Cliente_811,Gobierno,62,Duitama,27711746.8
CLI-00812,Cliente_812,Consumidor Final,40,Duitama,34073347.46
CLI-00813,Cliente_813,Corporativo,23,Bucaramanga,40110123.9
CLI-00814,Cliente_814,Gobierno,69,Tunja,40018469.07
CLI-00815,Cliente_815,Consumidor Final,52,Medellín,13687858.95
CLI-00816,Cliente_816,Pequeña Empresa,46,Medellín,47767291.85
CLI-00817,Cliente_817,Pequeña Empresa,26,Duitama,38030826.15
CLI-00818,Cliente_818,Pequeña Empresa,25,Tunja,51614384.57
CLI-00819,Cliente_819,Corporativo,34,Duitama,40330379.93
CLI-00820,Cliente_820,Pequeña Empresa,37,Medellín,48215875.49
CLI-00821,Cliente_821,Consumidor Final,51,Sogamoso,40598543.74
CLI-00822,Cliente_822,Corporativo,30,Duitama,51154709.07
CLI-00823,Cliente_823,Pequeña Empresa,39,Cali,41267007.63
CLI-00824,Cliente_824,Pequeña Empresa,43,Sogamoso,33825017.04
CLI-00825,Cliente_825,Pequeña Empresa,34,Duitama,62269216.65
CLI-00826,Cliente_826,Gobierno,67,Bucaramanga,45668445.47
CLI-00827,Cliente_827,Pequeña Empresa,26,Duitama,41884933.05
CLI-00828,Cliente_828,Pequeña Empresa,40,Bucaramanga,19684347.0
CLI-00829,Cliente_829,Consumidor Final,61,Tunja,19540308.59
CLI-00830,Cliente_830,Pequeña Empresa,45,Medellín,38512585.79
CLI-00831,Cliente_831,Corporativo,63,Sogamoso,36746254.37
CLI-00832,Cliente_832,Pequeña Empresa,33,Sogamoso,27630529.22
CLI-00833,Cliente_833,Corporativo,56,Bogotá,36691792.4
CLI-00834,Cliente_834,Corporativo,40,Bogotá,54063523.14
CLI-00835,Cliente_835,Pequeña Empresa,37,Medellín,43344829.69
CLI-00836,Cliente_836,Pequeña Empresa,24,Bogotá,21307897.88
CLI-00837,Cliente_837,Gobierno,22,Sogamoso,33661894.07
CLI-00838,Cliente_838,Pequeña Empresa,42,Duitama,25340402.23
CLI-00839,Cliente_839,Pequeña Empresa,45,Tunja,30347601.0
CLI-00840,Cliente_840,Consumidor Final,56,Tunja,30036612.01
CLI-00841,Cliente_841,Corporativo,43,Medellín,29268253.01
CLI-00842,Cliente_842,Consumidor Final,68,Bogotá,19938375.54
CLI-00843,Cliente_843,Corporativo,38,Duitama,33468143.82
CLI-00844,Cliente_844,Gobierno,44,Tunja,28272708.36
CLI-00845,Cliente_845,Corporativo,40,Tunja,12000000.0
CLI-00846,Cliente_846,Pequeña Empresa,31,Cali,59635664.29
CLI-00847,Cliente_847,Corporativo,60,Cali,48065235.85
CLI-00848,Cliente_848,Gobierno,52,Sogamoso,30484391.3
CLI-00849,Cliente_849,Pequeña Empresa,69,Tunja,35225828.6
CLI-00850,Cliente_850,Pequeña Empresa,23,Medellín,20940147.83
CLI-00851,Cliente_851,Corporativo,61,Bucaramanga,55348674.53
CLI-00852,Cliente_852,Consumidor Final,26,Bucaramanga,57767464.34
CLI-00853,Cliente_853,Corporativo,41,Duitama,36880324.74
CLI-00854,Cliente_854,Consumidor Final,52,Tunja,47282367.73
CLI-00855,Cliente_855,Corporativo,36,Tunja,37103441.35
CLI-00856,Cliente_856,Corporativo,43,Sogamoso,18959294.73
CLI-00857,Cliente_857,Corporativo,53,Tunja,30058119.57
CLI-00858,Cliente_858,Pequeña Empresa,47,Medellín,36583135.6
CLI-00859,Cliente_859,Pequeña Empresa,62,Cali,29545427.38
CLI-00860,Cliente_860,Corporativo,60,Tunja,32376160.67
CLI-00861,Cliente_861,Consumidor Final,58,Tunja,33903205.31
CLI-00862,Cliente_862,Pequeña Empresa,41,Sogamoso,34029458.03
CLI-00863,Cliente_863,Pequeña Empresa,68,Bogotá,35627101.89
CLI-00864,Cliente_864,Pequeña Empresa,36,Sogamoso,22272739.2
CLI-00865,Cliente_865,Pequeña Empresa,53,Sogamoso,26395806.21
CLI-00866,Cliente_866,Pequeña Empresa,25,Medellín,19584988.81
CLI-00867,Cliente_867,Corporativo,65,Duitama,46733786.6
CLI-00868,Cliente_868,Corporativo,25,Tunja,12000000.0
CLI-00869,Cliente_869,Consumidor Final,53,Sogamoso,48843084.12
CLI-00870,Cliente_870,Gobierno,20,Sogamoso,51636192.77
CLI-00871,Cliente_871,Pequeña Empresa,29,Bogotá,31373832.96
CLI-00872,Cliente_872,Pequeña Empresa,40,Sogamoso,12000000.0
CLI-00873,Cliente_873,Consumidor Final,24,Bucaramanga,30664273.26
CLI-00874,Cliente_874,Pequeña Empresa,21,Duitama,34229790.06
CLI-00875,Cliente_875,Corporativo,41,Tunja,22872821.36
CLI-00876,Cliente_876,Corporativo,67,Tunja,28817379.27
CLI-00877,Cliente_877,Consumidor Final,21,Bogotá,53362342.39
CLI-00878,Cliente_878,Consumidor Final,29,Medellín,42979125.95
CLI-00879,Cliente_879,Corporativo,53,Tunja,23905230.63
CLI-00880,Cliente_880,Corporativo,35,Bucaramanga,15828809.96
CLI-00881,Cliente_881,Corporativo,67,Tunja,31075792.19
CLI-00882,Cliente_882,Consumidor Final,58,Bucaramanga,32438518.65
CLI-00883,Cliente_883,Corporativo,41,Duitama,40954390.25
CLI-00884,Cliente_884,Corporativo,31,Duitama,28576199.45
CLI-00885,Cliente_885,Consumidor Final,43,Cali,41137994.9
CLI-00886,Cliente_886,Corporativo,66,Cali,58221848.48
CLI-00887,Cliente_887,Consumidor Final,59,Bucaramanga,44786012.27
CLI-00888,Cliente_888,Corporativo,57,Medellín,34422937.91
CLI-00889,Cliente_889,Corporativo,29,Tunja,32802194.35
CLI-00890,Cliente_890,Corporativo,54,Sogamoso,30719922.39
CLI-00891,Cliente_891,Consumidor Final,68,Tunja,49167690.95
CLI-00892,Cliente_892,Consumidor Final,51,Cali,27472238.65
CLI-00893,Cliente_893,Consumidor Final,26,Sogamoso,35542672.51
CLI-00894,Cliente_894,Pequeña Empresa,40,Bucaramanga,35614374.82
CLI-00895,Cliente_895,Consumidor Final,39,Sogamoso,28978589.69
CLI-00896,Cliente_896,Corporativo,45,Tunja,18530413.43
CLI-00897,Cliente_897,Pequeña Empresa,23,Tunja,38875694.04
CLI-00898,Cliente_898,Consumidor Final,65,Medellín,34267952.34
CLI-00899,Cliente_899,Corporativo,41,Bogotá,41002885.63
CLI-00900,Cliente_900,Corporativo,34,Sogamoso,28596796.32
CLI-00901,Cliente_901,Corporativo,59,Cali,49649855.59
CLI-00902,Cliente_902,Corporativo,40,Cali,24478714.63
CLI-00903,Cliente_903,Corporativo,34,Bogotá,55544483.41
CLI-00904,Cliente_904,Pequeña Empresa,41,Tunja,14028361.88
CLI-00905,Cliente_905,Pequeña Empresa,47,Medellín,40217240.77
CLI-00906,Cliente_906,Consumidor Final,33,Medellín,40705168.19
CLI-00907,Cliente_907,Consumidor Final,46,Cali,25453315.18
CLI-00908,Cliente_908,Pequeña Empresa,60,Medellín,40092727.25
CLI-00909,Cliente_909,Pequeña Empresa,59,Duitama,50354224.04
CLI-00910,Cliente_910,Pequeña Empresa,47,Bogotá,12000000.0
CLI-00911,Cliente_911,Pequeña Empresa,45,Tunja,41032937.69
CLI-00912,Cliente_912,Pequeña Empresa,68,Duitama,12000000.0
CLI-00913,Cliente_913,Consumidor Final,21,Bogotá,23412022.36
CLI-00914,Cliente_914,Pequeña Empresa,44,Bucaramanga,54549996.38
CLI-00915,Cliente_915,Pequeña Empresa,22,Sogamoso,28018615.6
CLI-00916,Cliente_916,Pequeña Empresa,27,Cali,20913440.43
CLI-00917,Cliente_917,Pequeña Empresa,63,Medellín,32624747.25
CLI-00918,Cliente_918,Gobierno,52,Bucaramanga,59814876.06
CLI-00919,Cliente_919,Consumidor Final,61,Medellín,13019813.03
CLI-00920,Cliente_920,Corporativo,54,Duitama,22384281.06
CLI-00921,Cliente_921,Consumidor Final,25,Tunja,52969180.2
CLI-00922,Cliente_922,Pequeña Empresa,58,Tunja,57292428.12
CLI-00923,Cliente_923,Consumidor Final,42,Tunja,33758825.31
CLI-00924,Cliente_924,Consumidor Final,44,Medellín,20131367.57
CLI-00925,Cliente_925,Pequeña Empresa,69,Bucaramanga,60150122.02
CLI-00926,Cliente_926,Corporativo,62,Tunja,54133308.7
CLI-00927,Cliente_927,Pequeña Empresa,38,Bucaramanga,43147363.85
CLI-00928,Cliente_928,Pequeña Empresa,24,Medellín,25251171.81
CLI-00929,Cliente_929,Consumidor Final,30,Duitama,34411647.91
CLI-00930,Cliente_930,Pequeña Empresa,31,Bucaramanga,33075679.03
CLI-00931,Cliente_931,Corporativo,29,Duitama,38970215.66
CLI-00932,Cliente_932,Consumidor Final,27,Medellín,52412017.26
CLI-00933,Cliente_933,Gobierno,43,Medellín,45553004.49
CLI-00934,Cliente_934,Pequeña Empresa,47,Cali,22071487.08
CLI-00935,Cliente_935,Corporativo,60,Medellín,51517957.4
CLI-00936,Cliente_936,Pequeña Empresa,55,Medellín,38757585.68
CLI-00937,Cliente_937,Corporativo,56,Bogotá,43244789.55
CLI-00938,Cliente_938,Gobierno,40,Tunja,52598490.31
CLI-00939,Cliente_939,Corporativo,27,Cali,21661037.01
CLI-00940,Cliente_940,Pequeña Empresa,28,Sogamoso,34570093.06
CLI-00941,Cliente_941,Pequeña Empresa,66,Cali,28622545.38
CLI-00942,Cliente_942,Pequeña Empresa,34,Cali,16185686.9
CLI-00943,Cliente_943,Consumidor Final,67,Sogamoso,39160519.73
CLI-00944,Cliente_944,Consumidor Final,65,Bogotá,65138678.62
CLI-00945,Cliente_945,Corporativo,59,Duitama,12919067.07
CLI-00946,Cliente_946,Corporativo,37,Medellín,34612632.67
CLI-00947,Cliente_947,Corporativo,61,Tunja,42686515.22
CLI-00948,Cliente_948,Gobierno,39,Bucaramanga,36476938.42
CLI-00949,Cliente_949,Consumidor Final,25,Sogamoso,33642463.37
CLI-00950,Cliente_950,Pequeña Empresa,31,Duitama,19409403.64
CLI-00951,Cliente_951,Consumidor Final,21,Sogamoso,37793440.92
CLI-00952,Cliente_952,Consumidor Final,26,Medellín,25918832.28
CLI-00953,Cliente_953,Corporativo,35,Bogotá,12000000.0
CLI-00954,Cliente_954,Gobierno,22,Sogamoso,49335106.65
CLI-00955,Cliente_955,Pequeña Empresa,64,Medellín,46500629.84
CLI-00956,Cliente_956,Pequeña Empresa,22,Medellín,35619931.72
CLI-00957,Cliente_957,Pequeña Empresa,46,Bogotá,37748896.26
CLI-00958,Cliente_958,Corporativo,69,Cali,47891816.15
CLI-00959,Cliente_959,Corporativo,62,Cali,37692075.88
CLI-00960,Cliente_960,Consumidor Final,59,Tunja,45848210.66
CLI-00961,Cliente_961,Corporativo,57,Tunja,31430213.59
CLI-00962,Cliente_962,Consumidor Final,52,Cali,50743804.86
CLI-00963,Cliente_963,Corporativo,47,Duitama,38849428.71
CLI-00964,Cliente_964,Pequeña Empresa,20,Bucaramanga,37328623.32
CLI-00965,Cliente_965,Pequeña Empresa,27,Medellín,19759266.94
CLI-00966,Cliente_966,Pequeña Empresa,56,Bucaramanga,38443470.25
CLI-00967,Cliente_967,Consumidor Final,51,Medellín,25016540.99
CLI-00968,Cliente_968,Pequeña Empresa,67,Cali,27340607.28
CLI-00969,Cliente_969,Pequeña Empresa,62,Tunja,25215492.46
CLI-00970,Cliente_970,Pequeña Empresa,56,Duitama,22205180.82
CLI-00971,Cliente_971,Consumidor Final,23,Tunja,60497256.84
CLI-00972,Cliente_972,Gobierno,49,Bucaramanga,50976068.74
CLI-00973,Cliente_973,Consumidor Final,25,Tunja,58044410.03
CLI-00974,Cliente_974,Corporativo,65,Cali,20325259.77
CLI-00975,Cliente_975,Corporativo,38,Duitama,35855045.0
CLI-00976,Cliente_976,Pequeña Empresa,51,Bucaramanga,19477908.5
CLI-00977,Cliente_977,Pequeña Empresa,28,Duitama,26651661.47
CLI-00978,Cliente_978,Corporativo,31,Medellín,23982476.2
CLI-00979,Cliente_979,Pequeña Empresa,30,Tunja,49875008.08
CLI-00980,Cliente_980,Pequeña Empresa,65,Duitama,30245243.86
CLI-00981,Cliente_981,Pequeña Empresa,35,Bogotá,47820552.0
CLI-00982,Cliente_982,Consumidor Final,20,Tunja,42249450.68
CLI-00983,Cliente_983,Corporativo,64,Medellín,62643665.03
CLI-00984,Cliente_984,Corporativo,40,Duitama,17246669.32
CLI-00985,Cliente_985,Consumidor Final,49,Bucaramanga,50110798.88
CLI-00986,Cliente_986,Pequeña Empresa,32,Medellín,48757290.44
CLI-00987,Cliente_987,Consumidor Final,53,Bogotá,23319453.94
CLI-00988,Cliente_988,Pequeña Empresa,23,Duitama,47085600.04
CLI-00989,Cliente_989,Corporativo,47,Sogamoso,39033739.56
CLI-00990,Cliente_990,Consumidor Final,57,Sogamoso,32270284.88
CLI-00991,Cliente_991,Consumidor Final,50,Cali,25112774.16
CLI-00992,Cliente_992,Consumidor Final,46,Tunja,26370686.58
CLI-00993,Cliente_993,Pequeña Empresa,24,Bucaramanga,59597745.15
CLI-00994,Cliente_994,Pequeña Empresa,44,Cali,35008193.83
CLI-00995,Cliente_995,Pequeña Empresa,22,Duitama,44385560.02
CLI-00996,Cliente_996,Corporativo,52,Sogamoso,25509207.42
CLI-00997,Cliente_997,Gobierno,23,Sogamoso,25641764.65
CLI-00998,Cliente_998,Corporativo,44,Sogamoso,47983817.71
CLI-00999,Cliente_999,Gobierno,39,Duitama,18805085.46
CLI-01000,Cliente_1000,Pequeña Empresa,53,Sogamoso,30017434.79
CLI-01001,Cliente_1001,Corporativo,45,Medellín,35408328.93
CLI-01002,Cliente_1002,Pequeña Empresa,24,Duitama,36336471.22
CLI-01003,Cliente_1003,Consumidor Final,54,Bucaramanga,32850880.58
CLI-01004,Cliente_1004,Consumidor Final,47,Cali,39749837.37
CLI-01005,Cliente_1005,Consumidor Final,48,Bucaramanga,43314269.07
CLI-01006,Cliente_1006,Consumidor Final,28,Bogotá,43815650.55
CLI-01007,Cliente_1007,Consumidor Final,57,Sogamoso,23170354.3
CLI-01008,Cliente_1008,Consumidor Final,69,Bogotá,31590138.82
CLI-01009,Cliente_1009,Corporativo,25,Tunja,49337154.34
CLI-01010,Cliente_1010,Pequeña Empresa,38,Tunja,45735766.25
CLI-01011,Cliente_1011,Corporativo,63,Bogotá,18525686.58
CLI-01012,Cliente_1012,Gobierno,30,Duitama,39217758.8
CLI-01013,Cliente_1013,Gobierno,21,Bucaramanga,12000000.0
CLI-01014,Cliente_1014,Corporativo,66,Bogotá,35563218.82
CLI-01015,Cliente_1015,Consumidor Final,63,Tunja,57773204.2
CLI-01016,Cliente_1016,Gobierno,63,Bogotá,23625287.39
CLI-01017,Cliente_1017,Corporativo,28,Duitama,24988123.45
CLI-01018,Cliente_1018,Pequeña Empresa,40,Bogotá,44168357.38
CLI-01019,Cliente_1019,Gobierno,43,Bucaramanga,16486381.82
CLI-01020,Cliente_1020,Corporativo,53,Cali,27406939.64
CLI-01021,Cliente_1021,Consumidor Final,41,Duitama,42157293.65
CLI-01022,Cliente_1022,Pequeña Empresa,22,Tunja,27388569.83
CLI-01023,Cliente_1023,Gobierno,31,Bucaramanga,32168360.15
CLI-01024,Cliente_1024,Gobierno,47,Bogotá,43930228.52
CLI-01025,Cliente_1025,Gobierno,49,Bogotá,40058553.0
CLI-01026,Cliente_1026,Pequeña Empresa,45,Cali,38201820.76
CLI-01027,Cliente_1027,Consumidor Final,67,Tunja,30930532.65
CLI-01028,Cliente_1028,Consumidor Final,40,Tunja,39440733.38
CLI-01029,Cliente_1029,Pequeña Empresa,47,Medellín,33515207.84
CLI-01030,Cliente_1030,Consumidor Final,45,Tunja,40493667.32
CLI-01031,Cliente_1031,Corporativo,52,Cali,29036815.7
CLI-01032,Cliente_1032,Pequeña Empresa,40,Sogamoso,32809172.31
CLI-01033,Cliente_1033,Corporativo,54,Medellín,23120506.49
CLI-01034,Cliente_1034,Corporativo,53,Medellín,34579908.68
CLI-01035,Cliente_1035,Corporativo,60,Bogotá,25267989.64
CLI-01036,Cliente_1036,Consumidor Final,66,Bogotá,21631442.6
CLI-01037,Cliente_1037,Pequeña Empresa,37,Tunja,38103933.77
CLI-01038,Cliente_1038,Consumidor Final,30,Medellín,37552877.31
CLI-01039,Cliente_1039,Corporativo,42,Bogotá,44394484.82
CLI-01040,Cliente_1040,Pequeña Empresa,67,Cali,29826493.17
CLI-01041,Cliente_1041,Pequeña Empresa,41,Bogotá,39896634.16
CLI-01042,Cliente_1042,Consumidor Final,36,Duitama,41609570.87
CLI-01043,Cliente_1043,Pequeña Empresa,24,Duitama,40337285.69
CLI-01044,Cliente_1044,Consumidor Final,63,Bogotá,25092155.81
CLI-01045,Cliente_1045,Consumidor Final,30,Medellín,36792361.79
CLI-01046,Cliente_1046,Consumidor Final,49,Sogamoso,39369683.55
CLI-01047,Cliente_1047,Corporativo,34,Sogamoso,35086141.6
CLI-01048,Cliente_1048,Corporativo,46,Medellín,12000000.0
CLI-01049,Cliente_1049,Consumidor Final,54,Bucaramanga,36925875.49
CLI-01050,Cliente_1050,Corporativo,52,Sogamoso,61550372.47
CLI-01051,Cliente_1051,Consumidor Final,39,Duitama,30679528.77
CLI-01052,Cliente_1052,Pequeña Empresa,35,Cali,26263074.83
CLI-01053,Cliente_1053,Gobierno,53,Medellín,39480182.72
CLI-01054,Cliente_1054,Consumidor Final,21,Tunja,38748538.53
CLI-01055,Cliente_1055,Gobierno,54,Duitama,49312821.98
CLI-01056,Cliente_1056,Pequeña Empresa,59,Cali,19905582.13
CLI-01057,Cliente_1057,Consumidor Final,47,Cali,43776563.03
CLI-01058,Cliente_1058,Pequeña Empresa,66,Medellín,42085064.74
CLI-01059,Cliente_1059,Pequeña Empresa,58,Cali,33294241.56
CLI-01060,Cliente_1060,Consumidor Final,25,Medellín,39064247.82
CLI-01061,Cliente_1061,Consumidor Final,28,Sogamoso,47353489.78
CLI-01062,Cliente_1062,Gobierno,39,Bogotá,45467784.56
CLI-01063,Cliente_1063,Consumidor Final,20,Duitama,21283768.26
CLI-01064,Cliente_1064,Pequeña Empresa,27,Bucaramanga,44841898.24
CLI-01065,Cliente_1065,Pequeña Empresa,42,Bogotá,34223736.74
CLI-01066,Cliente_1066,Consumidor Final,22,Duitama,35874489.18
CLI-01067,Cliente_1067,Corporativo,23,Medellín,35878363.89
CLI-01068,Cliente_1068,Corporativo,44,Duitama,33197084.13
CLI-01069,Cliente_1069,Pequeña Empresa,66,Sogamoso,49300489.97
CLI-01070,Cliente_1070,Pequeña Empresa,57,Medellín,33995384.48
CLI-01071,Cliente_1071,Pequeña Empresa,34,Bogotá,21565446.46
CLI-01072,Cliente_1072,Corporativo,40,Tunja,30277641.73
CLI-01073,Cliente_1073,Corporativo,54,Tunja,37144336.6
CLI-01074,Cliente_1074,Corporativo,65,Duitama,49750577.41
CLI-01075,Cliente_1075,Gobierno,33,Tunja,42237136.22
CLI-01076,Cliente_1076,Pequeña Empresa,55,Medellín,24793576.66
CLI-01077,Cliente_1077,Pequeña Empresa,31,Cali,64822279.0
CLI-01078,Cliente_1078,Consumidor Final,36,Medellín,38177303.73
CLI-01079,Cliente_1079,Corporativo,58,Cali,50304688.86
CLI-01080,Cliente_1080,Gobierno,28,Bogotá,33179426.8
CLI-01081,Cliente_1081,Consumidor Final,54,Bucaramanga,41400310.94
CLI-01082,Cliente_1082,Corporativo,32,Cali,45073622.05
CLI-01083,Cliente_1083,Pequeña Empresa,34,Tunja,49618336.54
CLI-01084,Cliente_1084,Consumidor Final,37,Medellín,47688419.66
CLI-01085,Cliente_1085,Gobierno,52,Bogotá,45466364.0
CLI-01086,Cliente_1086,Pequeña Empresa,25,Tunja,31218959.23
CLI-01087,Cliente_1087,Consumidor Final,46,Bogotá,28139047.5
CLI-01088,Cliente_1088,Corporativo,42,Bucaramanga,38991290.12
CLI-01089,Cliente_1089,Gobierno,46,Sogamoso,46197536.87
CLI-01090,Cliente_1090,Corporativo,53,Medellín,32327351.59
CLI-01091,Cliente_1091,Gobierno,65,Duitama,47782063.59
CLI-01092,Cliente_1092,Consumidor Final,57,Medellín,52431400.95
CLI-01093,Cliente_1093,Consumidor Final,33,Bucaramanga,24004148.97
CLI-01094,Cliente_1094,Pequeña Empresa,55,Medellín,24956951.55
CLI-01095,Cliente_1095,Corporativo,27,Duitama,33315499.29
CLI-01096,Cliente_1096,Corporativo,54,Cali,38691352.02
CLI-01097,Cliente_1097,Corporativo,38,Bogotá,28705195.83
CLI-01098,Cliente_1098,Corporativo,49,Duitama,51226432.15
CLI-01099,Cliente_1099,Consumidor Final,33,Tunja,40088802.34
CLI-01100,Cliente_1100,Pequeña Empresa,39,Bucaramanga,35473364.58
CLI-01101,Cliente_1101,Corporativo,68,Cali,17769085.71
CLI-01102,Cliente_1102,Gobierno,44,Tunja,19210210.2
CLI-01103,Cliente_1103,Consumidor Final,59,Tunja,38372111.0
CLI-01104,Cliente_1104,Gobierno,43,Bucaramanga,12000000.0
CLI-01105,Cliente_1105,Gobierno,33,Cali,47151648.92
CLI-01106,Cliente_1106,Corporativo,45,Sogamoso,33102153.87
CLI-01107,Cliente_1107,Pequeña Empresa,57,Tunja,73917115.64
CLI-01108,Cliente_1108,Consumidor Final,42,Tunja,62694995.01
CLI-01109,Cliente_1109,Consumidor Final,41,Cali,32822611.17
CLI-01110,Cliente_1110,Corporativo,67,Medellín,33723955.97
CLI-01111,Cliente_1111,Consumidor Final,38,Tunja,46946978.17
CLI-01112,Cliente_1112,Corporativo,65,Bogotá,55438071.32
CLI-01113,Cliente_1113,Corporativo,22,Cali,15343651.31
CLI-01114,Cliente_1114,Pequeña Empresa,61,Tunja,13563494.42
CLI-01115,Cliente_1115,Pequeña Empresa,38,Bucaramanga,27535582.33
CLI-01116,Cliente_1116,Pequeña Empresa,28,Duitama,41992851.0
CLI-01117,Cliente_1117,Corporativo,47,Bogotá,40962483.09
CLI-01118,Cliente_1118,Consumidor Final,39,Duitama,47837257.46
CLI-01119,Cliente_1119,Pequeña Empresa,64,Duitama,20603629.66
CLI-01120,Cliente_1120,Corporativo,26,Tunja,12000000.0
CLI-01121,Cliente_1121,Consumidor Final,33,Bogotá,45296170.34
CLI-01122,Cliente_1122,Gobierno,28,Bogotá,25061644.72
CLI-01123,Cliente_1123,Consumidor Final,38,Medellín,12000000.0
CLI-01124,Cliente_1124,Consumidor Final,66,Duitama,36740764.95
CLI-01125,Cliente_1125,Consumidor Final,33,Bogotá,44518108.26
CLI-01126,Cliente_1126,Pequeña Empresa,57,Medellín,33535314.41
CLI-01127,Cliente_1127,Corporativo,55,Cali,29505819.37
CLI-01128,Cliente_1128,Pequeña Empresa,59,Medellín,33087653.21
CLI-01129,Cliente_1129,Pequeña Empresa,36,Bucaramanga,30553006.85
CLI-01130,Cliente_1130,Pequeña Empresa,49,Sogamoso,18823434.66
CLI-01131,Cliente_1131,Consumidor Final,28,Tunja,26423831.88
CLI-01132,Cliente_1132,Pequeña Empresa,52,Cali,41255358.86
CLI-01133,Cliente_1133,Corporativo,44,Sogamoso,38860142.5
CLI-01134,Cliente_1134,Corporativo,33,Sogamoso,37016717.67
CLI-01135,Cliente_1135,Consumidor Final,30,Cali,23058218.22
CLI-01136,Cliente_1136,Corporativo,54,Bucaramanga,32821962.05
CLI-01137,Cliente_1137,Consumidor Final,60,Medellín,12000000.0
CLI-01138,Cliente_1138,Pequeña Empresa,33,Tunja,37141719.97
CLI-01139,Cliente_1139,Pequeña Empresa,49,Medellín,52146292.49
CLI-01140,Cliente_1140,Pequeña Empresa,60,Bogotá,17310414.42
CLI-01141,Cliente_1141,Consumidor Final,23,Medellín,27968867.92
CLI-01142,Cliente_1142,Pequeña Empresa,23,Cali,38949281.34
CLI-01143,Cliente_1143,Consumidor Final,47,Tunja,50034111.61
CLI-01144,Cliente_1144,Pequeña Empresa,27,Medellín,29621304.6
CLI-01145,Cliente_1145,Pequeña Empresa,21,Tunja,26692996.05
CLI-01146,Cliente_1146,Consumidor Final,60,Tunja,12000000.0
CLI-01147,Cliente_1147,Consumidor Final,65,Bogotá,36241257.55
CLI-01148,Cliente_1148,Consumidor Final,41,Bogotá,59504912.48
CLI-01149,Cliente_1149,Consumidor Final,60,Cali,38328301.54
CLI-01150,Cliente_1150,Consumidor Final,35,Bucaramanga,34732652.25
CLI-01151,Cliente_1151,Consumidor Final,48,Sogamoso,38864987.73
CLI-01152,Cliente_1152,Consumidor Final,68,Tunja,34866895.95
CLI-01153,Cliente_1153,Consumidor Final,67,Bucaramanga,25243827.53
CLI-01154,Cliente_1154,Consumidor Final,49,Sogamoso,44879358.99
CLI-01155,Cliente_1155,Consumidor Final,31,Sogamoso,37709138.28
CLI-01156,Cliente_1156,Consumidor Final,54,Cali,35211359.02
CLI-01157,Cliente_1157,Corporativo,30,Sogamoso,23295607.67
CLI-01158,Cliente_1158,Consumidor Final,65,Sogamoso,50642095.18
CLI-01159,Cliente_1159,Consumidor Final,69,Tunja,42976432.94
CLI-01160,Cliente_1160,Corporativo,40,Tunja,28364949.95
CLI-01161,Cliente_1161,Consumidor Final,40,Duitama,47021898.24
CLI-01162,Cliente_1162,Corporativo,24,Bucaramanga,29029149.94
CLI-01163,Cliente_1163,Pequeña Empresa,67,Medellín,25615958.09
CLI-01164,Cliente_1164,Consumidor Final,39,Bogotá,25883562.59
CLI-01165,Cliente_1165,Corporativo,56,Medellín,13747177.36
CLI-01166,Cliente_1166,Consumidor Final,22,Bucaramanga,40658508.57
CLI-01167,Cliente_1167,Consumidor Final,63,Bogotá,13026261.46
CLI-01168,Cliente_1168,Pequeña Empresa,52,Medellín,20258674.02
CLI-01169,Cliente_1169,Corporativo,28,Duitama,12000000.0
